prestashop_product_id,shobi_code,inspired_by,fragrantica_id,fragrantica_url,image_url,local_path,status,detail
2658,1796-SERG,Jeux de Peau Serge Lutens,11350,https://www.fragrantica.com/perfume/Serge-Lutens/Jeux-de-Peau-11350.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11350.avif,perfume-images/11350.avif,DOWNLOADED,image/avif
3355,1973-ETLR,ARCHIVES 69 - ETAT LIBRE D'ORANGE,11411,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/Archives-69-11411.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11411.avif,perfume-images/11411.avif,DOWNLOADED,image/avif
1156,249-JOM,Earl Grey & Cucumber - Jo Malone,11488,https://www.fragrantica.com/perfume/Jo-Malone-London/Earl-Grey-Cucumber-11488.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11488.avif,perfume-images/11488.avif,DOWNLOADED,image/avif
548,442-BLG,MON JASMIN NOIR,11512,https://www.fragrantica.com/perfume/Bvlgari/Mon-Jasmin-Noir-11512.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11512.avif,perfume-images/11512.avif,DOWNLOADED,image/avif
703,620-EST,BRONZE GODDESS SOLEIL - ESTEE LAUDER,11537,https://www.fragrantica.com/perfume/Estee-Lauder/Bronze-Goddess-Soleil-11537.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11537.avif,perfume-images/11537.avif,DOWNLOADED,image/avif
704,621-EST,BR.GOD. SUMMER LIM.EDITION - ESTEE LAUDER,11538,https://www.fragrantica.com/perfume/Estee-Lauder/Bronze-Goddess-2011-11538.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11538.avif,perfume-images/11538.avif,DOWNLOADED,image/avif
4432,2625-GUR,L'Instant de pour Homme Eau Extreme,11570,https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-pour-Homme-Eau-Extreme-11570.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11570.avif,perfume-images/11570.avif,DOWNLOADED,image/avif
299,1218-MOS,FOREVER - MOSCHINO,11613,https://www.fragrantica.com/perfume/Moschino/Moschino-Forever-11613.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11613.avif,perfume-images/11613.avif,DOWNLOADED,image/avif
2553,1736-PRFRO,ARSO - PROFUMUM ROMA,11700,https://www.fragrantica.com/p/11700,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11700.avif,perfume-images/11700.avif,DOWNLOADED,image/avif
2752,1852-PRFRO,BATTITO D'ALI - PROFUMUM ROMA,11701,https://www.fragrantica.com/p/11701,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11701.avif,perfume-images/11701.avif,DOWNLOADED,image/avif
845,798-LAN,TRESOR MIDNIGHT ROSE,11721,https://www.fragrantica.com/perfume/Lancome/Tresor-Midnight-Rose-11721.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11721.avif,perfume-images/11721.avif,DOWNLOADED,image/avif
3685,2186-PARF,GODOLPHIN - PARFUMS DE MARLY,11771,https://www.fragrantica.com/perfume/Parfums-de-Marly/Godolphin-11771.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11771.avif,perfume-images/11771.avif,DOWNLOADED,image/avif
293,1211-MNTB,LEGEND FOR MEN - MONT BLANC,11784,https://www.fragrantica.com/perfume/Montblanc/Legend-11784.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11784.avif,perfume-images/11784.avif,DOWNLOADED,image/avif
3729,2191-XER,Bouquet Ideale,11800,https://www.fragrantica.com/perfume/Xerjoff/Bouquet-Ideale-11800.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11800.avif,perfume-images/11800.avif,DOWNLOADED,image/avif
2349,1635-XER,LIRA,11801,https://www.fragrantica.com/perfume/Xerjoff/Lira-11801.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11801.avif,perfume-images/11801.avif,DOWNLOADED,image/avif
2708,1829-BOB,Bath,11983,https://www.fragrantica.com/perfume/Bobbi-Brown/Bath-11983.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.11983.avif,perfume-images/11983.avif,DOWNLOADED,image/avif
2613,1751-GUL,MADAME,12088,https://www.fragrantica.com/perfume/Cortina-1224/Madame-12088.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12088.avif,perfume-images/12088.avif,DOWNLOADED,image/avif
2938,1945-XER,RENAISSANCE XJ 1861,12126,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Renaissance-12126.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12126.avif,perfume-images/12126.avif,DOWNLOADED,image/avif
2237,147-NAS,,12130,https://www.fragrantica.com/perfume/Nasomatto/Pardon-12130.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12130.avif,perfume-images/12130.avif,DOWNLOADED,image/avif
743,667-GIV,Dahlia Noir,12146,https://www.fragrantica.com/perfume/Givenchy/Dahlia-Noir-12146.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12146.avif,perfume-images/12146.avif,DOWNLOADED,image/avif
1243,355-TMFO,NEROLI PORTOFINO,12192,https://www.fragrantica.com/perfume/Tom-Ford/Neroli-Portofino-12192.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12192.avif,perfume-images/12192.avif,DOWNLOADED,image/avif
1815,131-LEL,Le Labo Santal 33,12201,https://www.fragrantica.com/perfume/Le-Labo/Santal-33-12201.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12201.avif,perfume-images/12201.avif,DOWNLOADED,image/avif
1124,221-DIP,34 BOULEVARD SAINT GERMAIN 2011,12208,https://www.fragrantica.com/perfume/Diptyque/34-Boulevard-Saint-Germain-12208.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12208.avif,perfume-images/12208.avif,DOWNLOADED,image/avif
719,636-EST,SENSUOUS NUDE - ESTEE LAUDER,12219,https://www.fragrantica.com/perfume/Estee-Lauder/Sensuous-Nude-12219.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12219.avif,perfume-images/12219.avif,DOWNLOADED,image/avif
677,588-ELI,elie saab la parfum elie saab,12258,https://www.fragrantica.com/p/12258,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12258.avif,perfume-images/12258.avif,DOWNLOADED,image/avif
2438,1700-MNT,MUSK TO MUSK - MONTALE,12299,https://www.fragrantica.com/perfume/Montale/Musk-to-Musk-12299.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12299.avif,perfume-images/12299.avif,DOWNLOADED,image/avif
1199,300-JOM,WILD BLUEBELL - JO MALONE Type,12310,https://www.fragrantica.com/perfume/Jo-Malone-London/Wild-Bluebell-12310.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12310.avif,perfume-images/12310.avif,DOWNLOADED,image/avif
1116,213-CRD,ROYAL OUD,12317,https://www.fragrantica.com/perfume/Creed/Royal-Oud-12317.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12317.avif,perfume-images/12317.avif,DOWNLOADED,image/avif
725,644-ARM,ACQUA DI GIOIA ESSENZA,12402,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gioia-Essenza-12402.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12402.avif,perfume-images/12402.avif,DOWNLOADED,image/avif
596,501-CHA,No 19 POUDRE,12424,https://www.fragrantica.com/perfume/Chanel/Chanel-No-19-Poudre-12424.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12424.avif,perfume-images/12424.avif,DOWNLOADED,image/avif
595,500-CHA,No 19,12424,https://www.fragrantica.com/perfume/Chanel/Chanel-No-19-Poudre-12424.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12424.avif,perfume-images/12424.avif,DOWNLOADED,image/avif
912,872-PRA,Candy,12426,https://www.fragrantica.com/perfume/Prada/Prada-Candy-12426.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12426.avif,perfume-images/12426.avif,DOWNLOADED,image/avif
661,572-DIE,LOVERDOS,12446,https://www.fragrantica.com/perfume/Diesel/Loverdose-12446.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12446.avif,perfume-images/12446.avif,DOWNLOADED,image/avif
150,1051-CAL,ONE SHOCK FOR HIM - CALVIN KLEIN,12520,https://www.fragrantica.com/perfume/Calvin-Klein/CK-One-Shock-For-Him-12520.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12520.avif,perfume-images/12520.avif,DOWNLOADED,image/avif
358,1282-YZLO,L'HOMME LIBRE,12602,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/L-Homme-Libre-12602.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12602.avif,perfume-images/12602.avif,DOWNLOADED,image/avif
2758,1858-KUR,AQUA UNIVERSALIS FORTE,12710,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-Forte-12710.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12710.avif,perfume-images/12710.avif,DOWNLOADED,image/avif
265,1177-GUL,KOKORICO,12711,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Kokorico-12711.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12711.avif,perfume-images/12711.avif,DOWNLOADED,image/avif
2933,1927-AMG,AMOUAGE,12762,https://www.fragrantica.com/perfume/Amouage/Honour-Woman-12762.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12762.avif,perfume-images/12762.avif,DOWNLOADED,image/avif
2698,1821-TMFO,JASMIN ROUGE,12765,https://www.fragrantica.com/perfume/Tom-Ford/Jasmin-Rouge-12765.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12765.avif,perfume-images/12765.avif,DOWNLOADED,image/avif
2298,1547-TMFO,SANTAL BLUSH,12766,https://www.fragrantica.com/perfume/Tom-Ford/Santal-Blush-12766.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12766.avif,perfume-images/12766.avif,DOWNLOADED,image/avif
2712,1834-TMFO,VIOLET BLONDE,12767,https://www.fragrantica.com/perfume/Tom-Ford/Violet-Blonde-12767.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12767.avif,perfume-images/12767.avif,DOWNLOADED,image/avif
969,938-VAL,VALENTINA - VALENTINO,12770,https://www.fragrantica.com/perfume/Valentino/Valentina-12770.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12770.avif,perfume-images/12770.avif,DOWNLOADED,image/avif
519,413-BOT,BOTTEGA VENETA-BOTTEGA VENETA,12863,https://www.fragrantica.com/perfume/Bottega-Veneta/Bottega-Veneta-12863.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12863.avif,perfume-images/12863.avif,DOWNLOADED,image/avif
154,1056-CAR,212 VIP MEN,12865,https://www.fragrantica.com/perfume/Carolina-Herrera/212-VIP-Men-12865.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12865.avif,perfume-images/12865.avif,DOWNLOADED,image/avif
583,487-CRT,BAISER VOLE - CARTIER,12878,https://www.fragrantica.com/perfume/Cartier/Baiser-Vole-12878.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12878.avif,perfume-images/12878.avif,DOWNLOADED,image/avif
1878,337-TIFF,SHEER - TIFFANY & CO,12922,https://www.fragrantica.com/perfume/Tiffany/Sheer-Tiffany-12922.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12922.avif,perfume-images/12922.avif,DOWNLOADED,image/avif
2703,1826-JOM,Iris & White Musk by Jo Malone London,12926,https://www.fragrantica.com/perfume/Jo-Malone-London/Iris-White-Musk-12926.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12926.avif,perfume-images/12926.avif,DOWNLOADED,image/avif
1148,240-JOM,Amber & Patchouli - Jo Malone,12927,https://www.fragrantica.com/perfume/Jo-Malone-London/Amber-Patchouli-12927.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12927.avif,perfume-images/12927.avif,DOWNLOADED,image/avif
2087,276-JOM,Oud & Bergamot by Jo Malone London,12928,https://www.fragrantica.com/perfume/Jo-Malone-London/Oud-Bergamot-12928.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12928.avif,perfume-images/12928.avif,DOWNLOADED,image/avif
2283,1483-DSQ,potion dsquared,12937,https://www.fragrantica.com/perfume/DSQUARED2/Potion-12937.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.12937.avif,perfume-images/12937.avif,DOWNLOADED,image/avif
527,421-BRB,BURBERRY BODY,13014,https://www.fragrantica.com/perfume/Burberry/Body-13014.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13014.avif,perfume-images/13014.avif,DOWNLOADED,image/avif
4111,2377-VICT,VANILLA LACE - VICTORIA'S SECRET,13033,https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Lace-13033.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13033.avif,perfume-images/13033.avif,DOWNLOADED,image/avif
2316,1552-VER,YELLOW DIAMOND,13064,https://www.fragrantica.com/perfume/Versace/Yellow-Diamond-13064.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13064.avif,perfume-images/13064.avif,DOWNLOADED,image/avif
963,929-TRU,DONNA,13066,https://www.fragrantica.com/perfume/Trussardi/Donna-Trussardi-2011-13066.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13066.avif,perfume-images/13066.avif,DOWNLOADED,image/avif
236,1146-GUC,Guilty Intense,13075,https://www.fragrantica.com/perfume/Gucci/Gucci-Guilty-Intense-Pour-Homme-13075.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13075.avif,perfume-images/13075.avif,DOWNLOADED,image/avif
3902,1866-GUC,Guilty Intense,13201,https://www.fragrantica.com/p/13201,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13201.avif,perfume-images/13201.avif,DOWNLOADED,image/avif
995,965-VICT,notes ofSEXY LITTLE THINGS-NOIR TEASE TEMPTATION - VICTORIA'S SECRET,13261,https://www.fragrantica.com/perfume/Victoria-s-Secret/Sexy-Little-Things-Noir-Tease-Temptation-13261.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13261.avif,perfume-images/13261.avif,DOWNLOADED,image/avif
2724,329-PEN,JUNIPER SLING,13266,https://www.fragrantica.com/perfume/Penhaligon-s/Juniper-Sling-13266.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13266.avif,perfume-images/13266.avif,DOWNLOADED,image/avif
2449,1722-CRD,White Flowers,13390,https://www.fragrantica.com/perfume/Creed/White-Flowers-13390.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13390.avif,perfume-images/13390.avif,DOWNLOADED,image/avif
5015,2774-MIL,La Fumee Miller Harris,13410,https://www.fragrantica.com/p/13410,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13410.avif,perfume-images/13410.avif,DOWNLOADED,image/avif
581,484-CAR,212 WHITE,13618,https://www.fragrantica.com/perfume/Carolina-Herrera/212-White-13618.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13618.avif,perfume-images/13618.avif,DOWNLOADED,image/avif
4365,2553-BON,Andy Warhol Bond No 9,13630,https://www.fragrantica.com/perfume/Bond-No-9/Andy-Warhol-13630.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13630.avif,perfume-images/13630.avif,DOWNLOADED,image/avif
943,907-SFER,signorina ferragamo dupe,13639,https://www.fragrantica.com/perfume/Salvatore-Ferragamo/Signorina-13639.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13639.avif,perfume-images/13639.avif,DOWNLOADED,image/avif
1923,173-SOS,accento sospiro perfumes u,13816,https://www.fragrantica.com/perfume/Sospiro-Perfumes/Accento-13816.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13816.avif,perfume-images/13816.avif,DOWNLOADED,image/avif
1184,282-JOM,POMELO - JO MALONE,13826,https://www.fragrantica.com/perfume/Jo-Loves/Pomelo-13826.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13826.avif,perfume-images/13826.avif,DOWNLOADED,image/avif
1163,257-JOM,GREEN ORANGE & CORIANDER - JO MALONE,13827,https://www.fragrantica.com/perfume/Jo-Loves/Green-Orange-Coriander-13827.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13827.avif,perfume-images/13827.avif,DOWNLOADED,image/avif
1160,254-JOM,GARDENIA - JO MALONE,13829,https://www.fragrantica.com/perfume/Jo-Loves/Gardenia-13829.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13829.avif,perfume-images/13829.avif,DOWNLOADED,image/avif
352,1276-VIC,SPICEBOMB,13857,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-13857.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13857.avif,perfume-images/13857.avif,DOWNLOADED,image/avif
117,1015-AZZ,Night Time,13965,https://www.fragrantica.com/perfume/Azzaro/Azzaro-Pour-Homme-Night-Time-13965.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.13965.avif,perfume-images/13965.avif,DOWNLOADED,image/avif
607,512-CHL,L'EAU DE CHLOE,14000,https://www.fragrantica.com/perfume/Chloe/L-Eau-de-Chloe-14000.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14000.avif,perfume-images/14000.avif,DOWNLOADED,image/avif
1198,299-JOM,WHITE LILAC & RHUBARB - JO MALONE Clone,14134,https://www.fragrantica.com/perfume/Jo-Malone-London/White-Lilac-Rhubarb-14134.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14134.avif,perfume-images/14134.avif,DOWNLOADED,image/avif
1180,278-JOM,PEONY & MOSS - JO MALONE,14135,https://www.fragrantica.com/perfume/Jo-Malone-London/Peony-Moss-14135.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14135.avif,perfume-images/14135.avif,DOWNLOADED,image/avif
1168,262-JOM,IRIS & LADY MOORE - JO MALONE,14136,https://www.fragrantica.com/perfume/Jo-Malone-London/Iris-Lady-Moore-14136.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14136.avif,perfume-images/14136.avif,DOWNLOADED,image/avif
1140,189-ARM,CUIR NOIR,14205,https://www.fragrantica.com/perfume/Giorgio-Armani/Cuir-Noir-14205.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14205.avif,perfume-images/14205.avif,DOWNLOADED,image/avif
1933,1509-KIL,AMBER OUD - KILIAN,14206,https://www.fragrantica.com/perfume/By-Kilian/Amber-Oud-14206.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14206.avif,perfume-images/14206.avif,DOWNLOADED,image/avif
544,438-BLG,CORAL OMNIA,14297,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Coral-14297.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14297.avif,perfume-images/14297.avif,DOWNLOADED,image/avif
701,618-EST,BRONZE GODDESS CAPRI - ESTEE LAUDER,14309,https://www.fragrantica.com/perfume/Estee-Lauder/Bronze-Goddess-Capri-14309.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14309.avif,perfume-images/14309.avif,DOWNLOADED,image/avif
884,842-NRO,FOR HER BLACK EDP - NARCISO RODRIGUEZ,14319,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-for-Her-Eau-de-Parfum-14319.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14319.avif,perfume-images/14319.avif,DOWNLOADED,image/avif
2306,1514-KIL,WATER CALIGRAPHY - KILIAN,14329,https://www.fragrantica.com/perfume/By-Kilian/Water-Calligraphy-14329.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14329.avif,perfume-images/14329.avif,DOWNLOADED,image/avif
2300,1510-KIL,BAMBOO HARMONY - KILIAN,14330,https://www.fragrantica.com/perfume/By-Kilian/Bamboo-Harmony-14330.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14330.avif,perfume-images/14330.avif,DOWNLOADED,image/avif
2126,133-MICA,YLANG IN GOLD - M,14409,https://www.fragrantica.com/perfume/M-Micallef/Ylang-in-Gold-14409.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14409.avif,perfume-images/14409.avif,DOWNLOADED,image/avif
195,1104-DAV,pure pacific davidoff,14564,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-Pure-Pacific-for-Him-14564.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14564.avif,perfume-images/14564.avif,DOWNLOADED,image/avif
567,468-CAL,DOWN TOWN - CALVIN KLEIN,14606,https://www.fragrantica.com/perfume/Calvin-Klein/Calvin-Klein-14606.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14606.avif,perfume-images/14606.avif,DOWNLOADED,image/avif
143,1043-CAL,BE - CALVIN KLEIN,14606,https://www.fragrantica.com/perfume/Calvin-Klein/Calvin-Klein-14606.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14606.avif,perfume-images/14606.avif,DOWNLOADED,image/avif
4387,1702-KUR,Oud,14610,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Oud-14610.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14610.avif,perfume-images/14610.avif,DOWNLOADED,image/avif
997,971-VICT,VERY SEXY TOUCH - VICTORIA'S SECRET,14635,https://www.fragrantica.com/perfume/Victoria-s-Secret/Very-Sexy-Touch-14635.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14635.avif,perfume-images/14635.avif,DOWNLOADED,image/avif
2399,1658-GUR,LA PETITE ROBE NOIRE - GUERLAIN,14681,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noir-14681.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14681.avif,perfume-images/14681.avif,DOWNLOADED,image/avif
336,1259-SHU,old spice shulton company,14746,https://www.fragrantica.com/perfume/Shulton-Company/Old-Spice-Original-14746.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14746.avif,perfume-images/14746.avif,DOWNLOADED,image/avif
859,814-MAR,DOT - MARC JACOBS,14781,https://www.fragrantica.com/perfume/Marc-Jacobs/Dot-14781.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14781.avif,perfume-images/14781.avif,DOWNLOADED,image/avif
218,1125-ARM,ACQUA DI GIO ESSENZA,14825,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Essenza-14825.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14825.avif,perfume-images/14825.avif,DOWNLOADED,image/avif
4419,2605-ARM,Figuier Eden,14878,https://www.fragrantica.com/perfume/Giorgio-Armani/Figuier-Eden-14878.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14878.avif,perfume-images/14878.avif,DOWNLOADED,image/avif
4010,2323-MICA,VANILLE FLEUR - MICALLEF,14896,https://www.fragrantica.com/p/14896,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14896.avif,perfume-images/14896.avif,DOWNLOADED,image/avif
834,782-LAN,LA VIE EST BELLE,14982,https://www.fragrantica.com/perfume/Lancome/La-Vie-Est-Belle-14982.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14982.avif,perfume-images/14982.avif,DOWNLOADED,image/avif
620,527-DRC,GRAND BAL,14984,https://www.fragrantica.com/p/14984,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.14984.avif,perfume-images/14984.avif,DOWNLOADED,image/avif
1182,280-JOM,PLUM BLOSSOM - JO MALONE,15005,https://www.fragrantica.com/perfume/Jo-Malone-London/Plum-Blossom-15005.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15005.avif,perfume-images/15005.avif,DOWNLOADED,image/avif
2689,1814-AJMA,mizyaan ajmal arabic,15083,https://www.fragrantica.com/p/15083,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15083.avif,perfume-images/15083.avif,DOWNLOADED,image/avif
1150,242-JOM,Blackberry & Bay - Jo Malone,15134,https://www.fragrantica.com/perfume/Jo-Malone-London/Blackberry-Bay-15134.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15134.avif,perfume-images/15134.avif,DOWNLOADED,image/avif
880,837-MOS,PINK BOUQUET - MOSCHINO,15209,https://www.fragrantica.com/perfume/Moschino/Pink-Bouquet-15209.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15209.avif,perfume-images/15209.avif,DOWNLOADED,image/avif
2386,1653-MAN,ROSES VANILLE - MANCERA,15210,https://www.fragrantica.com/perfume/Mancera/Roses-Vanille-15210.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15210.avif,perfume-images/15210.avif,DOWNLOADED,image/avif
2133,142-MAN,CEDRAT BOISE - MANCERA,15211,https://www.fragrantica.com/perfume/Mancera/Cedrat-Boise-15211.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15211.avif,perfume-images/15211.avif,DOWNLOADED,image/avif
1408,113-DRC,OUD ISPAHAN,15231,https://www.fragrantica.com/perfume/Dior/Oud-Ispahan-15231.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15231.avif,perfume-images/15231.avif,DOWNLOADED,image/avif
4163,2426-MARG,BEACH WALK,15261,https://www.fragrantica.com/perfume/Maison-Martin-Margiela/Beach-Walk-15261.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15261.avif,perfume-images/15261.avif,DOWNLOADED,image/avif
1193,293-JOM,VELVET ROSE OUD - JO MALONE Type is a Oriental Floral,15286,https://www.fragrantica.com/perfume/Jo-Malone-London/Velvet-Rose-Oud-15286.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15286.avif,perfume-images/15286.avif,DOWNLOADED,image/avif
805,743-JUS,girlfriend justin bieber,15287,https://www.fragrantica.com/perfume/Justin-Bieber/Girlfriend-15287.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15287.avif,perfume-images/15287.avif,DOWNLOADED,image/avif
1948,102-AMG,Interlude Man,15294,https://www.fragrantica.com/perfume/Amouage/Interlude-Man-15294.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15294.avif,perfume-images/15294.avif,DOWNLOADED,image/avif
2308,1524-AMG,INTERLUDE WOMAN,15295,https://www.fragrantica.com/perfume/Amouage/Interlude-Woman-15295.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15295.avif,perfume-images/15295.avif,DOWNLOADED,image/avif
651,561-DOL,Pour Femme,15335,https://www.fragrantica.com/perfume/Dolce-Gabbana/Dolce-Gabbana-Pour-Femme-15335.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15335.avif,perfume-images/15335.avif,DOWNLOADED,image/avif
827,772-LAD,fame lady gaga similar parfum,15338,https://www.fragrantica.com/perfume/Lady-Gaga/Fame-15338.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15338.avif,perfume-images/15338.avif,DOWNLOADED,image/avif
754,680-GUC,G.PREMIERE,15449,https://www.fragrantica.com/perfume/Gucci/Gucci-Premiere-15449.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15449.avif,perfume-images/15449.avif,DOWNLOADED,image/avif
2212,919-TMU,ALIEN ESSENCE ABSOLUE,15452,https://www.fragrantica.com/perfume/Mugler/Alien-Essence-Absolue-15452.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15452.avif,perfume-images/15452.avif,DOWNLOADED,image/avif
