prestashop_product_id,shobi_code,inspired_by,fragrantica_id,fragrantica_url,image_url,local_path,status,detail
786,719-ISS,PLEATS PLEASE - ISSEY MIYAKE,15464,https://www.fragrantica.com/perfume/Issey-Miyake/Pleats-Please-15464.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15464.avif,perfume-images/15464.avif,DOWNLOADED,image/avif
673,584-DSQ,potion for women dsquared,15481,https://www.fragrantica.com/p/15481,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15481.avif,perfume-images/15481.avif,DOWNLOADED,image/avif
1226,332-RAM,dry wood ramon monegal,15503,https://www.fragrantica.com/perfume/Ramon-Monegal/Dry-Wood-15503.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15503.avif,perfume-images/15503.avif,DOWNLOADED,image/avif
514,405-BAL,FLORABOTANICA,15512,https://www.fragrantica.com/perfume/Balenciaga/Florabotanica-15512.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15512.avif,perfume-images/15512.avif,DOWNLOADED,image/avif
1894,1006-ACQ,COLONIA INTENSA OUD,15519,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Intensa-Oud-Eau-de-Cologne-Concentree-15519.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15519.avif,perfume-images/15519.avif,DOWNLOADED,image/avif
1006,983-YZLO,MANIFESTO,15540,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Manifesto-15540.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15540.avif,perfume-images/15540.avif,DOWNLOADED,image/avif
4210,2474-XER,Dama Bianca,15555,https://www.fragrantica.com/perfume/Xerjoff/Dama-Bianca-15555.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15555.avif,perfume-images/15555.avif,DOWNLOADED,image/avif
911,871-PIER,ivoire pierre balmain type arvmata,15557,https://www.fragrantica.com/perfume/Pierre-Balmain/Ivoire-15557.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15557.avif,perfume-images/15557.avif,DOWNLOADED,image/avif
4231,2503-JUL,Mad Madame Juliette Has A Gun,15563,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Mad-Madame-15563.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15563.avif,perfume-images/15563.avif,DOWNLOADED,image/avif
2704,1820-KUR,AMYRIS FEMME,15565,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Femme-15565.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15565.avif,perfume-images/15565.avif,DOWNLOADED,image/avif
2238,134-KUR,AMYRIS HOMME,15566,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Amyris-Homme-15566.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15566.avif,perfume-images/15566.avif,DOWNLOADED,image/avif
1944,357-TMFO,NOIR MEN,15727,https://www.fragrantica.com/perfume/Tom-Ford/Noir-15727.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15727.avif,perfume-images/15727.avif,DOWNLOADED,image/avif
317,1240-PRA,LUNA ROSSA - PRADA,15754,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-15754.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15754.avif,perfume-images/15754.avif,DOWNLOADED,image/avif
1236,343-TMFO,CAFÉ ROSE,15913,https://www.fragrantica.com/perfume/Tom-Ford/Cafe-Rose-15913.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15913.avif,perfume-images/15913.avif,DOWNLOADED,image/avif
4420,2609-TMFO,Ombre de Hyacinth,15916,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-de-Hyacinth-15916.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15916.avif,perfume-images/15916.avif,DOWNLOADED,image/avif
820,761-KIL,GOOD GIRL GONE BAD - KILIAN,15924,https://www.fragrantica.com/perfume/By-Kilian/Good-Girl-Gone-Bad-15924.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15924.avif,perfume-images/15924.avif,DOWNLOADED,image/avif
2302,1511-KIL,FORBIDDEN GAMES - KILIAN,15925,https://www.fragrantica.com/perfume/By-Kilian/Forbidden-Games-15925.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15925.avif,perfume-images/15925.avif,DOWNLOADED,image/avif
2304,1512-KIL,IN THE CITY OF SIN - KILIAN,15926,https://www.fragrantica.com/perfume/By-Kilian/In-the-City-of-Sin-15926.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15926.avif,perfume-images/15926.avif,DOWNLOADED,image/avif
4090,1481-EON,james bond 007 eon productions,15944,https://www.fragrantica.com/p/15944,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15944.avif,perfume-images/15944.avif,DOWNLOADED,image/avif
4220,2484-ETLR,THE AFTERNOON OF A FAUN by ETAT LIBRE D'ORANGE,15948,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/The-Afternoon-of-a-Faun-15948.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15948.avif,perfume-images/15948.avif,DOWNLOADED,image/avif
771,704-HER,L'AMBRE DES MERVEILLES - HERMES,15949,https://www.fragrantica.com/perfume/Hermes/L-Ambre-des-Merveilles-15949.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15949.avif,perfume-images/15949.avif,DOWNLOADED,image/avif
603,508-CHA,Coco Black,15963,https://www.fragrantica.com/p/15963,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.15963.avif,perfume-images/15963.avif,DOWNLOADED,image/avif
987,957-VICT,DREAM ANGELS GLOW - VICTORIA'S SECRET,16003,https://www.fragrantica.com/perfume/Victoria-s-Secret/Dream-Angels-Glow-16003.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16003.avif,perfume-images/16003.avif,DOWNLOADED,image/avif
341,1265-TRU,MY LAND,16027,https://www.fragrantica.com/perfume/Trussardi/My-Land-16027.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16027.avif,perfume-images/16027.avif,DOWNLOADED,image/avif
874,830-MNTB,LEGEND POUR FEMME - MONT BLANC,16059,https://www.fragrantica.com/perfume/Montblanc/Legend-Pour-Femme-16059.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16059.avif,perfume-images/16059.avif,DOWNLOADED,image/avif
4169,2439-ZEG,2439 zeg ν,16188,https://www.fragrantica.com/perfume/Ermenegildo-Zegna/Indonesian-Oud-16188.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16188.avif,perfume-images/16188.avif,DOWNLOADED,image/avif
2747,1845-BYR,Black Saffron,16220,https://www.fragrantica.com/perfume/Byredo/Black-Saffron-16220.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16220.avif,perfume-images/16220.avif,DOWNLOADED,image/avif
1181,279-JOM,PINK VETIVER - JO MALONE,16433,https://www.fragrantica.com/perfume/Jo-Loves/Pink-Vetiver-16433.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16433.avif,perfume-images/16433.avif,DOWNLOADED,image/avif
1146,238-JOM,A Shot Of Oud Over Mango - Jo Malone,16434,https://www.fragrantica.com/perfume/Jo-Loves/A-Shot-Of-Oud-Over-Mango-16434.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16434.avif,perfume-images/16434.avif,DOWNLOADED,image/avif
1145,237-JOM,A Shot Of Thai Over Mango - Jo Malone,16436,https://www.fragrantica.com/perfume/Jo-Loves/Mango-Thai-Lime-16436.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16436.avif,perfume-images/16436.avif,DOWNLOADED,image/avif
3373,1920-XER,40 KNOTS,16445,https://www.fragrantica.com/perfume/Xerjoff/40-Knots-16445.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16445.avif,perfume-images/16445.avif,DOWNLOADED,image/avif
1418,182-XER,Comandante,16448,https://www.fragrantica.com/perfume/Xerjoff/Comandante-16448.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16448.avif,perfume-images/16448.avif,DOWNLOADED,image/avif
2395,1673-XER,MORE THAN WORDS,16450,https://www.fragrantica.com/perfume/Xerjoff/More-Than-Words-16450.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16450.avif,perfume-images/16450.avif,DOWNLOADED,image/avif
4235,2483-CLEA,Clean Skin Clean,16603,https://www.fragrantica.com/perfume/Clean/Clean-Skin-16603.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16603.avif,perfume-images/16603.avif,DOWNLOADED,image/avif
351,1275-VER,Eros,16657,https://www.fragrantica.com/perfume/Versace/Eros-16657.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16657.avif,perfume-images/16657.avif,DOWNLOADED,image/avif
3949,2307-AQU,GOLD SUGAR - AQUOLINA,16661,https://www.fragrantica.com/perfume/Aquolina/Gold-Sugar-16661.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16661.avif,perfume-images/16661.avif,DOWNLOADED,image/avif
2629,1780-RCAV,JUST - CAVALLI,16760,https://www.fragrantica.com/p/16760,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16760.avif,perfume-images/16760.avif,DOWNLOADED,image/avif
3920,2270-ORMO,ORMONDE JAYNE,16896,https://www.fragrantica.com/p/16896,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16896.avif,perfume-images/16896.avif,DOWNLOADED,image/avif
2120,157-PARF,PEGASUS - PARFUMS DE MARLY,16938,https://www.fragrantica.com/perfume/Parfums-de-Marly/Pegasus-16938.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.16938.avif,perfume-images/16938.avif,DOWNLOADED,image/avif
770,702-HER,JOUR D'HERMES,17076,https://www.fragrantica.com/perfume/Hermes/Jour-d-Hermes-17076.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17076.avif,perfume-images/17076.avif,DOWNLOADED,image/avif
612,517-CHL,SEE - CHLOE,17123,https://www.fragrantica.com/perfume/Chloe/See-By-Chloe-17123.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17123.avif,perfume-images/17123.avif,DOWNLOADED,image/avif
656,567-DOL,THE ONE DESIRE,17124,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-Desire-17124.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17124.avif,perfume-images/17124.avif,DOWNLOADED,image/avif
687,599-ESC,CHERRY IN THE AIR - ESCADA,17129,https://www.fragrantica.com/p/17129,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17129.avif,perfume-images/17129.avif,DOWNLOADED,image/avif
2277,1503-DRC,HYPNOTIC POISON EAU SECRETE,17218,https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-Eau-Secrete-17218.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17218.avif,perfume-images/17218.avif,DOWNLOADED,image/avif
1254,369-TMFO,SHANGHAI LILY,17220,https://www.fragrantica.com/perfume/Tom-Ford/Shanghai-Lily-17220.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17220.avif,perfume-images/17220.avif,DOWNLOADED,image/avif
795,732-JIM,flash jimmy choo,17223,https://www.fragrantica.com/perfume/Jimmy-Choo/Flash-17223.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17223.avif,perfume-images/17223.avif,DOWNLOADED,image/avif
229,1139-GIV,GENTLEMEN ONLY,17259,https://www.fragrantica.com/perfume/Givenchy/Gentlemen-Only-17259.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17259.avif,perfume-images/17259.avif,DOWNLOADED,image/avif
3660,887-RCAV,ACQUA - ROBERTO CAVALLI,17310,https://www.fragrantica.com/p/17310,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17310.avif,perfume-images/17310.avif,DOWNLOADED,image/avif
528,422-BRB,BURBERRY BODY TENDER,17320,https://www.fragrantica.com/perfume/Burberry/Body-Tender-17320.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17320.avif,perfume-images/17320.avif,DOWNLOADED,image/avif
1920,679-GUC,Guilty Black Pour Femme,17321,https://www.fragrantica.com/perfume/Gucci/Gucci-Guilty-Black-Pour-Femme-17321.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17321.avif,perfume-images/17321.avif,DOWNLOADED,image/avif
1253,368-TMFO,SAHARA NOIR,17333,https://www.fragrantica.com/perfume/Tom-Ford/Sahara-Noir-17333.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17333.avif,perfume-images/17333.avif,DOWNLOADED,image/avif
138,1038-BLG,MAN EXTREME - BVLGARI,17373,https://www.fragrantica.com/perfume/Bvlgari/Bvlgari-Man-Extreme-17373.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17373.avif,perfume-images/17373.avif,DOWNLOADED,image/avif
741,665-GIV,BLOOM,17610,https://www.fragrantica.com/perfume/Givenchy/Bloom-17610.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17610.avif,perfume-images/17610.avif,DOWNLOADED,image/avif
1791,138-KUR,OUD CASHMERE MOOD,17661,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Oud-Cashmere-Mood-17661.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17661.avif,perfume-images/17661.avif,DOWNLOADED,image/avif
4141,2408-JOM,Ginger Biscuit Jo Malone,17685,https://www.fragrantica.com/perfume/Jo-Malone-London/Ginger-Biscuit-17685.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17685.avif,perfume-images/17685.avif,DOWNLOADED,image/avif
988,958-VICT,FABULOUS - VICTORIA'S SECRET,17699,https://www.fragrantica.com/perfume/Victoria-s-Secret/Fabulous-17699.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17699.avif,perfume-images/17699.avif,DOWNLOADED,image/avif
847,800-LANV,LANVIN ME,17701,https://www.fragrantica.com/perfume/Lanvin/Lanvin-Me-17701.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17701.avif,perfume-images/17701.avif,DOWNLOADED,image/avif
588,492-CARV,LE PARFUM - CARVEN,17744,https://www.fragrantica.com/perfume/Carven/Carven-Le-Parfum-17744.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17744.avif,perfume-images/17744.avif,DOWNLOADED,image/avif
1816,181-XER,ALEXANDRIA II,17786,https://www.fragrantica.com/perfume/Xerjoff/Alexandria-II-17786.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17786.avif,perfume-images/17786.avif,DOWNLOADED,image/avif
961,927-TOUZ,rosa tous,17827,https://www.fragrantica.com/perfume/Tous/Rosa-17827.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17827.avif,perfume-images/17827.avif,DOWNLOADED,image/avif
1206,309-LOC,309 loc el,17836,https://www.fragrantica.com/perfume/L-Occitane/Magnolia-Mure-17836.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17836.avif,perfume-images/17836.avif,DOWNLOADED,image/avif
830,776-LAL,SATINE - LALIQUE,17840,https://www.fragrantica.com/perfume/Lalique/Satine-17840.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17840.avif,perfume-images/17840.avif,DOWNLOADED,image/avif
3111,1994-ROJ,AOUD - ROJA DOVE,17930,https://www.fragrantica.com/perfume/Roja-Dove/Aoud-17930.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17930.avif,perfume-images/17930.avif,DOWNLOADED,image/avif
4204,2469-ROJ,AMBER AOUD - ROJA DOVE,17931,https://www.fragrantica.com/perfume/Roja-Dove/Amber-Aoud-17931.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17931.avif,perfume-images/17931.avif,DOWNLOADED,image/avif
4180,2432-ROJ,DANGER MAN - ROJA DOVE,17934,https://www.fragrantica.com/p/17934,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17934.avif,perfume-images/17934.avif,DOWNLOADED,image/avif
851,806-LOL,L'EAU JOLIE - LOLITA LEMPICKA,17936,https://www.fragrantica.com/perfume/Lolita-Lempicka/L-Eau-Jolie-17936.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.17936.avif,perfume-images/17936.avif,DOWNLOADED,image/avif
2408,1681-MNT,INTENSE CAFE - MONTALE,18021,https://www.fragrantica.com/perfume/Montale/Intense-Cafe-18021.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18021.avif,perfume-images/18021.avif,DOWNLOADED,image/avif
2784,1873-MAN,ROSES AND CHOCOLATE - MANCERA,18043,https://www.fragrantica.com/perfume/Mancera/Roses-Chocolate-18043.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18043.avif,perfume-images/18043.avif,DOWNLOADED,image/avif
756,682-GUR,AQUA ALLEGORIA FLORA ROSA - GUERLAIN,18061,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Flora-Rosa-18061.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18061.avif,perfume-images/18061.avif,DOWNLOADED,image/avif
212,1119-FEN,acqua fan di fendi,18154,https://www.fragrantica.com/perfume/Fendi/Fan-di-Fendi-pour-Homme-Acqua-18154.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18154.avif,perfume-images/18154.avif,DOWNLOADED,image/avif
868,823-MIC,SPORTY CITRUS - MICHAEL KORS,18160,https://www.fragrantica.com/perfume/Michael-Kors/Sporty-Citrus-18160.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18160.avif,perfume-images/18160.avif,DOWNLOADED,image/avif
864,819-MIC,SEXY AMBER - KORS,18161,https://www.fragrantica.com/perfume/Michael-Kors/Sexy-Amber-18161.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18161.avif,perfume-images/18161.avif,DOWNLOADED,image/avif
243,1153-HER,EAU DE MANDARINE AMBREE - HERMES,18183,https://www.fragrantica.com/perfume/Hermes/Eau-de-Mandarine-Ambree-18183.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18183.avif,perfume-images/18183.avif,DOWNLOADED,image/avif
860,815-MAR,HONEY - MARC JACOBS,18272,https://www.fragrantica.com/perfume/Marc-Jacobs/Honey-18272.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18272.avif,perfume-images/18272.avif,DOWNLOADED,image/avif
983,953-VICT,BOMBSHELL FOREVER - VICTORIA'S SECRET,18315,https://www.fragrantica.com/perfume/Victoria-s-Secret/Bombshell-Forever-18315.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18315.avif,perfume-images/18315.avif,DOWNLOADED,image/avif
709,626-EST,MODERN MUSE - ESTEE LAUDER,18319,https://www.fragrantica.com/perfume/Estee-Lauder/Modern-Muse-18319.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18319.avif,perfume-images/18319.avif,DOWNLOADED,image/avif
2210,803-LAU,eau gourmande ambre vanille laura mercier,18364,https://www.fragrantica.com/perfume/Laura-Mercier/Eau-Gourmande-Ambre-Vanille-18364.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18364.avif,perfume-images/18364.avif,DOWNLOADED,image/avif
1778,990-YZLO,Supreme Bouquet,18369,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Supreme-Bouquet-18369.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18369.avif,perfume-images/18369.avif,DOWNLOADED,image/avif
777,710-HUG,BOSS JOUR - HUGO BOSS,18385,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-Jour-Pour-Femme-18385.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18385.avif,perfume-images/18385.avif,DOWNLOADED,image/avif
794,730-JIM,exotic jimmy choo,18386,https://www.fragrantica.com/perfume/Jimmy-Choo/Jimmy-Choo-Exotic-18386.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18386.avif,perfume-images/18386.avif,DOWNLOADED,image/avif
733,655-ARM,"SI. Perfume woody, vanilla, aromatic, soft spicy, fruity",18453,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-18453.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18453.avif,perfume-images/18453.avif,DOWNLOADED,image/avif
4147,2411-JAME,coccobello james heeley dupe,18470,https://www.fragrantica.com/p/18470,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18470.avif,perfume-images/18470.avif,DOWNLOADED,image/avif
307,1226-PAC,INVICTUS,18471,https://www.fragrantica.com/perfume/Rabanne/Invictus-18471.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18471.avif,perfume-images/18471.avif,DOWNLOADED,image/avif
2722,328-PEN,IRIS PRIMA,18488,https://www.fragrantica.com/perfume/Penhaligon-s/Iris-Prima-18488.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18488.avif,perfume-images/18488.avif,DOWNLOADED,image/avif
1252,366-TMFO,PLUM JAPONAIS,18490,https://www.fragrantica.com/perfume/Tom-Ford/Plum-Japonais-18490.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18490.avif,perfume-images/18490.avif,DOWNLOADED,image/avif
2296,1535-BOA,BLUE SAPPHIRE,18518,https://www.fragrantica.com/p/18518,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18518.avif,perfume-images/18518.avif,DOWNLOADED,image/avif
3935,2277-AMG,Fate Man,18543,https://www.fragrantica.com/perfume/Amouage/Fate-Man-18543.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18543.avif,perfume-images/18543.avif,DOWNLOADED,image/avif
1186,285-JOM,SAFFRON - JO MALONE,18546,https://www.fragrantica.com/perfume/Jo-Malone-London/Saffron-18546.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18546.avif,perfume-images/18546.avif,DOWNLOADED,image/avif
201,1110-DSQ,black potion dsquared,18592,https://www.fragrantica.com/perfume/DSQUARED2/Potion-Royal-Black-18592.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18592.avif,perfume-images/18592.avif,DOWNLOADED,image/avif
324,1247-RAL,POLO RED,18598,https://www.fragrantica.com/perfume/Ralph-Lauren/Polo-Red-18598.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18598.avif,perfume-images/18598.avif,DOWNLOADED,image/avif
2051,174-SOS,ERBA PURA - SOSPIRO,18652,https://www.fragrantica.com/perfume/Sospiro-Perfumes/Erba-Pura-18652.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18652.avif,perfume-images/18652.avif,DOWNLOADED,image/avif
806,744-JUS,the key justin bieber,18665,https://www.fragrantica.com/perfume/Justin-Bieber/The-Key-18665.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18665.avif,perfume-images/18665.avif,DOWNLOADED,image/avif
611,516-CHL,ROSES DE CHLOE - CHLOE,18702,https://www.fragrantica.com/perfume/Chloe/Chloe-Roses-de-Chloe-18702.html,https://fimgs.net/mdimg/perfume-thumbs/dark-375x500.18702.avif,perfume-images/18702.avif,DOWNLOADED,image/avif
