shobi_code,shobi_name,classification,historical_id,historical_in_local,historical_local_brand,historical_local_name,historical_local_url,historical_score,historical_coverage,top_local_id,top_local_brand,top_local_name,top_local_url,top_score,top_coverage
1659-CHRA,BY NIGHT,HIST_ID_CONFIRMED_LOCAL,6714,yes,Christina Aguilera,Christina Aguilera by Night,https://www.fragrantica.com/perfume/Christina-Aguilera/Christina-Aguilera-by-Night-6714.html,0.6667,1.0000,51708,Akro,Night,https://www.fragrantica.com/perfume/Akro/Night-51708.html,0.7500,1.0000
1701-TOSC,TOSCA,HIST_ID_ABSENT_FROM_LOCAL,5796,no,,,,0.0000,0.0000,32191,Xerjoff,La Tosca,https://www.fragrantica.com/perfume/Xerjoff/La-Tosca-32191.html,0.6667,1.0000
1731-VICT,TEASE CREAM CLOUD - VICTORIA'S SECRET,HIST_ID_CONFIRMED_LOCAL,68550,yes,Victoria s Secret,Tease Creme Cloud,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Creme-Cloud-68550.html,0.7333,0.8000,68550,Victoria s Secret,Tease Creme Cloud,https://www.fragrantica.com/perfume/Victoria-s-Secret/Tease-Creme-Cloud-68550.html,0.7333,0.8000
1743-LBI,Sotto Voce,HIST_ID_ABSENT_FROM_LOCAL,1185,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1748-BYR,Marijuana,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1753-TEDL,TED,HIST_ID_ABSENT_FROM_LOCAL,5942,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1754-HER,VANILLE GALANTE HERMESSENCE - HERMES,HIST_ID_CONFIRMED_LOCAL,5213,yes,Hermes,Hermessence Vanille Galante,https://www.fragrantica.com/perfume/Hermes/Hermessence-Vanille-Galante-5213.html,1.0000,1.0000,5213,Hermes,Hermessence Vanille Galante,https://www.fragrantica.com/perfume/Hermes/Hermessence-Vanille-Galante-5213.html,1.0000,1.0000
1756-LBI,ROMA - LAURA BIAGIOTTI,HIST_ID_ABSENT_FROM_LOCAL,628,no,,,,0.0000,0.0000,20084,Al Rehab,Laura,https://www.fragrantica.com/perfume/Al-Rehab/Laura-20084.html,0.4706,0.3333
1763-JILS,SUN,HIST_ID_ABSENT_FROM_LOCAL,618,no,,,,0.0000,0.0000,17620,Lush,Sun,https://www.fragrantica.com/perfume/Lush/Sun-17620.html,0.7500,1.0000
1769-LTN,the fragrance notes Roses,HIST_ID_PRESENT_NEEDS_REVIEW,40495,yes,Louis Vuitton,Rose des Vents,https://www.fragrantica.com/perfume/Louis-Vuitton/Rose-des-Vents-40495.html,0.3590,0.0000,108314,Fragrance World,Notes Jazz,https://www.fragrantica.com/perfume/Fragrance-World/Notes-Jazz-108314.html,0.4444,0.5000
1781-LAC,TOUCH OF SUN,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,128900,Angeline,Out of Touch,https://www.fragrantica.com/perfume/Angeline/Out-of-Touch-128900.html,0.5333,0.6667
1783-AL HAR,SULTAN,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,122699,Caneza,Sultan,https://www.fragrantica.com/perfume/Caneza/Sultan-122699.html,0.7500,1.0000
1784-ESC,Summer-festival-eau-de-toilette,HIST_ID_ABSENT_FROM_LOCAL,64643,no,,,,0.0000,0.0000,11591,Versace,Versace Woman Summer,https://www.fragrantica.com/perfume/Versace/Versace-Woman-Summer-11591.html,0.4167,0.5000
1802-JOM,Midnight Musk & Amber by Jo Malone London,HIST_ID_CONFIRMED_LOCAL,63920,yes,Jo Malone London,Midnight Musk Amber,https://www.fragrantica.com/perfume/Jo-Malone-London/Midnight-Musk-Amber-63920.html,1.0000,1.0000,63920,Jo Malone London,Midnight Musk Amber,https://www.fragrantica.com/perfume/Jo-Malone-London/Midnight-Musk-Amber-63920.html,1.0000,1.0000
1826-JOM,Iris & White Musk by Jo Malone London,HIST_ID_CONFIRMED_LOCAL,12926,yes,Jo Malone London,Iris White Musk,https://www.fragrantica.com/perfume/Jo-Malone-London/Iris-White-Musk-12926.html,1.0000,1.0000,12926,Jo Malone London,Iris White Musk,https://www.fragrantica.com/perfume/Jo-Malone-London/Iris-White-Musk-12926.html,1.0000,1.0000
1827-JOM,Tropical Cherimoya by Jo Malone London,HIST_ID_CONFIRMED_LOCAL,49602,yes,Jo Malone London,Tropical Cherimoya Cologne,https://www.fragrantica.com/perfume/Jo-Malone-London/Tropical-Cherimoya-Cologne-49602.html,0.9167,1.0000,49602,Jo Malone London,Tropical Cherimoya Cologne,https://www.fragrantica.com/perfume/Jo-Malone-London/Tropical-Cherimoya-Cologne-49602.html,0.9167,1.0000
1828-LAN,O OUI!,HIST_ID_CONFIRMED_LOCAL,186,yes,Lancome,O Oui,https://www.fragrantica.com/perfume/Lancome/O-Oui-186.html,0.7500,1.0000,129239,Lancome,O Oui,https://www.fragrantica.com/perfume/Lancome/O-Oui-129239.html,0.7500,1.0000
1860-NAS,ABSINT - NASOMATTO,HIST_ID_PRESENT_NEEDS_REVIEW,4293,yes,Nasomatto,Absinth,https://www.fragrantica.com/perfume/Nasomatto/Absinth-4293.html,0.5455,0.5000,4293,Nasomatto,Absinth,https://www.fragrantica.com/perfume/Nasomatto/Absinth-4293.html,0.5455,0.5000
1869-DOL,BY,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1874-LTN,CALIFORNIA Citrus fragrance for women and men,HIST_ID_PRESENT_NEEDS_REVIEW,60388,yes,Louis Vuitton,California Dream,https://www.fragrantica.com/perfume/Louis-Vuitton/California-Dream-60388.html,0.5106,0.5000,47684,Alexandria Fragrances,Citrus Splash,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Citrus-Splash-47684.html,0.4615,0.5000
1885-WID,LONDON,HIST_ID_ABSENT_FROM_LOCAL,47781,no,,,,0.0000,0.0000,47914,C A,London Calling,https://www.fragrantica.com/perfume/C-A/London-Calling-47914.html,0.7500,1.0000
1886-PARF,DELINA LA ROSE - PDM,HIST_ID_PRESENT_NEEDS_REVIEW,64667,yes,Parfums de Marly,Delina La Rosee,https://www.fragrantica.com/perfume/Parfums-de-Marly/Delina-La-Rosee-64667.html,0.5957,0.5000,57922,Celine,La Peau Nue,https://www.fragrantica.com/perfume/Celine/La-Peau-Nue-57922.html,0.5556,0.2500
1888-MOR,Contessa,HIST_ID_ABSENT_FROM_LOCAL,35669,no,,,,0.0000,0.0000,45103,Acqua di Genova,Contessa di Castiglione Lady Gold,https://www.fragrantica.com/perfume/Acqua-di-Genova/Contessa-di-Castiglione-Lady-Gold-45103.html,0.5714,1.0000
1893-CHA,N-1-l-eau-rouge,HIST_ID_CONFIRMED_LOCAL,71442,yes,Chanel,N01 de Chanel L Eau Rouge,https://www.fragrantica.com/perfume/Chanel/N01-de-Chanel-L-Eau-Rouge-71442.html,0.6667,1.0000,26322,Rasasi,Rasasi Pour Homme L eau Rouge,https://www.fragrantica.com/perfume/Rasasi/Rasasi-Pour-Homme-L-eau-Rouge-26322.html,0.7500,1.0000
1896-ESC,Cherry-in-japan,HIST_ID_ABSENT_FROM_LOCAL,70279,no,,,,0.0000,0.0000,49325,Zara,Cherry Sling,https://www.fragrantica.com/perfume/Zara/Cherry-Sling-49325.html,0.5625,0.3333
1899-ZARK,The-muse,HIST_ID_ABSENT_FROM_LOCAL,60665,no,,,,0.0000,0.0000,55161,Xerjoff,Muse,https://www.fragrantica.com/perfume/Xerjoff/Muse-55161.html,0.7500,1.0000
1919-PRA,Paradoxe-eau-de-,HIST_ID_CONFIRMED_LOCAL,75668,yes,Prada,Prada Paradoxe,https://www.fragrantica.com/perfume/Prada/Prada-Paradoxe-75668.html,0.7500,1.0000,75668,Prada,Prada Paradoxe,https://www.fragrantica.com/perfume/Prada/Prada-Paradoxe-75668.html,0.7500,1.0000
1921-VIV,Boudoir-,HIST_ID_ABSENT_FROM_LOCAL,1532,no,,,,0.0000,0.0000,30417,Bi es,Pink Boudoir,https://www.fragrantica.com/perfume/Bi-es/Pink-Boudoir-30417.html,0.6250,1.0000
1926-KOS,No. 4 Après l’Amour Eau de Parfum,HIST_ID_ABSENT_FROM_LOCAL,53742,no,,,,0.0000,0.0000,66530,Zara,No Plans,https://www.fragrantica.com/perfume/Zara/No-Plans-66530.html,0.4286,0.3333
1927-AMG,HONOUR - AMOUAGE,HIST_ID_CONFIRMED_LOCAL,12762,yes,Amouage,Honour Woman,https://www.fragrantica.com/perfume/Amouage/Honour-Woman-12762.html,1.0000,1.0000,12763,Amouage,Honour Man,https://www.fragrantica.com/perfume/Amouage/Honour-Man-12763.html,1.0000,1.0000
1929-BLG,Le-gemme-tygar-eau-de-,HIST_ID_CONFLICT_LOCAL_BETTER,41222,yes,Bvlgari,Tygar,https://www.fragrantica.com/perfume/Bvlgari/Tygar-41222.html,0.5926,0.3333,120377,Bvlgari,Le Gemme Tygar Extrait,https://www.fragrantica.com/perfume/Bvlgari/Le-Gemme-Tygar-Extrait-120377.html,0.8000,1.0000
1942-LAN,Idole-l-eau-de-parfum-nectar,HIST_ID_CONFIRMED_LOCAL,74137,yes,Lancome,Idole Nectar,https://www.fragrantica.com/perfume/Lancome/Idole-Nectar-74137.html,0.8333,1.0000,74137,Lancome,Idole Nectar,https://www.fragrantica.com/perfume/Lancome/Idole-Nectar-74137.html,0.8333,1.0000
1950-SWISA,AL AMAKEN,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,22928,Swiss Arabian,Al Amaken,https://www.fragrantica.com/perfume/Swiss-Arabian/Al-Amaken-22928.html,0.7500,1.0000
1955-LAP,CELLULAR ENERGIZING,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,1386,Dior,Eau de Dior Coloressence Energizing,https://www.fragrantica.com/perfume/Dior/Eau-de-Dior-Coloressence-Energizing-1386.html,0.5000,0.5000
1958-DRC,Bois-d-argent-eau-de-,HIST_ID_CONFIRMED_LOCAL,1377,yes,Dior,Bois d Argent,https://www.fragrantica.com/perfume/Dior/Bois-d-Argent-1377.html,0.8333,1.0000,1377,Dior,Bois d Argent,https://www.fragrantica.com/perfume/Dior/Bois-d-Argent-1377.html,0.8333,1.0000
1968-DOL,LIGHT BLUE ITALIAN LOVE W,HIST_ID_CONFIRMED_LOCAL,72621,yes,Dolce Gabbana,Light Blue Italian Love,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Italian-Love-72621.html,0.8333,1.0000,72621,Dolce Gabbana,Light Blue Italian Love,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-Italian-Love-72621.html,0.8333,1.0000
1975-ZARK,PINK MOLéCULE 090.09 Eau de Parfum,HIST_ID_ABSENT_FROM_LOCAL,25474,no,,,,0.0000,0.0000,99691,Angeline,X Molecule,https://www.fragrantica.com/perfume/Angeline/X-Molecule-99691.html,0.5946,0.2500
1977-SHIS,Ginza (2021),HIST_ID_ABSENT_FROM_LOCAL,65234,no,,,,0.0000,0.0000,97784,Hermes,Eau de Ginza,https://www.fragrantica.com/perfume/Hermes/Eau-de-Ginza-97784.html,0.4545,0.5000
1978-ARM,STRONGER WITH YOU INTENSENLY,HIST_ID_PRESENT_NEEDS_REVIEW,52802,yes,Giorgio Armani,Emporio Armani Stronger With You Intensely,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Intensely-52802.html,0.6353,0.7500,79166,Giorgio Armani,Stronger With You Limited Edition,https://www.fragrantica.com/perfume/Giorgio-Armani/Stronger-With-You-Limited-Edition-79166.html,0.6250,0.7500
1980-HIND,Emarati Musk Parfum,HIST_ID_ABSENT_FROM_LOCAL,87692,no,,,,0.0000,0.0000,38360,Dana,Musk,https://www.fragrantica.com/perfume/Dana/Musk-38360.html,0.6667,0.5000
1981-KHAL,Grá,HIST_ID_ABSENT_FROM_LOCAL,22907,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
1984-ATTAR,Musk Kashmir,HIST_ID_CONFIRMED_LOCAL,38134,yes,Attar Collection,Musk Kashmir,https://www.fragrantica.com/perfume/Attar-Collection/Musk-Kashmir-38134.html,0.7500,1.0000,69013,Arabian Oud,Kashmir Musk,https://www.fragrantica.com/perfume/Arabian-Oud/Kashmir-Musk-69013.html,0.7500,1.0000
1985-WID,GOLD II SAHARA - WIDIAN,HIST_ID_ABSENT_FROM_LOCAL,54883,no,,,,0.0000,0.0000,31146,Zara,Zara For Him Gold Edition,https://www.fragrantica.com/perfume/Zara/Zara-For-Him-Gold-Edition-31146.html,0.2083,0.2500
1986-SOO,NUR,HIST_ID_ABSENT_FROM_LOCAL,10016,no,,,,0.0000,0.0000,136545,An nur,Ibiza Wave,https://www.fragrantica.com/perfume/An-nur/Ibiza-Wave-136545.html,0.6250,1.0000
1987-SON,Le Parfum,HIST_ID_ABSENT_FROM_LOCAL,4655,no,,,,0.0000,0.0000,1840,Lalique,Lalique Le Parfum,https://www.fragrantica.com/perfume/Lalique/Lalique-Le-Parfum-1840.html,0.7500,1.0000
1988-THEVE,Arabesque,HIST_ID_ABSENT_FROM_LOCAL,32670,no,,,,0.0000,0.0000,33671,Arabesque,Adel,https://www.fragrantica.com/perfume/Arabesque/Adel-33671.html,0.7826,1.0000
1989-VERT,NARCOS'IS,HIST_ID_ABSENT_FROM_LOCAL,47923,no,,,,0.0000,0.0000,9061,Arno Sorel,It Is,https://www.fragrantica.com/perfume/Arno-Sorel/It-Is-9061.html,0.5600,0.5000
1996-LTN,Heures d’Absence (2020),HIST_ID_PRESENT_NEEDS_REVIEW,59485,yes,Louis Vuitton,Heures d Absence,https://www.fragrantica.com/perfume/Louis-Vuitton/Heures-d-Absence-59485.html,0.5833,0.3333,,,,,0.0000,0.0000
1998-LTN,Citrus fragrance for women and men,HIST_ID_PRESENT_NEEDS_REVIEW,53947,yes,Louis Vuitton,Afternoon Swim,https://www.fragrantica.com/perfume/Louis-Vuitton/Afternoon-Swim-53947.html,0.2353,0.0000,53058,E 4 Fragrance,Air,https://www.fragrantica.com/perfume/E-4-Fragrance/Air-53058.html,0.4444,0.0000
2012-DOL,Q QUEEN,HIST_ID_PRESENT_NEEDS_REVIEW,78873,yes,Dolce Gabbana,Q by Dolce Gabbana,https://www.fragrantica.com/perfume/Dolce-Gabbana/Q-by-Dolce-Gabbana-78873.html,0.1875,0.0000,95437,Bharara,Bharara Queen,https://www.fragrantica.com/perfume/Bharara/Bharara-Queen-95437.html,0.7500,1.0000
2016-PARELM,Elixir d'Amour,HIST_ID_ABSENT_FROM_LOCAL,50275,no,,,,0.0000,0.0000,35222,Kenzo,Jeu d Amour l Elixir,https://www.fragrantica.com/perfume/Kenzo/Jeu-d-Amour-l-Elixir-35222.html,0.7500,1.0000
2017-DIE,D,HIST_ID_PRESENT_NEEDS_REVIEW,74965,yes,Diesel,D by Diesel,https://www.fragrantica.com/perfume/Diesel/D-by-Diesel-74965.html,0.0000,0.0000,,,,,0.0000,0.0000
2018-ARM,the notes CODE PARFUM,HIST_ID_PRESENT_NEEDS_REVIEW,75126,yes,Giorgio Armani,Armani Code Parfum,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Parfum-75126.html,0.3750,0.5000,47916,C A,Code Blue Pour Homme,https://www.fragrantica.com/perfume/C-A/Code-Blue-Pour-Homme-47916.html,0.4211,0.5000
2021-ROJ,Apex Roja Dove,HIST_ID_CONFIRMED_LOCAL,72723,yes,Roja Dove,Apex,https://www.fragrantica.com/perfume/Roja-Dove/Apex-72723.html,1.0000,1.0000,72723,Roja Dove,Apex,https://www.fragrantica.com/perfume/Roja-Dove/Apex-72723.html,1.0000,1.0000
2028-ZARK,Youth,HIST_ID_ABSENT_FROM_LOCAL,75594,no,,,,0.0000,0.0000,92098,Rasasi,Youth Ikon,https://www.fragrantica.com/perfume/Rasasi/Youth-Ikon-92098.html,0.6667,1.0000
2036-GIS,Ambassador Men Eau de Parfum,HIST_ID_ABSENT_FROM_LOCAL,58226,no,,,,0.0000,0.0000,86758,The Dua Brand,Dua s Intense Ambassador,https://www.fragrantica.com/perfume/The-Dua-Brand/Dua-s-Intense-Ambassador-86758.html,0.6250,1.0000
2044-LORV,TEINT DE NEIGE,HIST_ID_ABSENT_FROM_LOCAL,5079,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
2051-PRFRO,Acqua Di Sale,HIST_ID_ABSENT_FROM_LOCAL,3886,no,,,,0.0000,0.0000,41823,Acqua di Sardegna,Acqua di Sardegna Man Eau de Parfum,https://www.fragrantica.com/perfume/Acqua-di-Sardegna/Acqua-di-Sardegna-Man-Eau-de-Parfum-41823.html,0.5833,0.6667
2055-BAT,Dream-bright-eau-de-,HIST_ID_CONFIRMED_LOCAL,78849,yes,Bath Body Works,Dream Bright,https://www.fragrantica.com/perfume/Bath-Body-Works/Dream-Bright-78849.html,0.7000,1.0000,77344,Bath Body Works,Dream Bright,https://www.fragrantica.com/perfume/Bath-Body-Works/Dream-Bright-77344.html,0.7000,1.0000
2085-CLIV,X NEROLI LIMITED EDITION - CLIVE CHRISTIAN,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,26133,Clive Christian,L for Women,https://www.fragrantica.com/perfume/Clive-Christian/L-for-Women-26133.html,0.8108,0.6667
2094-SHIS,Ever Bloom,HIST_ID_ABSENT_FROM_LOCAL,31202,no,,,,0.0000,0.0000,61662,BadeFee,Bloom,https://www.fragrantica.com/perfume/BadeFee/Bloom-61662.html,0.6957,0.5000
2095-VICT,Strawberries-champagne-eau-de-toilette,HIST_ID_CONFIRMED_LOCAL,8000,yes,Victoria s Secret,Strawberries and Champagne,https://www.fragrantica.com/perfume/Victoria-s-Secret/Strawberries-and-Champagne-8000.html,0.7500,1.0000,121849,Victoria s Secret,Strawberries Champagne,https://www.fragrantica.com/perfume/Victoria-s-Secret/Strawberries-Champagne-121849.html,0.7500,1.0000
2098-MIC,Twilight Shimmer,HIST_ID_ABSENT_FROM_LOCAL,50396,no,,,,0.0000,0.0000,36909,Zara,Twilight Mauve,https://www.fragrantica.com/perfume/Zara/Twilight-Mauve-36909.html,0.6286,0.5000
2122-GUR,Aqua-allegoria-harvest-rosa-rossa,HIST_ID_PRESENT_NEEDS_REVIEW,79472,yes,Guerlain,Rosa Rossa Harvest,https://www.fragrantica.com/perfume/Guerlain/Rosa-Rossa-Harvest-79472.html,0.5500,0.6000,48710,Guerlain,Aqua Allegoria Rosa Rossa,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Rosa-Rossa-48710.html,0.7463,0.8000
2137-ROJ,GREAT BRITAIN - ROJA DOVE,HIST_ID_CONFIRMED_LOCAL,32537,yes,Roja Dove,Great Britain,https://www.fragrantica.com/perfume/Roja-Dove/Great-Britain-32537.html,1.0000,1.0000,32537,Roja Dove,Great Britain,https://www.fragrantica.com/perfume/Roja-Dove/Great-Britain-32537.html,1.0000,1.0000
2142-PARF,PEGASUS EXCLUSIVE - PARFUMS DE MARLY,HIST_ID_PRESENT_NEEDS_REVIEW,63100,yes,Parfums de Marly,Pegasus Exclusif,https://www.fragrantica.com/perfume/Parfums-de-Marly/Pegasus-Exclusif-63100.html,0.6750,0.7500,16938,Parfums de Marly,Pegasus,https://www.fragrantica.com/perfume/Parfums-de-Marly/Pegasus-16938.html,0.7500,0.7500
2148-BAT,Pure-wonder-eau-de-,HIST_ID_CONFIRMED_LOCAL,70500,yes,Bath Body Works,Pure Wonder,https://www.fragrantica.com/perfume/Bath-Body-Works/Pure-Wonder-70500.html,0.7000,1.0000,70500,Bath Body Works,Pure Wonder,https://www.fragrantica.com/perfume/Bath-Body-Works/Pure-Wonder-70500.html,0.7000,1.0000
2172-SWISA,KASHKHA,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,21681,Arabian Oud,Kashkha 2,https://www.fragrantica.com/perfume/Arabian-Oud/Kashkha-2-21681.html,0.6667,1.0000
2173-ANFAD,SUKAR,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,23000,Anfasic,Sukar,https://www.fragrantica.com/perfume/Anfasic/Sukar-23000.html,0.7500,1.0000
2178-MON,pour Homme,HIST_ID_ABSENT_FROM_LOCAL,69818,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
2185-DRC,Eau Sauvage Extrme Intense,HIST_ID_PRESENT_NEEDS_REVIEW,72771,yes,Dior,Eau Sauvage Extreme 2010,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Extreme-2010-72771.html,0.6383,0.3333,75044,Ajmal,Elixir Intense,https://www.fragrantica.com/perfume/Ajmal/Elixir-Intense-75044.html,0.6667,0.3333
2190-ROJ,DIAGHILEV,HIST_ID_CONFIRMED_LOCAL,10109,yes,Roja Dove,Diaghilev,https://www.fragrantica.com/perfume/Roja-Dove/Diaghilev-10109.html,0.6667,1.0000,10109,Roja Dove,Diaghilev,https://www.fragrantica.com/perfume/Roja-Dove/Diaghilev-10109.html,0.6667,1.0000
2193-LTN,NOUVEAU MONDE,HIST_ID_CONFIRMED_LOCAL,49753,yes,Louis Vuitton,Nouveau Monde,https://www.fragrantica.com/perfume/Louis-Vuitton/Nouveau-Monde-49753.html,0.7500,1.0000,49753,Louis Vuitton,Nouveau Monde,https://www.fragrantica.com/perfume/Louis-Vuitton/Nouveau-Monde-49753.html,0.7500,1.0000
2220-AL HAR,HAYATI,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,80608,Astre d Orient,Hayati,https://www.fragrantica.com/perfume/Astre-d-Orient/Hayati-80608.html,0.6667,1.0000
2234-MON,pour Femme,HIST_ID_ABSENT_FROM_LOCAL,69819,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
2256-GIV,VERY IRRESISTIBLE,NEW_LOCAL_STRONG,,no,,,,0.0000,0.0000,33,Givenchy,Very Irresistible,https://www.fragrantica.com/perfume/Givenchy/Very-Irresistible-33.html,0.8333,1.0000
2278-BLG,Eau Parfumée au Thé Blanc Eau de Cologne,HIST_ID_PRESENT_NEEDS_REVIEW,145,yes,Bvlgari,Eau Parfumee au The Blanc,https://www.fragrantica.com/perfume/Bvlgari/Eau-Parfumee-au-The-Blanc-145.html,0.6800,0.7500,145,Bvlgari,Eau Parfumee au The Blanc,https://www.fragrantica.com/perfume/Bvlgari/Eau-Parfumee-au-The-Blanc-145.html,0.6800,0.7500
2284-HIS,1889 - Moulin Rouge,HIST_ID_ABSENT_FROM_LOCAL,7816,no,,,,0.0000,0.0000,101371,Guerlain,Rouge Bonheur,https://www.fragrantica.com/perfume/Guerlain/Rouge-Bonheur-101371.html,0.5128,0.3333
2288-BAT,BLACK RASBERRY VANILLA - BATH BODY WORKS,HIST_ID_CONFIRMED_LOCAL,3512,yes,Bath Body Works,Black Raspberry Vanilla,https://www.fragrantica.com/perfume/Bath-Body-Works/Black-Raspberry-Vanilla-3512.html,0.7738,0.8333,15355,Bath Body Works,Black Currant Vanilla,https://www.fragrantica.com/perfume/Bath-Body-Works/Black-Currant-Vanilla-15355.html,0.7738,0.8333
2310-CAR,UNDER THE SEA MAN,HIST_ID_CONFIRMED_LOCAL,65697,yes,Carolina Herrera,CH Men Under The Sea,https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Under-The-Sea-65697.html,0.7000,1.0000,65697,Carolina Herrera,CH Men Under The Sea,https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Under-The-Sea-65697.html,0.7000,1.0000
2311-YVRO,PLAIN SOLEIL - YVES ROCHER,HIST_ID_ABSENT_FROM_LOCAL,56457,no,,,,0.0000,0.0000,57698,Versace,Jasmin au Soleil,https://www.fragrantica.com/perfume/Versace/Jasmin-au-Soleil-57698.html,0.4167,0.2500
2313-DRC,SAUVAGE PARFUM 2019,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,31861,Dior,Sauvage,https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html,0.5833,0.5000
2314-CAR,UNDER THE SEA WOMAN,HIST_ID_CONFIRMED_LOCAL,65696,yes,Carolina Herrera,CH Under The Sea,https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Under-The-Sea-65696.html,0.7000,1.0000,65697,Carolina Herrera,CH Men Under The Sea,https://www.fragrantica.com/perfume/Carolina-Herrera/CH-Men-Under-The-Sea-65697.html,0.7000,1.0000
2344-LEL,Mousse De Chne 30,HIST_ID_PRESENT_NEEDS_REVIEW,46295,yes,Le Labo,Mousse de Chene 30 Amsterdam,https://www.fragrantica.com/perfume/Le-Labo/Mousse-de-Chene-30-Amsterdam-46295.html,0.5957,0.6667,46295,Le Labo,Mousse de Chene 30 Amsterdam,https://www.fragrantica.com/perfume/Le-Labo/Mousse-de-Chene-30-Amsterdam-46295.html,0.5957,0.6667
2374-MICA,GN TONIC - MICALLEF,HIST_ID_ABSENT_FROM_LOCAL,80353,no,,,,0.0000,0.0000,86809,The Dua Brand,White Tonic,https://www.fragrantica.com/perfume/The-Dua-Brand/White-Tonic-86809.html,0.3684,0.3333
2377-VICT,Vanilla Lace,HIST_ID_CONFIRMED_LOCAL,13033,yes,Victoria s Secret,Vanilla Lace,https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Lace-13033.html,0.7500,1.0000,122424,Victoria s Secret,Vanilla Lace,https://www.fragrantica.com/perfume/Victoria-s-Secret/Vanilla-Lace-122424.html,0.7500,1.0000
2415-ESC,SEXY GRAFFITY - ESCADA,HIST_ID_ABSENT_FROM_LOCAL,1352,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
2418-ACQ,VANIGLIA SIGNATURE,HIST_ID_PRESENT_NEEDS_REVIEW,56003,yes,Acqua di Parma,Vaniglia Eau de Parfum,https://www.fragrantica.com/perfume/Acqua-di-Parma/Vaniglia-Eau-de-Parfum-56003.html,0.3902,0.5000,16632,Candie s,Candie s Signature,https://www.fragrantica.com/perfume/Candie-s/Candie-s-Signature-16632.html,0.6829,0.5000
2439-ZEG,INDONESIAN OUD,HIST_ID_ABSENT_FROM_LOCAL,16188,no,,,,0.0000,0.0000,74591,PARIS CORNER,Oud Indonesian,https://www.fragrantica.com/perfume/PARIS-CORNER/Oud-Indonesian-74591.html,0.7500,1.0000
2516-GUL,Scandal-pour-homme-absolu,HIST_ID_CONFIRMED_LOCAL,91053,yes,Jean Paul Gaultier,Scandal Pour Homme Absolu,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-Absolu-91053.html,0.7000,1.0000,91052,Jean Paul Gaultier,Scandal Absolu,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Absolu-91052.html,0.7000,1.0000
2543-HUG,The-scent-magnetic-for-him,HIST_ID_CONFIRMED_LOCAL,78424,yes,Hugo Boss,Boss The Scent For Him Magnetic,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-For-Him-Magnetic-78424.html,0.8000,1.0000,78424,Hugo Boss,Boss The Scent For Him Magnetic,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-For-Him-Magnetic-78424.html,0.8000,1.0000
2552-SOR,NIGHT HORSE,HIST_ID_ABSENT_FROM_LOCAL,75119,no,,,,0.0000,0.0000,97572,Rasasi,Night,https://www.fragrantica.com/perfume/Rasasi/Night-97572.html,0.4348,0.5000
2584-GIV,Eau de,HIST_ID_PRESENT_NEEDS_REVIEW,1966,yes,Givenchy,Eau de Givenchy,https://www.fragrantica.com/perfume/Givenchy/Eau-de-Givenchy-1966.html,0.0000,0.0000,,,,,0.0000,0.0000
2586-DIP,Biscuit DIP,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,135336,Delavure,Brise de Biscuit,https://www.fragrantica.com/perfume/Delavure/Brise-de-Biscuit-135336.html,0.4242,0.5000
