shobi_code,shobi_name,classification,historical_id,historical_in_local,historical_local_brand,historical_local_name,historical_local_url,historical_score,historical_coverage,top_local_id,top_local_brand,top_local_name,top_local_url,top_score,top_coverage
105-ARB,PRESTIGE CLASSIC - ARABIAN OUD,HIST_ID_CONFIRMED_LOCAL,21602,yes,Arabian Oud,Arabian Prestige Classic,https://www.fragrantica.com/perfume/Arabian-Oud/Arabian-Prestige-Classic-21602.html,1.0000,1.0000,21602,Arabian Oud,Arabian Prestige Classic,https://www.fragrantica.com/perfume/Arabian-Oud/Arabian-Prestige-Classic-21602.html,1.0000,1.0000
106-ARB,SULTAN - ARABIAN OUD,HIST_ID_CONFIRMED_LOCAL,21560,yes,Arabian Oud,Sultan Blend,https://www.fragrantica.com/perfume/Arabian-Oud/Sultan-Blend-21560.html,0.8750,1.0000,21560,Arabian Oud,Sultan Blend,https://www.fragrantica.com/perfume/Arabian-Oud/Sultan-Blend-21560.html,0.8750,1.0000
110-ARM,ROSE D'ARABIE,HIST_ID_CONFIRMED_LOCAL,10886,yes,Giorgio Armani,Armani Prive Rose d Arabie,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-10886.html,0.7000,1.0000,10886,Giorgio Armani,Armani Prive Rose d Arabie,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-10886.html,0.7000,1.0000
111-BAC,Rouge 540,HIST_ID_CONFIRMED_LOCAL,33519,yes,Maison Francis Kurkdjian,Baccarat Rouge 540,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Baccarat-Rouge-540-33519.html,0.6667,1.0000,29224,Baccarat,Rouge 540 Limited Edition,https://www.fragrantica.com/perfume/Baccarat/Rouge-540-Limited-Edition-29224.html,0.8333,1.0000
118-HAM,REHAN - HAMIDI OUD,HIST_ID_ABSENT_FROM_LOCAL,27808,no,,,,0.0000,0.0000,93670,Al Hunaidi,Oud Afshan,https://www.fragrantica.com/perfume/Al-Hunaidi/Oud-Afshan-93670.html,0.5946,0.3333
130-LEL,SANTAL 26 - LE LABO,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,12201,Le Labo,Santal 33,https://www.fragrantica.com/perfume/Le-Labo/Santal-33-12201.html,0.6750,0.7500
133-MICA,YLANG IN GOLD - M,HIST_ID_ABSENT_FROM_LOCAL,14409,no,,,,0.0000,0.0000,46469,By Kilian,Woman in Gold,https://www.fragrantica.com/perfume/By-Kilian/Woman-in-Gold-46469.html,0.8148,0.6667
153-PARF,HEROD,HIST_ID_PRESENT_NEEDS_REVIEW,4323,yes,By Kilian,Straight to Heaven,https://www.fragrantica.com/perfume/By-Kilian/Straight-to-Heaven-4323.html,0.1333,0.0000,16939,Parfums de Marly,Herod,https://www.fragrantica.com/perfume/Parfums-de-Marly/Herod-16939.html,0.6667,1.0000
166-AZ,Sequoia Wood Eau de Parfum,HIST_ID_ABSENT_FROM_LOCAL,40007,no,,,,0.0000,0.0000,66174,DSQUARED2,2 Wood,https://www.fragrantica.com/perfume/DSQUARED2/2-Wood-66174.html,0.6923,0.5000
170-ROJ,ENIGMA WOMAN - ROJA DOVE,HIST_ID_CONFIRMED_LOCAL,20558,yes,Roja Dove,Enigma,https://www.fragrantica.com/perfume/Roja-Dove/Enigma-20558.html,1.0000,1.0000,20558,Roja Dove,Enigma,https://www.fragrantica.com/perfume/Roja-Dove/Enigma-20558.html,1.0000,1.0000
171-DUP,Souvenirs De Malles Oud Oriental,HIST_ID_ABSENT_FROM_LOCAL,21459,no,,,,0.0000,0.0000,3242,Montale,Oriental Flowers,https://www.fragrantica.com/perfume/Montale/Oriental-Flowers-3242.html,0.5283,0.2500
172-SHALM,Moroccan-musk,HIST_ID_ABSENT_FROM_LOCAL,47982,no,,,,0.0000,0.0000,58619,Avon,Musk Iron,https://www.fragrantica.com/perfume/Avon/Musk-Iron-58619.html,0.5185,0.5000
184-YAS,HUBOOB,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
185-AL HAR,Red African,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,61372,Al Haramain Perfumes,Red African,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Red-African-61372.html,0.7000,1.0000
193-ARM,ROYAL OUD,HIST_ID_CONFIRMED_LOCAL,10884,yes,Giorgio Armani,Armani Prive Oud Royal,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Oud-Royal-10884.html,0.7000,1.0000,68298,Arabian Oud,Royal Oud,https://www.fragrantica.com/perfume/Arabian-Oud/Royal-Oud-68298.html,0.8333,1.0000
200-CIR,ERNESTO CHE GUEVARA,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
204-CRD,Avent,HIST_ID_PRESENT_NEEDS_REVIEW,9828,yes,Creed,Aventus,https://www.fragrantica.com/perfume/Creed/Aventus-9828.html,0.5556,0.0000,,,,,0.0000,0.0000
222-DIP,AMBRE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,79808,DeMer Parfum Limited,Ambre DeMer,https://www.fragrantica.com/perfume/DeMer-Parfum-Limited/Ambre-DeMer-79808.html,0.7500,1.0000
223-DIP,BAIES,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,13791,Darphin,Baies Sauvages,https://www.fragrantica.com/perfume/Darphin/Baies-Sauvages-13791.html,0.6667,1.0000
225-DIP,EL EAU DES SENS,HIST_ID_PRESENT_NEEDS_REVIEW,35678,yes,Diptyque,Eau des Sens Eau de Toilette,https://www.fragrantica.com/perfume/Diptyque/Eau-des-Sens-Eau-de-Toilette-35678.html,0.7143,0.6667,135280,Atelier Des Sens,Juno,https://www.fragrantica.com/perfume/Atelier-Des-Sens/Juno-135280.html,0.6875,0.6667
227-DIP,FEU DE BOIS / WOOD FIRE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,58157,Zara,Ebony Wood,https://www.fragrantica.com/perfume/Zara/Ebony-Wood-58157.html,0.4848,0.2500
228-DIP,FEUILLE DE LAVANDE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,24917,Diptyque,Eau de Lavande,https://www.fragrantica.com/perfume/Diptyque/Eau-de-Lavande-24917.html,0.6452,0.5000
230-DIP,OPOPANAX,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,3222,Prada,No8 Opopanax,https://www.fragrantica.com/perfume/Prada/No8-Opopanax-3222.html,0.6667,1.0000
233-ESCE,Molecule 02,HIST_ID_ABSENT_FROM_LOCAL,3606,no,,,,0.0000,0.0000,75616,BLAK,Molecule Ziemia B 02,https://www.fragrantica.com/perfume/BLAK/Molecule-Ziemia-B-02-75616.html,0.7500,1.0000
235-HOLL,SOCAL,HIST_ID_ABSENT_FROM_LOCAL,4307,no,,,,0.0000,0.0000,70794,Abercrombie Fitch,SoCal Sunset,https://www.fragrantica.com/perfume/Abercrombie-Fitch/SoCal-Sunset-70794.html,0.6250,1.0000
236-IND,ZUM FRANKINCENSE & MYRRH,HIST_ID_ABSENT_FROM_LOCAL,42046,no,,,,0.0000,0.0000,72255,Czech Speake,Frankincense Myrrh Eau de Parfum,https://www.fragrantica.com/perfume/Czech-Speake/Frankincense-Myrrh-Eau-de-Parfum-72255.html,0.7547,0.6667
237-JOM,A Shot Of Thai Over Mango - Jo Malone,HIST_ID_ABSENT_FROM_LOCAL,16436,no,,,,0.0000,0.0000,82495,Jo Malone London,Highland Heather,https://www.fragrantica.com/perfume/Jo-Malone-London/Highland-Heather-82495.html,0.2727,0.2857
238-JOM,A Shot Of Oud Over Mango - Jo Malone,HIST_ID_ABSENT_FROM_LOCAL,16434,no,,,,0.0000,0.0000,71506,Jo Malone London,Rose Magnolia Cologne,https://www.fragrantica.com/perfume/Jo-Malone-London/Rose-Magnolia-Cologne-71506.html,0.2571,0.2857
240-JOM,Amber & Patchouli - Jo Malone,HIST_ID_CONFIRMED_LOCAL,12927,yes,Jo Malone London,Amber Patchouli,https://www.fragrantica.com/perfume/Jo-Malone-London/Amber-Patchouli-12927.html,0.9000,1.0000,12927,Jo Malone London,Amber Patchouli,https://www.fragrantica.com/perfume/Jo-Malone-London/Amber-Patchouli-12927.html,0.9000,1.0000
243-JOM,Black Cedarwood  Juniper,HIST_ID_CONFIRMED_LOCAL,22504,yes,Jo Malone London,London Rain Black Cedarwood Juniper,https://www.fragrantica.com/perfume/Jo-Malone-London/London-Rain-Black-Cedarwood-Juniper-22504.html,0.7143,1.0000,22504,Jo Malone London,London Rain Black Cedarwood Juniper,https://www.fragrantica.com/perfume/Jo-Malone-London/London-Rain-Black-Cedarwood-Juniper-22504.html,0.7143,1.0000
246-JOM,Bronze Wood & Leather by Jo Malone London,HIST_ID_CONFIRMED_LOCAL,52803,yes,Jo Malone London,Bronze Wood Leather,https://www.fragrantica.com/perfume/Jo-Malone-London/Bronze-Wood-Leather-52803.html,1.0000,1.0000,52803,Jo Malone London,Bronze Wood Leather,https://www.fragrantica.com/perfume/Jo-Malone-London/Bronze-Wood-Leather-52803.html,1.0000,1.0000
247-JOM,The Herb Garden  Carrot Blossom  Fennel,HIST_ID_CONFIRMED_LOCAL,35881,yes,Jo Malone London,Carrot Blossom Fennel,https://www.fragrantica.com/perfume/Jo-Malone-London/Carrot-Blossom-Fennel-35881.html,0.7324,0.6000,139923,BaoBath,Neroli Blossom Bergamot,https://www.fragrantica.com/perfume/BaoBath/Neroli-Blossom-Bergamot-139923.html,0.4375,0.2000
249-JOM,Earl Grey  Cucumber,HIST_ID_CONFIRMED_LOCAL,11488,yes,Jo Malone London,Earl Grey Cucumber,https://www.fragrantica.com/perfume/Jo-Malone-London/Earl-Grey-Cucumber-11488.html,0.7500,1.0000,11488,Jo Malone London,Earl Grey Cucumber,https://www.fragrantica.com/perfume/Jo-Malone-London/Earl-Grey-Cucumber-11488.html,0.7500,1.0000
254-JOM,GARDENIA - JO MALONE,HIST_ID_ABSENT_FROM_LOCAL,13829,no,,,,0.0000,0.0000,2289,Jo Malone London,Vintage Gardenia,https://www.fragrantica.com/perfume/Jo-Malone-London/Vintage-Gardenia-2289.html,0.8000,1.0000
257-JOM,GREEN ORANGE & CORIANDER - JO MALONE,HIST_ID_ABSENT_FROM_LOCAL,13827,no,,,,0.0000,0.0000,59428,Jo Malone London,Lavender Coriander Cologne,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-Cologne-59428.html,0.5333,0.6000
258-JOM,GREEN TOMATO LEAF - JO MALONE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,42348,Jo Malone London,Garden Lilies,https://www.fragrantica.com/perfume/Jo-Malone-London/Garden-Lilies-42348.html,0.3250,0.4000
261-JOM,INCENSE & EMBERS - JO MALONE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,29737,Jo Malone London,Incense Cedrat,https://www.fragrantica.com/perfume/Jo-Malone-London/Incense-Cedrat-29737.html,0.6250,0.7500
268-JOM,MYRRH & TONKA - JO MALONE,HIST_ID_CONFIRMED_LOCAL,42027,yes,Jo Malone London,Myrrh Tonka,https://www.fragrantica.com/perfume/Jo-Malone-London/Myrrh-Tonka-42027.html,0.9000,1.0000,98100,Jo Malone London,Myrrh Tonka Limited Edition,https://www.fragrantica.com/perfume/Jo-Malone-London/Myrrh-Tonka-Limited-Edition-98100.html,0.9000,1.0000
269-JOM,Nashi Blossom,HIST_ID_CONFIRMED_LOCAL,37551,yes,Jo Malone London,Nashi Blossom,https://www.fragrantica.com/perfume/Jo-Malone-London/Nashi-Blossom-37551.html,0.7000,1.0000,37551,Jo Malone London,Nashi Blossom,https://www.fragrantica.com/perfume/Jo-Malone-London/Nashi-Blossom-37551.html,0.7000,1.0000
276-JOM,Oud & Bergamot by Jo Malone London,HIST_ID_CONFIRMED_LOCAL,12928,yes,Jo Malone London,Oud Bergamot,https://www.fragrantica.com/perfume/Jo-Malone-London/Oud-Bergamot-12928.html,1.0000,1.0000,12928,Jo Malone London,Oud Bergamot,https://www.fragrantica.com/perfume/Jo-Malone-London/Oud-Bergamot-12928.html,1.0000,1.0000
279-JOM,PINK VETIVER - JO MALONE,HIST_ID_ABSENT_FROM_LOCAL,16433,no,,,,0.0000,0.0000,58393,Jo Malone London,Vetiver Golden Vanilla,https://www.fragrantica.com/perfume/Jo-Malone-London/Vetiver-Golden-Vanilla-58393.html,0.5893,0.7500
282-JOM,POMELO - JO MALONE,HIST_ID_ABSENT_FROM_LOCAL,13826,no,,,,0.0000,0.0000,5584,Jo Malone London,Grapefruit,https://www.fragrantica.com/perfume/Jo-Malone-London/Grapefruit-5584.html,0.5333,0.6667
283-JOM,English Fields  Poppy  Barley,HIST_ID_PRESENT_NEEDS_REVIEW,48316,yes,Jo Malone London,Poppy Barley,https://www.fragrantica.com/perfume/Jo-Malone-London/Poppy-Barley-48316.html,0.5714,0.5000,2877,Yardley,English Lavender,https://www.fragrantica.com/perfume/Yardley/English-Lavender-2877.html,0.4314,0.2500
286-JOM,SHARDS OF CEDAR & RED THYME - JO MALONE,HIST_ID_ABSENT_FROM_LOCAL,37578,no,,,,0.0000,0.0000,53541,Jo Malone London,Cade Cedarwood,https://www.fragrantica.com/perfume/Jo-Malone-London/Cade-Cedarwood-53541.html,0.2727,0.2857
287-JOM,Silk Blossom,HIST_ID_CONFIRMED_LOCAL,24717,yes,Jo Malone London,Silk Blossom,https://www.fragrantica.com/perfume/Jo-Malone-London/Silk-Blossom-24717.html,0.7000,1.0000,24717,Jo Malone London,Silk Blossom,https://www.fragrantica.com/perfume/Jo-Malone-London/Silk-Blossom-24717.html,0.7000,1.0000
289-JOM,SWEET ALMON & MACARRON - JO MALONE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,11490,Jo Malone London,Sweet Lemon,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lemon-11490.html,0.5143,0.6000
299-JOM,WHITE LILAC & RHUBARB - JO MALONE,HIST_ID_CONFIRMED_LOCAL,14134,yes,Jo Malone London,White Lilac Rhubarb,https://www.fragrantica.com/perfume/Jo-Malone-London/White-Lilac-Rhubarb-14134.html,0.9167,1.0000,14134,Jo Malone London,White Lilac Rhubarb,https://www.fragrantica.com/perfume/Jo-Malone-London/White-Lilac-Rhubarb-14134.html,0.9167,1.0000
302-JOM,WISTERIA VIOLET - JO MALONE,HIST_ID_CONFIRMED_LOCAL,22503,yes,Jo Malone London,London Rain Wisteria Violet,https://www.fragrantica.com/perfume/Jo-Malone-London/London-Rain-Wisteria-Violet-22503.html,0.8333,1.0000,22503,Jo Malone London,London Rain Wisteria Violet,https://www.fragrantica.com/perfume/Jo-Malone-London/London-Rain-Wisteria-Violet-22503.html,0.8333,1.0000
304-KIE,ORIGINAL MUSK,HIST_ID_ABSENT_FROM_LOCAL,6188,no,,,,0.0000,0.0000,28944,Anja Rubik,Original,https://www.fragrantica.com/perfume/Anja-Rubik/Original-28944.html,0.5000,0.5000
307-LOC,PEONY - L' OCCITANE,HIST_ID_ABSENT_FROM_LOCAL,8458,no,,,,0.0000,0.0000,73795,Zara,Peony,https://www.fragrantica.com/perfume/Zara/Peony-73795.html,0.4167,0.5000
308-LOC,CITRUS VERBENA - L' OCCITANE,HIST_ID_ABSENT_FROM_LOCAL,2224,no,,,,0.0000,0.0000,12014,DS Durga,Italian Citrus,https://www.fragrantica.com/perfume/DS-Durga/Italian-Citrus-12014.html,0.2609,0.3333
309-LOC,MAGNOLIA & MURE - L' OCCITANE,HIST_ID_ABSENT_FROM_LOCAL,17836,no,,,,0.0000,0.0000,7936,Ayala Moriel,Magnolia Petal,https://www.fragrantica.com/perfume/Ayala-Moriel/Magnolia-Petal-7936.html,0.4898,0.3333
310-MIL,FEUILLES DE TABAC,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,64107,Caron,Tabac Exquis,https://www.fragrantica.com/perfume/Caron/Tabac-Exquis-64107.html,0.3750,0.5000
311-MOL,amber cocoon-mol,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,73037,Amber Oud,Onyx,https://www.fragrantica.com/perfume/Amber-Oud/Onyx-73037.html,0.6000,0.3333
312-MOL,black pepper-molΞυλώδες Πικάντικο,HIST_ID_ABSENT_FROM_LOCAL,951,no,,,,0.0000,0.0000,114140,Areej,Black Pepper,https://www.fragrantica.com/perfume/Areej/Black-Pepper-114140.html,0.7059,0.6667
313-MOL,thai vert-mol,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,43649,O Boticario,Vert,https://www.fragrantica.com/perfume/O-Boticario/Vert-43649.html,0.5926,0.3333
314-MOL,ZIAO JAO - MOLTON BROWN,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,10807,Belinda Brown,Blessings,https://www.fragrantica.com/perfume/Belinda-Brown/Blessings-10807.html,0.3636,0.2500
315-MNT,Aoud Orange,HIST_ID_CONFIRMED_LOCAL,23365,yes,Montale,Orange Aoud,https://www.fragrantica.com/perfume/Montale/Orange-Aoud-23365.html,0.8333,1.0000,23365,Montale,Orange Aoud,https://www.fragrantica.com/perfume/Montale/Orange-Aoud-23365.html,0.8333,1.0000
325-PECK,BLACK OAK & CEDAR - PECKSNIFF'S,HIST_ID_ABSENT_FROM_LOCAL,31590,no,,,,0.0000,0.0000,31891,Mancera,Black Prestigium,https://www.fragrantica.com/perfume/Mancera/Black-Prestigium-31891.html,0.3673,0.2500
326-PECK,CALM - PECKSNIFF'S,NO_LOCAL_CANDIDATE,,no,,,,0.0000,0.0000,,,,,0.0000,0.0000
327-PECK,MISTRAAL - PECKSNIFF'S Perfumes,HIST_ID_ABSENT_FROM_LOCAL,31584,no,,,,0.0000,0.0000,111975,AMD Perfumes,Interval Noir,https://www.fragrantica.com/perfume/AMD-Perfumes/Interval-Noir-111975.html,0.3774,0.3333
330-PG,ORIENTAL BLOSSOM,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,53171,Aerin,Aegea Blossom,https://www.fragrantica.com/perfume/Aerin/Aegea-Blossom-53171.html,0.6857,0.5000
331-PG,CRYSTAL WATER & WATER LILY,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,16577,Zara,Textures Water Lily,https://www.fragrantica.com/perfume/Zara/Textures-Water-Lily-16577.html,0.7083,0.6667
334-SHI,SHIRLEY MAY,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,126882,Arlyn,May Rose,https://www.fragrantica.com/perfume/Arlyn/May-Rose-126882.html,0.5600,0.5000
335-THCO,CASHMERE BLANC - THE WHITE COMPANY,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,53720,Clinique,Cocoa Cashmere,https://www.fragrantica.com/perfume/Clinique/Cocoa-Cashmere-53720.html,0.3137,0.2500
336-THCO,NARCISSUS NOIR - THE WHITE COMPANY,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,125900,Ahmed Soliman,Narcissus,https://www.fragrantica.com/perfume/Ahmed-Soliman/Narcissus-125900.html,0.3529,0.2500
337-TIFF,Tiffany  Co Sheer,HIST_ID_ABSENT_FROM_LOCAL,12922,no,,,,0.0000,0.0000,27461,Avon,Sheer Rose,https://www.fragrantica.com/perfume/Avon/Sheer-Rose-27461.html,0.5161,0.3333
344-TMFO,COSTA AZZURA,HIST_ID_PRESENT_NEEDS_REVIEW,25482,yes,Tom Ford,Costa Azzurra,https://www.fragrantica.com/perfume/Tom-Ford/Costa-Azzurra-25482.html,0.7059,0.5000,828,Azzaro,Azzura,https://www.fragrantica.com/perfume/Azzaro/Azzura-828.html,0.6400,0.5000
379-YAN,CLEAN COTTON - YANKEE CANDLES,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,3024,Clean,Clean Warm Cotton,https://www.fragrantica.com/perfume/Clean/Clean-Warm-Cotton-3024.html,0.4800,0.5000
380-YAN,FALL FESTIVAL - YANKEE CANDLES,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,74094,Zara,Candy Festival,https://www.fragrantica.com/perfume/Zara/Candy-Festival-74094.html,0.4255,0.2500
381-YAN,FRESH CUT ROSES - YANKEE CANDLES,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,95806,AXE,Skateboard Fresh Roses,https://www.fragrantica.com/perfume/AXE/Skateboard-Fresh-Roses-95806.html,0.3929,0.4000
382-YAN,POMEGRANATE CIDER - YANKEE CANDLES,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,57149,Arcana Craves,Apples Crave Cider,https://www.fragrantica.com/perfume/Arcana-Craves/Apples-Crave-Cider-57149.html,0.3438,0.2500
383-YAN,WEDDING DAY - YANKEE,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,5056,Daddy Yankee,Daddy Yankee,https://www.fragrantica.com/perfume/Daddy-Yankee/Daddy-Yankee-5056.html,0.4651,0.3333
387-,CIGAR,NEW_LOCAL_REVIEW,,no,,,,0.0000,0.0000,28688,Cigar,Mystic Scent,https://www.fragrantica.com/perfume/Cigar/Mystic-Scent-28688.html,0.6667,1.0000
396-ANT,Blue Seduction for Women Eau de Toilette,HIST_ID_CONFIRMED_LOCAL,3751,yes,Antonio Banderas,Blue Seduction,https://www.fragrantica.com/perfume/Antonio-Banderas/Blue-Seduction-3751.html,0.7500,1.0000,1088,Antonio Banderas,Blue Seduction,https://www.fragrantica.com/perfume/Antonio-Banderas/Blue-Seduction-1088.html,0.7500,1.0000
401-ARIA,Cloud-eau-de-,HIST_ID_CONFIRMED_LOCAL,50384,yes,Ariana Grande,Cloud,https://www.fragrantica.com/perfume/Ariana-Grande/Cloud-50384.html,0.6667,1.0000,40427,Aeropostale,Cloud 9,https://www.fragrantica.com/perfume/Aeropostale/Cloud-9-40427.html,0.7500,1.0000
404-BAL,BALE PARIS,HIST_ID_PRESENT_NEEDS_REVIEW,7247,yes,Balenciaga,Balenciaga Paris,https://www.fragrantica.com/perfume/Balenciaga/Balenciaga-Paris-7247.html,0.5405,0.5000,7247,Balenciaga,Balenciaga Paris,https://www.fragrantica.com/perfume/Balenciaga/Balenciaga-Paris-7247.html,0.5405,0.5000
407-BAT,PINK AMBER  & MOROCCO ORCHID  - BATH & BODY WORKS,HIST_ID_CONFIRMED_LOCAL,25388,yes,Bath Body Works,Morocco Orchid Pink Amber,https://www.fragrantica.com/perfume/Bath-Body-Works/Morocco-Orchid-Pink-Amber-25388.html,1.0000,1.0000,25388,Bath Body Works,Morocco Orchid Pink Amber,https://www.fragrantica.com/perfume/Bath-Body-Works/Morocco-Orchid-Pink-Amber-25388.html,1.0000,1.0000
408-BAT,WARM VANILLA SUGAR,HIST_ID_CONFIRMED_LOCAL,3545,yes,Bath Body Works,Warm Vanilla Sugar,https://www.fragrantica.com/perfume/Bath-Body-Works/Warm-Vanilla-Sugar-3545.html,0.7500,1.0000,76611,Chi Chi,Warm Vanilla Sugar,https://www.fragrantica.com/perfume/Chi-Chi/Warm-Vanilla-Sugar-76611.html,0.8750,1.0000
410-BOD,BLACK MUSK,HIST_ID_ABSENT_FROM_LOCAL,32247,no,,,,0.0000,0.0000,102041,Delroba,Black Musk,https://www.fragrantica.com/perfume/Delroba/Black-Musk-102041.html,0.8333,1.0000
411-BOD,WHITE MUSK,HIST_ID_ABSENT_FROM_LOCAL,2432,no,,,,0.0000,0.0000,3770,Montale,White Musk,https://www.fragrantica.com/perfume/Montale/White-Musk-3770.html,0.8333,1.0000
417-BOUR,SOIR DE PARIS - BOURJOIS,HIST_ID_CONFIRMED_LOCAL,3604,yes,Bourjois,Soir de Paris Evening in Paris,https://www.fragrantica.com/perfume/Bourjois/Soir-de-Paris-Evening-in-Paris-3604.html,0.8000,1.0000,3604,Bourjois,Soir de Paris Evening in Paris,https://www.fragrantica.com/perfume/Bourjois/Soir-de-Paris-Evening-in-Paris-3604.html,0.8000,1.0000
424-BRB,BURBERRY CLASSIC,HIST_ID_PRESENT_NEEDS_REVIEW,818,yes,Burberry,Burberry Women,https://www.fragrantica.com/perfume/Burberry/Burberry-Women-818.html,0.5455,0.5000,75100,Burberry,Clary Sage,https://www.fragrantica.com/perfume/Burberry/Clary-Sage-75100.html,0.7429,0.5000
428-BRB,BURBERRY SPORT,HIST_ID_CONFIRMED_LOCAL,7613,yes,Burberry,Burberry Sport for Women,https://www.fragrantica.com/perfume/Burberry/Burberry-Sport-for-Women-7613.html,1.0000,1.0000,7614,Burberry,Burberry Sport for Men,https://www.fragrantica.com/perfume/Burberry/Burberry-Sport-for-Men-7614.html,1.0000,1.0000
431-BRB,BURBERRY TOUCH,HIST_ID_CONFIRMED_LOCAL,814,yes,Burberry,Touch for Women,https://www.fragrantica.com/perfume/Burberry/Touch-for-Women-814.html,1.0000,1.0000,815,Burberry,Touch for Men,https://www.fragrantica.com/perfume/Burberry/Touch-for-Men-815.html,1.0000,1.0000
438-BLG,CORAL OMNIA,HIST_ID_CONFIRMED_LOCAL,14297,yes,Bvlgari,Omnia Coral,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Coral-14297.html,0.8333,1.0000,14297,Bvlgari,Omnia Coral,https://www.fragrantica.com/perfume/Bvlgari/Omnia-Coral-14297.html,0.8333,1.0000
493-CER,1881 CERRUTI FOR WOMEN,HIST_ID_CONFIRMED_LOCAL,327,yes,Cerruti,1881,https://www.fragrantica.com/perfume/Cerruti/1881-327.html,1.0000,1.0000,327,Cerruti,1881,https://www.fragrantica.com/perfume/Cerruti/1881-327.html,1.0000,1.0000
497-CHA,CHANCE,HIST_ID_CONFIRMED_LOCAL,610,yes,Chanel,Chance Eau de Toilette,https://www.fragrantica.com/perfume/Chanel/Chance-Eau-de-Toilette-610.html,0.7500,1.0000,41672,Cherigan,Chance,https://www.fragrantica.com/perfume/Cherigan/Chance-41672.html,0.7500,1.0000
502-CHA,No 5,HIST_ID_PRESENT_NEEDS_REVIEW,608,yes,Chanel,Chanel N05 Vintage,https://www.fragrantica.com/perfume/Chanel/Chanel-N05-Vintage-608.html,0.0741,0.0000,692,Gucci,Gucci No 3 Eau de Toilette,https://www.fragrantica.com/perfume/Gucci/Gucci-No-3-Eau-de-Toilette-692.html,0.7500,1.0000
503-CHA,No 5 EAU PREMIER,HIST_ID_PRESENT_NEEDS_REVIEW,1360,yes,Chanel,Chanel N05 Eau Premiere,https://www.fragrantica.com/perfume/Chanel/Chanel-N05-Eau-Premiere-1360.html,0.5000,0.0000,21123,Angela Flanders,No 1 Le Premier,https://www.fragrantica.com/perfume/Angela-Flanders/No-1-Le-Premier-21123.html,0.7000,1.0000
504-CHA,Five L'EAU,HIST_ID_PRESENT_NEEDS_REVIEW,38543,yes,Chanel,Chanel No 5 L Eau,https://www.fragrantica.com/perfume/Chanel/Chanel-No-5-L-Eau-38543.html,0.1000,0.0000,20613,Adidas,Team Five,https://www.fragrantica.com/perfume/Adidas/Team-Five-20613.html,0.6667,1.0000
506-CHA,COCON MADEM,HIST_ID_PRESENT_NEEDS_REVIEW,611,yes,Chanel,Coco Mademoiselle,https://www.fragrantica.com/perfume/Chanel/Coco-Mademoiselle-611.html,0.5714,0.0000,,,,,0.0000,0.0000
508-CHA,the fragrance Coco Black,HIST_ID_PRESENT_NEEDS_REVIEW,15963,yes,Chanel,Coco Noir,https://www.fragrantica.com/perfume/Chanel/Coco-Noir-15963.html,0.3846,0.5000,108321,Fragrance World,L Uomo,https://www.fragrantica.com/perfume/Fragrance-World/L-Uomo-108321.html,0.2000,0.0000
510-CHL,Chloé,HIST_ID_CONFIRMED_LOCAL,1733,yes,Chloe,Chloe Eau de Parfum,https://www.fragrantica.com/perfume/Chloe/Chloe-Eau-de-Parfum-1733.html,1.0000,1.0000,1733,Chloe,Chloe Eau de Parfum,https://www.fragrantica.com/perfume/Chloe/Chloe-Eau-de-Parfum-1733.html,1.0000,1.0000
