shobi_code,prestashop_product_id,shobi_inspired_by,classification,reason,fragrantica_id,fragrantica_brand,fragrantica_perfume,fragrantica_url,match_type,score,identity_score,identity_gate
2495-ETLR,4219,I AM TRASH - LES FLEURS DU DECHET by ETAT LIBRE D'ORANGE,VERIFIED,EXACT_BRAND_CLEAN_NAME,50009,Etat Libre d Orange,I am Trash Les Fleurs du Dechet,https://www.fragrantica.com/perfume/Etat-Libre-d-Orange/I-am-Trash-Les-Fleurs-du-Dechet-50009.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2496-SERG,4218,LA RELIGIEUSE by SERGE LUTENS,VERIFIED,EXACT_BRAND_CLEAN_NAME,29636,Serge Lutens,La Religieuse,https://www.fragrantica.com/perfume/Serge-Lutens/La-Religieuse-29636.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2497-XER,4211,Wardasina,VERIFIED,EXACT_BRAND_CLEAN_NAME,55163,Xerjoff,Wardasina,https://www.fragrantica.com/perfume/Xerjoff/Wardasina-55163.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2498-TOUZ,4322,Baby Tous,VERIFIED,WEB_VERIFIED_FRAGRANTICA,2732,Tous,Baby,https://www.fragrantica.com/p/2732,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2499-VICT,4209,Fresh-snowfall,VERIFIED,EXACT_PERFUME_BRAND_TEXT,65021,Victoria s Secret,Fresh Snowfall,https://www.fragrantica.com/perfume/Victoria-s-Secret/Fresh-Snowfall-65021.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2500-BRB,4222,Baby Touch,VERIFIED,EXACT_PERFUME_BRAND_TEXT,2550,Burberry,Baby Touch,https://www.fragrantica.com/perfume/Burberry/Baby-Touch-2550.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2501-LOE,4223,Agua Miami,VERIFIED,EXACT_PERFUME_BRAND_TEXT,50228,Loewe,Agua Miami,https://www.fragrantica.com/perfume/Loewe/Agua-Miami-50228.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2502-MATIE,4323,Parisian-musc,VERIFIED,EXACT_PERFUME_BRAND_TEXT,59063,Matiere Premiere,Parisian Musc,https://www.fragrantica.com/perfume/Matiere-Premiere/Parisian-Musc-59063.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2503-JUL,4231,Mad Madame,VERIFIED,EXACT_PERFUME_BRAND_TEXT,15563,Juliette Has A Gun,Mad Madame,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Mad-Madame-15563.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2504-JUL,4230,Moscow Mule,VERIFIED,EXACT_PERFUME_BRAND_TEXT,47872,Juliette Has A Gun,Moscow Mule,https://www.fragrantica.com/perfume/Juliette-Has-A-Gun/Moscow-Mule-47872.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2505-JACFAT,4229,Curacao-bay,VERIFIED,WEB_VERIFIED_FRAGRANTICA,32571,Jacques Fath,Curacao Bay,https://www.fragrantica.com/p/32571,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2506-XER,4227,Muse,VERIFIED,EXACT_BRAND_CLEAN_NAME,55161,Xerjoff,Muse,https://www.fragrantica.com/perfume/Xerjoff/Muse-55161.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2507-SERG,4217,FIVE O CLOCK AU GINGEMBRE by SERGE LUTENS,VERIFIED,EXACT_BRAND_CLEAN_NAME,2764,Serge Lutens,Five O Clock Au Gingembre,https://www.fragrantica.com/perfume/Serge-Lutens/Five-O-Clock-Au-Gingembre-2764.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2508-DRC,4324,Gris,VERIFIED,WEB_VERIFIED_FRAGRANTICA,48387,Dior,Gris Dior,https://www.fragrantica.com/p/48387,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2509-CRIVEL,4213,Oud-maracuja,VERIFIED,EXACT_BRAND_CLEAN_NAME,83842,Maison Crivelli,Oud Maracuja,https://www.fragrantica.com/perfume/Maison-Crivelli/Oud-Maracuja-83842.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2510-ONE,4325,Our-moment-eau-de-,VERIFIED,WEB_VERIFIED_FRAGRANTICA,18810,One Direction,Our Moment,https://www.fragrantica.com/p/18810,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2511-CHA,4228,Comete,VERIFIED,EXACT_BRAND_CLEAN_NAME,90434,Chanel,Comete,https://www.fragrantica.com/perfume/Chanel/Comete-90434.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2512-BRB,4226,Goddess-eau-de-parfum-intense,VERIFIED,EXACT_PERFUME_BRAND_TEXT,95883,Burberry,Goddess Intense,https://www.fragrantica.com/perfume/Burberry/Goddess-Intense-95883.html,EXACT_PERFUME_BRAND_TEXT,1.0000,0.8108,PASS
2513-PAC,4214,Million Gold,VERIFIED,EXACT_BRAND_CLEAN_NAME,95641,Rabanne,Million Gold,https://www.fragrantica.com/perfume/Rabanne/Million-Gold-95641.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2514-DRC,4215,Sauvage Eau Forte,NOT_FOUND,NO_CORPUS_CODE_MATCH,,,,,,,0.0000,NOT_MAPPED
2515-LAN,4224,LA VIE EST BELLE L'ELIXIR,VERIFIED,EXACT_BRAND_CLEAN_NAME,95856,Lancome,La Vie est Belle L Elixir,https://www.fragrantica.com/perfume/Lancome/La-Vie-est-Belle-L-Elixir-95856.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2516-GUL,4326,Scandal-pour-homme-absolu,VERIFIED,EXACT_BRAND_CLEAN_NAME,91053,Jean Paul Gaultier,Scandal Pour Homme Absolu,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Scandal-Pour-Homme-Absolu-91053.html,EXACT_BRAND_CLEAN_NAME,1.0000,0.7179,REVIEW
2517-MNTB,4243,Legend-blue,VERIFIED,EXACT_PERFUME_BRAND_TEXT,90137,Montblanc,Legend Blue,https://www.fragrantica.com/perfume/Montblanc/Legend-Blue-90137.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2518-MATAH,4216,Escapade-gourmande,VERIFIED,CONFIRMED_EXISTING_MAPPING,72607,maison-mataha,Escapade-gourmande,https://www.fragrantica.com/perfume/Maison-Mataha/Escapade-Gourmande-72607.html,CONFIRMED_EXISTING_MAPPING,1.0000,1.0000,PASS
2519-MNT,4244,Starry Nights,VERIFIED,EXACT_PERFUME_BRAND_TEXT,31771,Montale,Starry Nights,https://www.fragrantica.com/perfume/Montale/Starry-Nights-31771.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2520-PEN,4255,Empressa Eau de Parfum,VERIFIED,EXACT_BRAND_CLEAN_NAME,27037,Penhaligon s,Empressa,https://www.fragrantica.com/perfume/Penhaligon-s/Empressa-27037.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2521-SOL,4254,Carioca-crush,VERIFIED,EXACT_PERFUME_BRAND_TEXT,92623,Sol de Janeiro,Carioca Crush,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Carioca-Crush-92623.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2522-VIC,4245,Spicebomb-dark-leather,VERIFIED,EXACT_BRAND_CLEAN_NAME,93116,Viktor Rolf,Spicebomb Dark Leather,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-Dark-Leather-93116.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2523-KIL,4329,Sacred Wood,VERIFIED,EXACT_PERFUME_BRAND_TEXT,23897,By Kilian,Sacred Wood,https://www.fragrantica.com/perfume/By-Kilian/Sacred-Wood-23897.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2524-KAY,4289,Marrakesh in a Bottle Orange Blossom 24,VERIFIED,CONFIRMED_IDENTITY_CONCENTRATION_CORPUS,94203,Kayali Fragrances,Marrakesh in a Bottle Orange Blossom 24 Eau de Parfum,https://www.fragrantica.com/perfume/Kayali-Fragrances/Marrakesh-in-a-Bottle-Orange-Blossom-24-Eau-de-Parfum-94203.html,CONFIRMED_IDENTITY_CONCENTRATION_CORPUS,0.9950,1.0000,PASS
2525-CAR,4330,Good-girl-eau-de-parfum-supreme,VERIFIED,EXACT_BRAND_CLEAN_NAME,61769,Carolina Herrera,Good Girl Supreme,https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-Supreme-61769.html,EXACT_BRAND_CLEAN_NAME,1.0000,0.8293,PASS
2526-KAY,4303,Capri in a Bottle Lemon Sugar | 14 Eau de Parfum by Kayali Fragrances,VERIFIED,EXACT_BRAND_CLEAN_NAME,94204,Kayali Fragrances,Capri in a Bottle Lemon Sugar 14 Eau de Parfum,https://www.fragrantica.com/perfume/Kayali-Fragrances/Capri-in-a-Bottle-Lemon-Sugar-14-Eau-de-Parfum-94204.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2527-GUR,4331,Angelique Noire,VERIFIED,EXACT_BRAND_CLEAN_NAME,1021,Guerlain,Angelique Noire,https://www.fragrantica.com/perfume/Guerlain/Angelique-Noire-1021.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2528-JER,4261,Gozo,VERIFIED,WEB_VERIFIED_FRAGRANTICA,60300,Jeroboam,Gozo,https://www.fragrantica.com/p/60300,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2529-VER,4363,L'Homme Eau de Toilette (Eau de Toilette),VERIFIED,WEB_VERIFIED_FRAGRANTICA,647,Versace,L'Homme,https://www.fragrantica.com/p/647,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2531-CAR,4259,Bad-boy-cobalt-elixir,VERIFIED,EXACT_BRAND_CLEAN_NAME,89374,Carolina Herrera,Bad Boy Cobalt Elixir,https://www.fragrantica.com/perfume/Carolina-Herrera/Bad-Boy-Cobalt-Elixir-89374.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2532-PRA,4258,Cargo-de-nuit,VERIFIED,EXACT_PERFUME_BRAND_TEXT,32197,Prada,Cargo de Nuit,https://www.fragrantica.com/perfume/Prada/Cargo-de-Nuit-32197.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2533-RAL,4360,Safari,VERIFIED,CONFIRMED_IDENTITY_EXACT_CORPUS,897,Ralph Lauren,Safari,https://www.fragrantica.com/perfume/Ralph-Lauren/Safari-897.html,CONFIRMED_IDENTITY_EXACT_CORPUS,1.0000,1.0000,PASS
2534-ARM,4264,Sensi,VERIFIED,EXACT_BRAND_CLEAN_NAME,557,Giorgio Armani,Sensi,https://www.fragrantica.com/perfume/Giorgio-Armani/Sensi-557.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2535-DRC,4361,J'adore L'Or (2023),VERIFIED,EXACT_BRAND_CLEAN_NAME,84202,Dior,J adore L Or 2023,https://www.fragrantica.com/perfume/Dior/J-adore-L-Or-2023-84202.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2536-PRA,4279,Paradoxe-virtual-flower,VERIFIED,SAFE_TOKEN_SAME_BRAND,95006,Prada,Prada Paradoxe Virtual Flower,https://www.fragrantica.com/perfume/Prada/Prada-Paradoxe-Virtual-Flower-95006.html,SAFE_TOKEN_SAME_BRAND,0.9860,1.0000,PASS
2537-DRC,4362,Miss Parfum (2024),VERIFIED,SAFE_TOKEN_SAME_BRAND,89584,Dior,Miss Dior Parfum 2024,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Parfum-2024-89584.html,SAFE_TOKEN_SAME_BRAND,0.9440,0.7826,PASS
2538-GUL,4256,Le-male-lover,VERIFIED,EXACT_BRAND_CLEAN_NAME,89720,Jean Paul Gaultier,Le Male Lover,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Lover-89720.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2539-CRIVEL,4257,Tubereuse-astrale,VERIFIED,EXACT_PERFUME_BRAND_TEXT,90733,Maison Crivelli,Tubereuse Astrale,https://www.fragrantica.com/perfume/Maison-Crivelli/Tubereuse-Astrale-90733.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2540-COM,4253,Concrete,VERIFIED,EXACT_PERFUME_BRAND_TEXT,45911,Comme des Garcons,Concrete,https://www.fragrantica.com/perfume/Comme-des-Garcons/Concrete-45911.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2541-STE,4252,God-of-fire,VERIFIED,EXACT_BRAND_CLEAN_NAME,72381,Stephane Humbert Lucas 777,God of Fire,https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/God-of-Fire-72381.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2542-FUR,4260,Autentica Furla for women,VERIFIED,WEB_VERIFIED_FRAGRANTICA,69941,Furla,Autentica,https://www.fragrantica.com/p/69941,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2543-HUG,4332,The-scent-magnetic-for-him,VERIFIED,SAFE_TOKEN_SAME_BRAND,78424,Hugo Boss,Boss The Scent For Him Magnetic,https://www.fragrantica.com/perfume/Hugo-Boss/Boss-The-Scent-For-Him-Magnetic-78424.html,SAFE_TOKEN_SAME_BRAND,0.9760,0.7325,REVIEW
2544-ACQ,4333,Magnolia Nobile,VERIFIED,WEB_VERIFIED_FRAGRANTICA,6483,Acqua di Parma,Magnolia Nobile,https://www.fragrantica.com/p/6483,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2545-MEM,4280,Kedu-sesame,VERIFIED,EXACT_PERFUME_BRAND_TEXT,46179,Memo Paris,Kedu Sesame,https://www.fragrantica.com/perfume/Memo-Paris/Kedu-Sesame-46179.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2546-MEM,4281,Moroccan-leather,VERIFIED,EXACT_PERFUME_BRAND_TEXT,51440,Memo Paris,Moroccan Leather,https://www.fragrantica.com/perfume/Memo-Paris/Moroccan-Leather-51440.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2547-KUR,4327,Aqua Universalis Eau de Toilette,VERIFIED,EXACT_BRAND_CLEAN_NAME,6804,Maison Francis Kurkdjian,Aqua Universalis,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Universalis-6804.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2548-RIT,4328,Hammam Rituals,VERIFIED,EXACT_UNIQUE_NAME,63387,Avgerinos,Hammam,https://www.fragrantica.com/perfume/Avgerinos/Hammam-63387.html,EXACT_UNIQUE_NAME,1.0000,1.0000,PASS
2549-MARC,4269,Tilia,VERIFIED,EXACT_PERFUME_BRAND_TEXT,91688,Marc Antoine Barrois,Tilia,https://www.fragrantica.com/perfume/Marc-Antoine-Barrois/Tilia-91688.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2550-ARM,4270,Emporio-armani-stronger-with-you-tobacco,VERIFIED,SAFE_TOKEN_SAME_BRAND,90333,Giorgio Armani,Emporio Armani Stronger With You Tobacco,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Stronger-With-You-Tobacco-90333.html,SAFE_TOKEN_SAME_BRAND,0.9760,1.0000,PASS
2551-PAR,4336,Khair-fusion-eau-de-,VERIFIED,EXACT_PERFUME_BRAND_TEXT,92768,PARIS CORNER,Khair Fusion,https://www.fragrantica.com/perfume/PARIS-CORNER/Khair-Fusion-92768.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2552-SOR,,NIGHT HORSE,VERIFIED,WEB_VERIFIED_FRAGRANTICA,75119,,,https://www.fragrantica.com/perfume/Siordia-Parfums/Night-Horse--75119.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2553-BON,4365,Andy Warhol,VERIFIED,EXACT_PERFUME_BRAND_TEXT,13630,Bond No 9,Andy Warhol,https://www.fragrantica.com/perfume/Bond-No-9/Andy-Warhol-13630.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2554-JOM,4286,Orange-marmalade-orange-peel,VERIFIED,EXACT_BRAND_CLEAN_NAME,94355,Jo Malone London,Orange Marmalade,https://www.fragrantica.com/perfume/Jo-Malone-London/Orange-Marmalade-94355.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2555-BON,4373,Tribeca,VERIFIED,EXACT_PERFUME_BRAND_TEXT,59904,Bond No 9,TriBeCa,https://www.fragrantica.com/perfume/Bond-No-9/TriBeCa-59904.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2556-LAT,4285,Yara Moi Lattafa Perfumes,VERIFIED,EXACT_PERFUME_BRAND_TEXT,80722,Lattafa Perfumes,Yara Moi,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Yara-Moi-80722.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2557-ARIA,4284,God-is-a-woman-eau-de-,VERIFIED,EXACT_PERFUME_BRAND_TEXT,68664,Ariana Grande,God Is A Woman,https://www.fragrantica.com/perfume/Ariana-Grande/God-Is-A-Woman-68664.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2558-LAT,4273,Bade'e Al Oud Sublime Lattafa Perfumes,VERIFIED,EXACT_PERFUME_BRAND_TEXT,83309,Lattafa Perfumes,Bade e Al Oud Sublime,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Bade-e-Al-Oud-Sublime-83309.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2559-LAT,4288,Ra'ed Silver Lattafa Perfumes,VERIFIED,EXACT_PERFUME_BRAND_TEXT,75900,Lattafa Perfumes,Ra ed Silver,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Ra-ed-Silver-75900.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2560-JUSB,4374,Siren-amp-sailors,VERIFIED,WEB_VERIFIED_FRAGRANTICA,53042,Jusbox,Siren & Sailors,https://www.fragrantica.com/p/53042,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2561-SOM,4337,Capriccio,VERIFIED,WEB_VERIFIED_FRAGRANTICA,71727,Somens,Capriccio,https://www.fragrantica.com/p/71727,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2562-JUSB,4375,Beat Cafe,VERIFIED,WEB_VERIFIED_FRAGRANTICA,39041,Jusbox,Beat Cafe,https://www.fragrantica.com/p/39041,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2563-TMFO,4274,Rose-exposed,VERIFIED,EXACT_BRAND_CLEAN_NAME,98669,Tom Ford,Rose Exposed,https://www.fragrantica.com/perfume/Tom-Ford/Rose-Exposed-98669.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2564-NRO,4263,For-her-musc-nude,VERIFIED,SAFE_TOKEN_SAME_BRAND,88936,Narciso Rodriguez,Narciso Rodriguez For Her Musc Nude,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Rodriguez-For-Her-Musc-Nude-88936.html,SAFE_TOKEN_SAME_BRAND,0.9860,1.0000,PASS
2565-GUC,4338,Guilty-elixir-de-parfum-pour-homme,VERIFIED,EXACT_BRAND_CLEAN_NAME,84547,Gucci,Guilty Elixir de Parfum pour Homme,https://www.fragrantica.com/perfume/Gucci/Guilty-Elixir-de-Parfum-pour-Homme-84547.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2566-VER,4339,Eros-energy,VERIFIED,EXACT_BRAND_CLEAN_NAME,92647,Versace,Eros Energy,https://www.fragrantica.com/perfume/Versace/Eros-Energy-92647.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2567-SOL,4283,Cheirosa-71,VERIFIED,EXACT_PERFUME_BRAND_TEXT,63079,Sol de Janeiro,Cheirosa 71,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Cheirosa-71-63079.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2568-GIV,4340,L-interdit-eau-de-parfum-rouge-ultime,VERIFIED,EXACT_BRAND_CLEAN_NAME,83865,Givenchy,L Interdit Eau de Parfum Rouge Ultime,https://www.fragrantica.com/perfume/Givenchy/L-Interdit-Eau-de-Parfum-Rouge-Ultime-83865.html,EXACT_BRAND_CLEAN_NAME,1.0000,0.8679,PASS
2569-GOLD,4278,Ingenious Ginger Goldfield & Banks Australia,VERIFIED,EXACT_BRAND_CLEAN_NAME,81895,Goldfield Banks Australia,Ingenious Ginger,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Ingenious-Ginger-81895.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2570-JOM,4272,English-pear-sweet-pea-,VERIFIED,SAFE_TOKEN_SAME_BRAND,84035,Jo Malone London,English Pear Sweet Pea,https://www.fragrantica.com/perfume/Jo-Malone-London/English-Pear-Sweet-Pea-84035.html,SAFE_TOKEN_SAME_BRAND,0.9440,1.0000,PASS
2571-GOLD,4277,Silky Woods Goldfield & Banks Australia,VERIFIED,EXACT_BRAND_CLEAN_NAME,66766,Goldfield Banks Australia,Silky Woods,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Silky-Woods-66766.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2572-KUR,4351,APOM Eau de Parfum,VERIFIED,EXACT_BRAND_CLEAN_NAME,95969,Maison Francis Kurkdjian,APOM,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/APOM-95969.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2573-KAY,4352,Maldives in a Bottle Ylang Coco | 20 Eau de Parfum Kayali Fragrances,VERIFIED,EXACT_PERFUME_BRAND_TEXT,94206,Kayali Fragrances,Maldives in a Bottle Ylang Coco 20 Eau de Parfum,https://www.fragrantica.com/perfume/Kayali-Fragrances/Maldives-in-a-Bottle-Ylang-Coco-20-Eau-de-Parfum-94206.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2574-MEM,4353,Cappadocia,VERIFIED,EXACT_PERFUME_BRAND_TEXT,88771,Memo Paris,Cappadocia,https://www.fragrantica.com/perfume/Memo-Paris/Cappadocia-88771.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2575-XER,4395,Deified Tony Iommi Parfum,VERIFIED,EXACT_BRAND_CLEAN_NAME,92497,Xerjoff,Deified Tony Iommi Parfum,https://www.fragrantica.com/perfume/Xerjoff/Deified-Tony-Iommi-Parfum-92497.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2576-TMFO,4355,Eau-d-ombre-leather,VERIFIED,EXACT_BRAND_CLEAN_NAME,95389,Tom Ford,Eau d Ombre Leather,https://www.fragrantica.com/perfume/Tom-Ford/Eau-d-Ombre-Leather-95389.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2577-DOL,4356,Devotion-eau-de-parfum-intense,VERIFIED,EXACT_UNIQUE_NAME,96028,Dolce Gabbana,Devotion Intense,https://www.fragrantica.com/perfume/Dolce-Gabbana/Devotion-Intense-96028.html,EXACT_UNIQUE_NAME,1.0000,0.8205,PASS
2578-DON,4357,Dkny-24-7,VERIFIED,EXACT_BRAND_CLEAN_NAME,94958,Donna Karan,DKNY 24 7,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-24-7-94958.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2579-SOS,4358,Maraschino Sospiro Perfumes,VERIFIED,EXACT_PERFUME_BRAND_TEXT,89902,Sospiro Perfumes,Maraschino,https://www.fragrantica.com/perfume/Sospiro-Perfumes/Maraschino-89902.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2580-KAY,4359,Yum Boujee Marshmallow | 81 Kayali Fragrances,VERIFIED,WEB_VERIFIED_FRAGRANTICA,99254,Kayali,Yum Boujee Marshmallow 81,https://www.fragrantica.com/p/99254,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2581-GUR,4370,Vanille-planifolia-extrait-21,VERIFIED,EXACT_BRAND_CLEAN_NAME,87539,Guerlain,Vanille Planifolia Extrait 21,https://www.fragrantica.com/perfume/Guerlain/Vanille-Planifolia-Extrait-21-87539.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2582-PIER,4371,Carbone Pierre Balmain type,VERIFIED,WEB_VERIFIED_FRAGRANTICA,96728,Balmain,Carbone,https://www.fragrantica.com/p/96728,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2583-INI,4372,Paragon Initio Parfums,VERIFIED,EXACT_BRAND_CLEAN_NAME,76580,Initio Parfums Prives,Paragon,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Paragon-76580.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2584-GIV,4369,Eau de,VERIFIED,WEB_VERIFIED_FRAGRANTICA,1966,,,https://www.fragrantica.com/perfume/Givenchy/Eau-de-Givenchy-1966.html,WEB_VERIFIED_FRAGRANTICA,1.0000,1.0000,PASS
2585-SOL,4368,Summer-e-amor,VERIFIED,EXACT_PERFUME_BRAND_TEXT,92622,Sol de Janeiro,Summer e Amor,https://www.fragrantica.com/perfume/Sol-de-Janeiro/Summer-e-Amor-92622.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2586-DIP,4367,Biscuit DIP,NOT_FOUND,NO_FOUND_ID_FOR_CODE,,,,,,,0.0000,NOT_MAPPED
2587-MAR,4366,Daisy Dream Sunshine,VERIFIED,EXACT_PERFUME_BRAND_TEXT,52931,Marc Jacobs,Daisy Dream Sunshine,https://www.fragrantica.com/perfume/Marc-Jacobs/Daisy-Dream-Sunshine-52931.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2588-BLG,4341,Le Gemme  Onekh,VERIFIED,EXACT_BRAND_CLEAN_NAME,41220,Bvlgari,Onekh,https://www.fragrantica.com/perfume/Bvlgari/Onekh-41220.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2589-BYRP,4342,Mula-mula-double-caramel,VERIFIED,EXACT_PERFUME_BRAND_TEXT,88568,Byron Parfums,Mula Mula Double Caramel,https://www.fragrantica.com/perfume/Byron-Parfums/Mula-Mula-Double-Caramel-88568.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2590-BYRP,4343,Mula-mula-rouge-extreme,VERIFIED,EXACT_PERFUME_BRAND_TEXT,62827,Byron Parfums,Mula Mula Rouge Extreme,https://www.fragrantica.com/perfume/Byron-Parfums/Mula-Mula-Rouge-Extreme-62827.html,EXACT_PERFUME_BRAND_TEXT,1.0000,1.0000,PASS
2591-CRD,4344,Acqua Fiorentina,VERIFIED,EXACT_BRAND_CLEAN_NAME,6272,Creed,Acqua Fiorentina,https://www.fragrantica.com/perfume/Creed/Acqua-Fiorentina-6272.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
2592-GOLD,4345,Pacific Rock Moss Goldfield & Banks Australia,VERIFIED,EXACT_BRAND_CLEAN_NAME,44120,Goldfield Banks Australia,Pacific Rock Moss,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Pacific-Rock-Moss-44120.html,EXACT_BRAND_CLEAN_NAME,1.0000,1.0000,PASS
