shobi_code,shobi_name,brand_hint,brand_catalog_size,classification,margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_spell,cand1_recall,cand1_precision,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_spell,cand2_recall,cand2_precision,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_spell,cand3_recall,cand3_precision,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_spell,cand4_recall,cand4_precision,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_spell,cand5_recall,cand5_precision,cand5_url,cand6_id,cand6_brand,cand6_name,cand6_score,cand6_spell,cand6_recall,cand6_precision,cand6_url,cand7_id,cand7_brand,cand7_name,cand7_score,cand7_spell,cand7_recall,cand7_precision,cand7_url,cand8_id,cand8_brand,cand8_name,cand8_score,cand8_spell,cand8_recall,cand8_precision,cand8_url,cand9_id,cand9_brand,cand9_name,cand9_score,cand9_spell,cand9_recall,cand9_precision,cand9_url,cand10_id,cand10_brand,cand10_name,cand10_score,cand10_spell,cand10_recall,cand10_precision,cand10_url
1896-ESC,Cherry-in-japan,,55556,WEAK,0.0166,105690,Aurora Scents,Cherry in The Woods,0.6349,0.6154,0.6667,0.6667,https://www.fragrantica.com/perfume/Aurora-Scents/Cherry-in-The-Woods-105690.html,65861,The Dua Brand,Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/Cherry-65861.html,16583,Zara,Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/Zara/Cherry-16583.html,69133,Zara,Woman Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/Zara/Woman-Cherry-69133.html,93846,We Pink,Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/We-Pink/Cherry-93846.html,114129,Areej,Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/Areej/Cherry-114129.html,121761,ARZENI,Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/ARZENI/Cherry-121761.html,82409,Asia Perfumes,Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/Asia-Perfumes/Cherry-82409.html,140100,Blend Fragrance Cocktailing,Cherry,0.6182,0.6316,0.3333,1.0000,https://www.fragrantica.com/perfume/Blend-Fragrance-Cocktailing/Cherry-140100.html,78278,Lorenzo Pazzaglia,Cherry Ink,0.6026,0.7273,0.3333,0.5000,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Cherry-Ink-78278.html
1899-ZARK,The-muse,,55556,REVIEW,0.0000,99795,French Avenue,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/French-Avenue/Muse-99795.html,49505,Sospiro Perfumes,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Sospiro-Perfumes/Muse-49505.html,55161,Xerjoff,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Xerjoff/Muse-55161.html,105008,Yves Saint Laurent,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Muse-105008.html,139992,Khadlaj Perfumes,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Khadlaj-Perfumes/Muse-139992.html,19589,Aftelier,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Aftelier/Muse-19589.html,107113,Andrea Maack,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Andrea-Maack/Muse-107113.html,109202,BALR,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/BALR/Muse-109202.html,15859,Black Phoenix Alchemy Lab,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Black-Phoenix-Alchemy-Lab/Muse-15859.html,38395,Coty,Muse,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Coty/Muse-38395.html
1921-VIV,Boudoir-,,55556,REVIEW,0.2558,30417,Bi es,Pink Boudoir,0.7872,0.7778,1.0000,0.5000,https://www.fragrantica.com/perfume/Bi-es/Pink-Boudoir-30417.html,107013,Khadlaj Perfumes,Oud Noir,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Khadlaj-Perfumes/Oud-Noir-107013.html,98471,Aromas de Salazar,Oud Noir,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Aromas-de-Salazar/Oud-Noir-98471.html,83816,Atelier Rebul,Oud Noir,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Atelier-Rebul/Oud-Noir-83816.html,96395,Blackoud,Oud Noir,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Blackoud/Oud-Noir-96395.html,138896,Careso,Oud Noir,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Careso/Oud-Noir-138896.html,21145,Angela Flanders,Oudh Noir,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Angela-Flanders/Oudh-Noir-21145.html,99459,Albanush,Oud on Fire,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Albanush/Oud-on-Fire-99459.html,19939,Al Haramain Perfumes,Oudi,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Oudi-19939.html,114834,Al Majed Oud,Oudi,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Al-Majed-Oud/Oudi-114834.html
1926-KOS,No. 4 Après l’Amour Eau de Parfum,,55556,WEAK,0.0249,71957,Angelos Creations Olfactives,Apres Cologne,0.5711,0.5556,0.3333,1.0000,https://www.fragrantica.com/perfume/Angelos-Creations-Olfactives/Apres-Cologne-71957.html,44271,Alex Simone,Apres Vous,0.5462,0.6364,0.3333,0.5000,https://www.fragrantica.com/perfume/Alex-Simone/Apres-Vous-44271.html,139599,Chryso Louer,Selah No 4 Belamoure,0.5115,0.6207,0.3333,0.3333,https://www.fragrantica.com/perfume/Chryso-Louer/Selah-No-4-Belamoure-139599.html,96155,DIEM,No Reason,0.5060,0.5714,0.3333,0.5000,https://www.fragrantica.com/perfume/DIEM/No-Reason-96155.html,2736,Hermes,Un Jardin Apres la Mousson,0.4964,0.6286,0.3333,0.2000,https://www.fragrantica.com/perfume/Hermes/Un-Jardin-Apres-la-Mousson-2736.html,37194,Alkemia Perfumes,Philtre d Amour No 6,0.4941,0.5926,0.3333,0.3333,https://www.fragrantica.com/perfume/Alkemia-Perfumes/Philtre-d-Amour-No-6-37194.html,13753,Crow,No 4 Paper Lantern,0.4941,0.5926,0.3333,0.3333,https://www.fragrantica.com/perfume/Crow/No-4-Paper-Lantern-13753.html,120692,Bath Body Works,Apres All Day,0.4883,0.5833,0.3333,0.3333,https://www.fragrantica.com/perfume/Bath-Body-Works/Apres-All-Day-120692.html,21123,Angela Flanders,No 1 Le Premier,0.4883,0.5833,0.3333,0.3333,https://www.fragrantica.com/perfume/Angela-Flanders/No-1-Le-Premier-21123.html,13,Guerlain,Apres l Ondee,0.4751,0.5217,0.3333,0.5000,https://www.fragrantica.com/perfume/Guerlain/Apres-l-Ondee-13.html
1955-LAP,CELLULAR ENERGIZING,,55556,WEAK,0.0000,11708,Yves Saint Laurent,Kouros Energizing 2010,0.5566,0.6316,0.5000,0.3333,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Kouros-Energizing-2010-11708.html,11125,Donna Karan,Donna Karan Women Energizing,0.5566,0.6316,0.5000,0.3333,https://www.fragrantica.com/perfume/Donna-Karan/Donna-Karan-Women-Energizing-11125.html,115830,Blomb,No 11 Energizing,0.5525,0.6250,0.5000,0.3333,https://www.fragrantica.com/perfume/Blomb/No-11-Energizing-115830.html,1617,Kenzo,KenzoKi Bamboo Leaf Energizing,0.5107,0.5778,0.5000,0.2500,https://www.fragrantica.com/perfume/Kenzo/KenzoKi-Bamboo-Leaf-Energizing-1617.html,1386,Dior,Eau de Dior Coloressence Energizing,0.5032,0.5455,0.5000,0.3333,https://www.fragrantica.com/perfume/Dior/Eau-de-Dior-Coloressence-Energizing-1386.html,77734,Avon,Energizing Energy Mandarin Jasmine,0.4056,0.4082,0.5000,0.2500,https://www.fragrantica.com/perfume/Avon/Energizing-Energy-Mandarin-Jasmine-77734.html,66652,Clarins,Clarins Men Energizer,0.4012,0.6471,0.0000,0.0000,https://www.fragrantica.com/perfume/Clarins/Clarins-Men-Energizer-66652.html,1839,Lalique,Claire de Nilang,0.3720,0.6000,0.0000,0.0000,https://www.fragrantica.com/perfume/Lalique/Claire-de-Nilang-1839.html,85458,The Dua Brand,Cupbearer Gone Swimming,0.3497,0.5641,0.0000,0.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/Cupbearer-Gone-Swimming-85458.html,97106,Lush,Chelsea Morning,0.3488,0.5625,0.0000,0.0000,https://www.fragrantica.com/perfume/Lush/Chelsea-Morning-97106.html
1975-ZARK,PINK MOLéCULE 090.09 Eau de Parfum,,55556,WEAK,0.0585,99691,Angeline,X Molecule,0.6043,0.6400,0.2500,1.0000,https://www.fragrantica.com/perfume/Angeline/X-Molecule-99691.html,75615,BLAK,Molecule B 01,0.5458,0.6667,0.2500,0.5000,https://www.fragrantica.com/perfume/BLAK/Molecule-B-01-75615.html,86763,The Dua Brand,Ginger Molecule 1 0,0.5325,0.6452,0.2500,0.5000,https://www.fragrantica.com/perfume/The-Dua-Brand/Ginger-Molecule-1-0-86763.html,86376,The Dua Brand,Mandarin Molecule 1 0,0.5083,0.6061,0.2500,0.5000,https://www.fragrantica.com/perfume/The-Dua-Brand/Mandarin-Molecule-1-0-86376.html,99703,Angeline,Black Molecule,0.5045,0.6000,0.2500,0.5000,https://www.fragrantica.com/perfume/Angeline/Black-Molecule-99703.html,86787,The Dua Brand,Orchid Molecule 7 0,0.4925,0.5806,0.2500,0.5000,https://www.fragrantica.com/perfume/The-Dua-Brand/Orchid-Molecule-7-0-86787.html,135483,Brecourt,Erotic Molecule,0.4925,0.5806,0.2500,0.5000,https://www.fragrantica.com/perfume/Brecourt/Erotic-Molecule-135483.html,101639,Maison Alhambra,Pink Eclipse,0.4868,0.5714,0.2500,0.5000,https://www.fragrantica.com/perfume/Maison-Alhambra/Pink-Eclipse-101639.html,140539,ArteOlfatto,Sublime Molecule,0.4813,0.5625,0.2500,0.5000,https://www.fragrantica.com/perfume/ArteOlfatto/Sublime-Molecule-140539.html,80232,Ainash Parfums,Rose Molecule,0.4746,0.5517,0.2500,0.5000,https://www.fragrantica.com/perfume/Ainash-Parfums/Rose-Molecule-80232.html
1977-SHIS,Ginza (2021),,55556,REVIEW,0.0613,97784,Hermes,Eau de Ginza,0.7079,0.7143,0.5000,1.0000,https://www.fragrantica.com/perfume/Hermes/Eau-de-Ginza-97784.html,65124,O Boticario,Men 2021,0.6465,0.6154,0.5000,1.0000,https://www.fragrantica.com/perfume/O-Boticario/Men-2021-65124.html,139952,Bruno Banani,Woman Limited Edition 2021,0.6465,0.6154,0.5000,1.0000,https://www.fragrantica.com/perfume/Bruno-Banani/Woman-Limited-Edition-2021-139952.html,78963,Acidica Perfumes,Ginger tea 2021,0.6159,0.7273,0.5000,0.3333,https://www.fragrantica.com/perfume/Acidica-Perfumes/Ginger-tea-2021-78963.html,69811,Zara,Gardenia 2021,0.6033,0.6667,0.5000,0.5000,https://www.fragrantica.com/perfume/Zara/Gardenia-2021-69811.html,69047,Guerlain,Kadine 2021,0.5816,0.6316,0.5000,0.5000,https://www.fragrantica.com/perfume/Guerlain/Kadine-2021-69047.html,68137,Caron,Infini 2021,0.5816,0.6316,0.5000,0.5000,https://www.fragrantica.com/perfume/Caron/Infini-2021-68137.html,65383,Xerjoff,Italica 2021,0.5620,0.6000,0.5000,0.5000,https://www.fragrantica.com/perfume/Xerjoff/Italica-2021-65383.html,70412,O Boticario,Lily Eau de Parfum 2021,0.5547,0.5882,0.5000,0.5000,https://www.fragrantica.com/perfume/O-Boticario/Lily-Eau-de-Parfum-2021-70412.html,70471,Lancome,Idole Eau de Parfum Limited Edition 2021,0.5344,0.5556,0.5000,0.5000,https://www.fragrantica.com/perfume/Lancome/Idole-Eau-de-Parfum-Limited-Edition-2021-70471.html
1980-HIND,Emarati Musk Parfum,,55556,WEAK,0.0000,45771,Zara,Zara Musk,0.6468,0.7368,0.5000,0.5000,https://www.fragrantica.com/perfume/Zara/Zara-Musk-45771.html,125386,Arabiyat Prestige,Pear Musk,0.6468,0.7368,0.5000,0.5000,https://www.fragrantica.com/perfume/Arabiyat-Prestige/Pear-Musk-125386.html,55964,Carolina Herrera,Emerald Musk,0.6409,0.7273,0.5000,0.5000,https://www.fragrantica.com/perfume/Carolina-Herrera/Emerald-Musk-55964.html,21706,Arabian Oud,Arabian Musk,0.6409,0.7273,0.5000,0.5000,https://www.fragrantica.com/perfume/Arabian-Oud/Arabian-Musk-21706.html,21714,Arabian Oud,Kalemat Musk,0.6409,0.7273,0.5000,0.5000,https://www.fragrantica.com/perfume/Arabian-Oud/Kalemat-Musk-21714.html,100680,Agar Olfactory,Matsu Musk,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Agar-Olfactory/Matsu-Musk-100680.html,74036,Al Jazeera Perfumes,Paris Musk,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Al-Jazeera-Perfumes/Paris-Musk-74036.html,15980,Ava Luxe,Pearl Musk,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Ava-Luxe/Pearl-Musk-15980.html,97829,Montale,Arabians Musk,0.6213,0.6957,0.5000,0.5000,https://www.fragrantica.com/perfume/Montale/Arabians-Musk-97829.html,99221,Abdul Samad Al Qurashi,Mandarin Musk,0.6213,0.6957,0.5000,0.5000,https://www.fragrantica.com/perfume/Abdul-Samad-Al-Qurashi/Mandarin-Musk-99221.html
1981-KHAL,Grá,,55556,WEAK,0.0000,19678,Rasasi,Egra Men,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Rasasi/Egra-Men-19678.html,19677,Rasasi,Egra Women,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Rasasi/Egra-Women-19677.html,71726,Ajmal,Gray,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Ajmal/Gray-71726.html,60532,Bamford,Gray,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Bamford/Gray-60532.html,36590,Comme des Garcons,Grace,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Comme-des-Garcons/Grace-36590.html,8016,Demeter Fragrance,Grass,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Grass-8016.html,56373,Lush,Grass,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Lush/Grass-56373.html,97569,Rasasi,Grace,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Rasasi/Grace-97569.html,104889,Ahmed Al Maghribi,Ighra a,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Ahmed-Al-Maghribi/Ighra-a-104889.html,18481,Boadicea the Victorious,Grace,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Boadicea-the-Victorious/Grace-18481.html
1985-WID,GOLD II SAHARA - WIDIAN,,55556,WEAK,0.0176,127661,Gulf Orchid,WIDIAN,0.5175,0.5000,0.2500,1.0000,https://www.fragrantica.com/perfume/Gulf-Orchid/WIDIAN-127661.html,64130,Al Aneeq,Oud Sahara,0.4999,0.5926,0.2500,0.5000,https://www.fragrantica.com/perfume/Al-Aneeq/Oud-Sahara-64130.html,27962,Ana Hickmann,Gold in Shadow,0.4795,0.6000,0.2500,0.3333,https://www.fragrantica.com/perfume/Ana-Hickmann/Gold-in-Shadow-27962.html,16661,Aquolina,Gold Sugar,0.4540,0.5185,0.2500,0.5000,https://www.fragrantica.com/perfume/Aquolina/Gold-Sugar-16661.html,93249,Aurora Scents,Gold Calacatta,0.4525,0.5161,0.2500,0.5000,https://www.fragrantica.com/perfume/Aurora-Scents/Gold-Calacatta-93249.html,77240,Ausmane Paris,Tornade Sahara,0.4525,0.5161,0.2500,0.5000,https://www.fragrantica.com/perfume/Ausmane-Paris/Tornade-Sahara-77240.html,109081,Afnan,Historic Sahara,0.4425,0.5000,0.2500,0.5000,https://www.fragrantica.com/perfume/Afnan/Historic-Sahara-109081.html,17333,Tom Ford,Sahara Noir,0.4425,0.5000,0.2500,0.5000,https://www.fragrantica.com/perfume/Tom-Ford/Sahara-Noir-17333.html,918,Amouage,Gold Man,0.4330,0.3636,0.2500,1.0000,https://www.fragrantica.com/perfume/Amouage/Gold-Man-918.html,917,Amouage,Gold Woman,0.4330,0.3636,0.2500,1.0000,https://www.fragrantica.com/perfume/Amouage/Gold-Woman-917.html
1986-SOO,NUR,,55556,WEAK,0.0000,20752,Swiss Arabian,Nour,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Swiss-Arabian/Nour-20752.html,100860,Azha Perfumes,Nura,0.5314,0.8571,0.0000,0.0000,https://www.fragrantica.com/perfume/Azha-Perfumes/Nura-100860.html,86424,The Dua Brand,Nur Jahan s Elixir,0.4988,0.3529,1.0000,0.3333,https://www.fragrantica.com/perfume/The-Dua-Brand/Nur-Jahan-s-Elixir-86424.html,95,Yves Saint Laurent,Nu,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Nu-95.html,3169,Yves Saint Laurent,Nu Eau de Toilette,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Nu-Eau-de-Toilette-3169.html,66154,Buvard Parfums,Nu,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Buvard-Parfums/Nu-66154.html,24175,Diadema Exclusif,Anuar,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Diadema-Exclusif/Anuar-24175.html,12763,Amouage,Honour Man,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Amouage/Honour-Man-12763.html,12762,Amouage,Honour Woman,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Amouage/Honour-Woman-12762.html,97582,Rasasi,Honour,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Rasasi/Honour-97582.html
1987-SON,Le Parfum,,55556,REVIEW,0.0000,27670,Armaf,Le Femme,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Armaf/Le-Femme-27670.html,713,Mugler,Le Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Mugler/Le-Parfum-713.html,110493,Stephane Humbert Lucas 777,Le 8,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Stephane-Humbert-Lucas-777/Le-8-110493.html,62493,Viktor Rolf,Le Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Viktor-Rolf/Le-Parfum-62493.html,59731,Yves Saint Laurent,L Homme Le Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/L-Homme-Le-Parfum-59731.html,64718,Yves Saint Laurent,Y Le Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Le-Parfum-64718.html,11265,Agnes B,Le B,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Agnes-B/Le-B-11265.html,119236,Agnes B,Le Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Agnes-B/Le-Parfum-119236.html,6210,Barbara Bui,Le Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Barbara-Bui/Le-Parfum-6210.html,50659,Claus Porto,Le Parfum,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Claus-Porto/Le-Parfum-50659.html
1988-THEVE,Arabesque,,55556,REVIEW,0.0000,53938,Alkemia Perfumes,Arabesque,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Alkemia-Perfumes/Arabesque-53938.html,21591,Arabian Oud,Arabesque,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Arabian-Oud/Arabesque-21591.html,93255,Aurora Scents,Arabesque,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Aurora-Scents/Arabesque-93255.html,36885,And Other Stories,Arabesque Wood,0.8123,0.8182,1.0000,0.5000,https://www.fragrantica.com/perfume/And-Other-Stories/Arabesque-Wood-36885.html,33679,Arabesque,Arabesque Gold,0.8123,0.8182,1.0000,0.5000,https://www.fragrantica.com/perfume/Arabesque/Arabesque-Gold-33679.html,93256,Aurora Scents,Arabesque Hayat,0.7902,0.7826,1.0000,0.5000,https://www.fragrantica.com/perfume/Aurora-Scents/Arabesque-Hayat-93256.html,33680,Arabesque,Arabesque SIlver,0.7700,0.7500,1.0000,0.5000,https://www.fragrantica.com/perfume/Arabesque/Arabesque-SIlver-33680.html,114836,And Other Stories,Arabesque Wood Perfume Oil,0.7264,0.7200,1.0000,0.3333,https://www.fragrantica.com/perfume/And-Other-Stories/Arabesque-Wood-Perfume-Oil-114836.html,114831,And Other Stories,Arabesque Wood Body Mist,0.6395,0.6000,1.0000,0.2500,https://www.fragrantica.com/perfume/And-Other-Stories/Arabesque-Wood-Body-Mist-114831.html,35791,Al Rehab,Arabisque,0.5511,0.8889,0.0000,0.0000,https://www.fragrantica.com/perfume/Al-Rehab/Arabisque-35791.html
1989-VERT,NARCOS'IS,,55556,REVIEW,0.2620,132958,Bargello,Narcos,0.7964,0.8571,0.5000,1.0000,https://www.fragrantica.com/perfume/Bargello/Narcos-132958.html,99604,Aphorismes by Dominique Ropion,A Rose is a Rose,0.5344,0.5556,0.5000,0.5000,https://www.fragrantica.com/perfume/Aphorismes-by-Dominique-Ropion/A-Rose-is-a-Rose-99604.html,26127,Narciso Rodriguez,Narciso,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-26127.html,30658,Narciso Rodriguez,Narciso Eau de Toilette,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/Narciso-Rodriguez/Narciso-Eau-de-Toilette-30658.html,43863,DFG1924,Narciso,0.4960,0.8000,0.0000,0.0000,https://www.fragrantica.com/perfume/DFG1924/Narciso-43863.html,107503,BellaVita,Narco,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/BellaVita/Narco-107503.html,68664,Ariana Grande,God Is A Woman,0.4762,0.4615,0.5000,0.5000,https://www.fragrantica.com/perfume/Ariana-Grande/God-Is-A-Woman-68664.html,128300,Benjamin Vicuna,She Is,0.4762,0.4615,0.5000,0.5000,https://www.fragrantica.com/perfume/Benjamin-Vicuna/She-Is-128300.html,102322,Chopova Lowena,Queen Rosa Rosa is Queen,0.4750,0.5000,0.5000,0.3333,https://www.fragrantica.com/perfume/Chopova-Lowena/Queen-Rosa-Rosa-is-Queen-102322.html,78203,AB 1882,Narciris,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/AB-1882/Narciris-78203.html
2016-PARELM,Elixir d'Amour,,55556,REVIEW,0.0157,11679,Chopard,Happy Spirit Elixir d Amour,0.7183,0.6667,1.0000,0.5000,https://www.fragrantica.com/perfume/Chopard/Happy-Spirit-Elixir-d-Amour-11679.html,5673,Penhaligon s,Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Penhaligon-s/Elixir-5673.html,53130,Roja Dove,Elixir Pour Femme Parfum,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Roja-Dove/Elixir-Pour-Femme-Parfum-53130.html,120751,The Dua Brand,6 7 Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/6-7-Elixir-120751.html,90024,Yves Saint Laurent,Y Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Y-Elixir-90024.html,72916,Alurent,Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Alurent/Elixir-72916.html,73036,Amber Oud,Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Amber-Oud/Elixir-73036.html,100252,Atralia,Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Atralia/Elixir-100252.html,93475,Aurora Scents,Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Aurora-Scents/Elixir-93475.html,35057,Biosea,Elixir,0.7026,0.7059,0.5000,1.0000,https://www.fragrantica.com/perfume/Biosea/Elixir-35057.html
2028-ZARK,Youth,,55556,REVIEW,0.0000,555,Estee Lauder,Youth Dew,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Estee-Lauder/Youth-Dew-555.html,17435,Estee Lauder,Youth Dew Limited Edition,0.7819,0.7692,1.0000,0.5000,https://www.fragrantica.com/perfume/Estee-Lauder/Youth-Dew-Limited-Edition-17435.html,92098,Rasasi,Youth Ikon,0.7479,0.7143,1.0000,0.5000,https://www.fragrantica.com/perfume/Rasasi/Youth-Ikon-92098.html,35609,Derek Lam 10 Crosby,Drunk On Youth,0.6447,0.5882,1.0000,0.3333,https://www.fragrantica.com/perfume/Derek-Lam-10-Crosby/Drunk-On-Youth-35609.html,556,Estee Lauder,Youth Dew Amber Nude,0.5493,0.4545,1.0000,0.2500,https://www.fragrantica.com/perfume/Estee-Lauder/Youth-Dew-Amber-Nude-556.html,101004,Rasasi,For You,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Rasasi/For-You-101004.html,112305,AENYOE1,You,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/AENYOE1/You-112305.html,52386,AXE,You,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/AXE/You-52386.html,115253,BEAUTIFUL INDIA,YOU,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/BEAUTIFUL-INDIA/YOU-115253.html,22515,Cindy C,C For You,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Cindy-C/C-For-You-22515.html
