shobi_code,shobi_name,brand_hint,brand_catalog_size,classification,margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_spell,cand1_recall,cand1_precision,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_spell,cand2_recall,cand2_precision,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_spell,cand3_recall,cand3_precision,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_spell,cand4_recall,cand4_precision,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_spell,cand5_recall,cand5_precision,cand5_url,cand6_id,cand6_brand,cand6_name,cand6_score,cand6_spell,cand6_recall,cand6_precision,cand6_url,cand7_id,cand7_brand,cand7_name,cand7_score,cand7_spell,cand7_recall,cand7_precision,cand7_url,cand8_id,cand8_brand,cand8_name,cand8_score,cand8_spell,cand8_recall,cand8_precision,cand8_url,cand9_id,cand9_brand,cand9_name,cand9_score,cand9_spell,cand9_recall,cand9_precision,cand9_url,cand10_id,cand10_brand,cand10_name,cand10_score,cand10_spell,cand10_recall,cand10_precision,cand10_url
605-ESC,Miami Blossom,,55556,REVIEW,0.0000,130007,Atenai London,Blossom,0.7218,0.7368,0.5000,1.0000,https://www.fragrantica.com/perfume/Atenai-London/Blossom-130007.html,25032,Botanique,Blossom,0.7218,0.7368,0.5000,1.0000,https://www.fragrantica.com/perfume/Botanique/Blossom-25032.html,20398,Avon,Imari Blossom,0.7067,0.8333,0.5000,0.5000,https://www.fragrantica.com/perfume/Avon/Imari-Blossom-20398.html,125731,Dorall Collection,Miss Blossom,0.6752,0.7826,0.5000,0.5000,https://www.fragrantica.com/perfume/Dorall-Collection/Miss-Blossom-125731.html,39662,Lancome,Miracle Blossom,0.6669,0.7692,0.5000,0.5000,https://www.fragrantica.com/perfume/Lancome/Miracle-Blossom-39662.html,121057,Charme de Vie,Diamond Blossom,0.6669,0.7692,0.5000,0.5000,https://www.fragrantica.com/perfume/Charme-de-Vie/Diamond-Blossom-121057.html,37551,Jo Malone London,Nashi Blossom,0.6550,0.7500,0.5000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Nashi-Blossom-37551.html,66482,Jo Malone London,Nashi Blossom,0.6550,0.7500,0.5000,0.5000,https://www.fragrantica.com/perfume/Jo-Malone-London/Nashi-Blossom-66482.html,3528,Bath Body Works,Magnolia Blossom,0.6493,0.7407,0.5000,0.5000,https://www.fragrantica.com/perfume/Bath-Body-Works/Magnolia-Blossom-3528.html,89029,Maison Alhambra,Olivia Blossom,0.6364,0.7200,0.5000,0.5000,https://www.fragrantica.com/perfume/Maison-Alhambra/Olivia-Blossom-89029.html
606-ESC,MARGARETHA LEY (CLASSIC) - ESCADA,,55556,WEAK,0.0162,24277,Claus Porto,Musgo Real Classic Scent,0.4907,0.6383,0.2500,0.2500,https://www.fragrantica.com/perfume/Claus-Porto/Musgo-Real-Classic-Scent-24277.html,63370,Abelha Rainha,Madeira do Oriente Classic,0.4746,0.6122,0.2500,0.2500,https://www.fragrantica.com/perfume/Abelha-Rainha/Madeira-do-Oriente-Classic-63370.html,61374,Al Haramain Perfumes,Classic,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Classic-61374.html,20062,Al Rehab,Classic,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/Al-Rehab/Classic-20062.html,21919,Bath Body Works,Classic for Men,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/Bath-Body-Works/Classic-for-Men-21919.html,34010,O Boticario,Classic,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/O-Boticario/Classic-34010.html,85937,The Dua Brand,Classic,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/The-Dua-Brand/Classic-85937.html,3511,Abercrombie Fitch,Classic,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/Abercrombie-Fitch/Classic-3511.html,19594,Air Val International,B H P C Classic for Men,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/Air-Val-International/B-H-P-C-Classic-for-Men-19594.html,19595,Air Val International,B H P C Classic for Women,0.4705,0.4242,0.2500,1.0000,https://www.fragrantica.com/perfume/Air-Val-International/B-H-P-C-Classic-for-Women-19595.html
608-ESC,Moon Sparkle,,55556,WEAK,0.0059,115408,Louis Vuitton,Moon Tale,0.6468,0.7368,0.5000,0.5000,https://www.fragrantica.com/perfume/Louis-Vuitton/Moon-Tale-115408.html,121642,Amaran,Masa Sparkle,0.6409,0.7273,0.5000,0.5000,https://www.fragrantica.com/perfume/Amaran/Masa-Sparkle-121642.html,87855,Akbari,Moon Party,0.6240,0.7000,0.5000,0.5000,https://www.fragrantica.com/perfume/Akbari/Moon-Party-87855.html,7118,Memo Paris,Moon Safari,0.6033,0.6667,0.5000,0.5000,https://www.fragrantica.com/perfume/Memo-Paris/Moon-Safari-7118.html,135708,biblioteka aromatov,Sianie Sparkle,0.6033,0.6667,0.5000,0.5000,https://www.fragrantica.com/perfume/biblioteka-aromatov/Sianie-Sparkle-135708.html,66490,Brocard,Sea Sparkle,0.6033,0.6667,0.5000,0.5000,https://www.fragrantica.com/perfume/Brocard/Sea-Sparkle-66490.html,56095,Frederic Malle,The Moon,0.5957,0.5333,0.5000,1.0000,https://www.fragrantica.com/perfume/Frederic-Malle/The-Moon-56095.html,83765,Alchemist Perfumery,The Moon,0.5957,0.5333,0.5000,1.0000,https://www.fragrantica.com/perfume/Alchemist-Perfumery/The-Moon-83765.html,88889,Camille Rochelle,Moon Pour Femme,0.5957,0.5333,0.5000,1.0000,https://www.fragrantica.com/perfume/Camille-Rochelle/Moon-Pour-Femme-88889.html,123486,Castanez Parfums,Moon,0.5957,0.5333,0.5000,1.0000,https://www.fragrantica.com/perfume/Castanez-Parfums/Moon-123486.html
612-ESC,TURQUOISE - ESCADA,,55556,REVIEW,0.0000,113128,Altearah Bio,Turquoise,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Altearah-Bio/Turquoise-113128.html,80613,Atyab Al Marshoud,Turquoise,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Atyab-Al-Marshoud/Turquoise-80613.html,122557,Batlah,Turquoise,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Batlah/Turquoise-122557.html,124333,Cunzite,Turquoise,0.7300,0.7500,0.5000,1.0000,https://www.fragrantica.com/perfume/Cunzite/Turquoise-124333.html,60276,Calgon,Turquoise Seas,0.6771,0.7857,0.5000,0.5000,https://www.fragrantica.com/perfume/Calgon/Turquoise-Seas-60276.html,45288,Victoria s Secret,Turquoise Waves,0.6603,0.7586,0.5000,0.5000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Turquoise-Waves-45288.html,54180,Alkemia Perfumes,Turquoise Trail,0.6176,0.6897,0.5000,0.5000,https://www.fragrantica.com/perfume/Alkemia-Perfumes/Turquoise-Trail-54180.html,103333,PARIS CORNER,Voux Turquoise,0.5886,0.6429,0.5000,0.5000,https://www.fragrantica.com/perfume/PARIS-CORNER/Voux-Turquoise-103333.html,1624,Ralph Lauren,Pure Turquoise,0.5886,0.6429,0.5000,0.5000,https://www.fragrantica.com/perfume/Ralph-Lauren/Pure-Turquoise-1624.html,101198,Riiffs Perfumes,Ajwaa Turquoise,0.5748,0.6207,0.5000,0.5000,https://www.fragrantica.com/perfume/Riiffs-Perfumes/Ajwaa-Turquoise-101198.html
639-FEN,FENDI Woman,,55556,WEAK,0.0000,57399,Bond No 9,FiDi,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Bond-No-9/FiDi-57399.html,731,Moschino,Friends Men,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Moschino/Friends-Men-731.html,35448,Class,Edis,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Class/Edis-35448.html,54217,Dolce Fiore,Fenicio,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Dolce-Fiore/Fenicio-54217.html,18613,DSH Perfumes,Keni,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/DSH-Perfumes/Keni-18613.html,135343,AYMA,Florae Mundi,0.3875,0.6250,0.0000,0.0000,https://www.fragrantica.com/perfume/AYMA/Florae-Mundi-135343.html,33620,Bvlgari,Splendia,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Bvlgari/Splendia-33620.html,487,Dolce Gabbana,D G Feminine,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Dolce-Gabbana/D-G-Feminine-487.html,104877,Fragrance World,Feminity,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Fragrance-World/Feminity-104877.html,61755,Mancera,Feminity,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Mancera/Feminity-61755.html
640-FEN,L'ACQUA ROSSA - FENDI,,55556,WEAK,0.0000,91786,Apiarium,Acqua Sale,0.5650,0.6667,0.3333,0.5000,https://www.fragrantica.com/perfume/Apiarium/Acqua-Sale-91786.html,97884,Bottega Veneta,Acqua Sale,0.5650,0.6667,0.3333,0.5000,https://www.fragrantica.com/perfume/Bottega-Veneta/Acqua-Sale-97884.html,105396,Bianco Profumo,Acqua Gardenia,0.5502,0.6429,0.3333,0.5000,https://www.fragrantica.com/perfume/Bianco-Profumo/Acqua-Gardenia-105396.html,19270,O Boticario,Acqua Sensation For Men,0.5365,0.6207,0.3333,0.5000,https://www.fragrantica.com/perfume/O-Boticario/Acqua-Sensation-For-Men-19270.html,7292,O Boticario,Acqua Fresca,0.5332,0.6154,0.3333,0.5000,https://www.fragrantica.com/perfume/O-Boticario/Acqua-Fresca-7292.html,50623,Clean,Acqua Neroli,0.5332,0.6154,0.3333,0.5000,https://www.fragrantica.com/perfume/Clean/Acqua-Neroli-50623.html,127722,Borsari,Acqua di Rosa Thea,0.5275,0.6667,0.3333,0.2500,https://www.fragrantica.com/perfume/Borsari/Acqua-di-Rosa-Thea-127722.html,6272,Creed,Acqua Fiorentina,0.5237,0.6000,0.3333,0.5000,https://www.fragrantica.com/perfume/Creed/Acqua-Fiorentina-6272.html,56133,Acqua di Firenze,Acqua Fiorentina,0.5237,0.6000,0.3333,0.5000,https://www.fragrantica.com/perfume/Acqua-di-Firenze/Acqua-Fiorentina-56133.html,19240,O Boticario,Acqua Cheiros,0.5191,0.5926,0.3333,0.5000,https://www.fragrantica.com/perfume/O-Boticario/Acqua-Cheiros-19240.html
673-GRS,CABOTIN,,55556,WEAK,0.0000,139885,aaa unbranded,N 5 Carbon,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/aaa-unbranded/N-5-Carbon-139885.html,76851,Aaron Terence Hughes,Carbon,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Aaron-Terence-Hughes/Carbon-76851.html,14043,Ajmal,Carbon,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Ajmal/Carbon-14043.html,120930,by Calone,Botein,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/by-Calone/Botein-120930.html,34625,O Boticario,Boti,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/O-Boticario/Boti-34625.html,34626,O Boticario,Boti,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/O-Boticario/Boti-34626.html,25830,Lattafa Perfumes,Captain,0.4429,0.7143,0.0000,0.0000,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Captain-25830.html,66759,Anna Borisova Parfum,Cabinet,0.4429,0.7143,0.0000,0.0000,https://www.fragrantica.com/perfume/Anna-Borisova-Parfum/Cabinet-66759.html,119482,Ard al Teeb,Captain,0.4429,0.7143,0.0000,0.0000,https://www.fragrantica.com/perfume/Ard-al-Teeb/Captain-119482.html,96728,Balmain Beauty,Carbone,0.4429,0.7143,0.0000,0.0000,https://www.fragrantica.com/perfume/Balmain-Beauty/Carbone-96728.html
695-GUE,Dare,,55556,REVIEW,0.0000,56305,Victoria s Secret,Dare,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Dare-56305.html,80492,Brown Girl Jane,Dare,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Brown-Girl-Jane/Dare-80492.html,115470,DIEM,Dare You,0.7559,0.7273,1.0000,0.5000,https://www.fragrantica.com/perfume/DIEM/Dare-You-115470.html,86004,The Dua Brand,Dare to Be,0.6933,0.6667,1.0000,0.3333,https://www.fragrantica.com/perfume/The-Dua-Brand/Dare-to-Be-86004.html,32201,Prada,Double Dare,0.6593,0.5714,1.0000,0.5000,https://www.fragrantica.com/perfume/Prada/Double-Dare-32201.html,7202,Adidas,Adidas Dare,0.6593,0.5714,1.0000,0.5000,https://www.fragrantica.com/perfume/Adidas/Adidas-Dare-7202.html,33491,Victoria s Secret,Midnight Dare,0.6150,0.5000,1.0000,0.5000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Midnight-Dare-33491.html,4727,Victoria s Secret,Very Sexy Dare,0.5900,0.5000,1.0000,0.3333,https://www.fragrantica.com/perfume/Victoria-s-Secret/Very-Sexy-Dare-4727.html,41655,Victoria s Secret,Scandalous Dare,0.5806,0.4444,1.0000,0.5000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Scandalous-Dare-41655.html,123886,Victoria s Secret,Scandalous Dare,0.5806,0.4444,1.0000,0.5000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Scandalous-Dare-123886.html
696-GLA,FIDJI,,55556,WEAK,0.0733,26877,Ajmal,011 Royal Fidji,0.6244,0.5556,1.0000,0.3333,https://www.fragrantica.com/perfume/Ajmal/011-Royal-Fidji-26877.html,57399,Bond No 9,FiDi,0.5511,0.8889,0.0000,0.0000,https://www.fragrantica.com/perfume/Bond-No-9/FiDi-57399.html,76876,Atelier Segall Barutti,Fiji,0.5511,0.8889,0.0000,0.0000,https://www.fragrantica.com/perfume/Atelier-Segall-Barutti/Fiji-76876.html,72634,Zara,In Fiji,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Zara/In-Fiji-72634.html,88339,Azha Perfumes,Fuji,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Azha-Perfumes/Fuji-88339.html,62872,Serge Lutens,Fils de Joie,0.3815,0.6154,0.0000,0.0000,https://www.fragrantica.com/perfume/Serge-Lutens/Fils-de-Joie-62872.html,27666,Armaf,iDiva,0.3720,0.6000,0.0000,0.0000,https://www.fragrantica.com/perfume/Armaf/iDiva-27666.html,27696,Armaf,iDivo,0.3720,0.6000,0.0000,0.0000,https://www.fragrantica.com/perfume/Armaf/iDivo-27696.html,11847,Guerlain,Djedi,0.3720,0.6000,0.0000,0.0000,https://www.fragrantica.com/perfume/Guerlain/Djedi-11847.html,76298,Alanqoudi Parfums,Fiori,0.3720,0.6000,0.0000,0.0000,https://www.fragrantica.com/perfume/Alanqoudi-Parfums/Fiori-76298.html
727-JEN,JLuxe,,55556,WEAK,0.0000,124705,Bujairami,V Luxe,0.5511,0.8889,0.0000,0.0000,https://www.fragrantica.com/perfume/Bujairami/V-Luxe-124705.html,8418,DSH Perfumes,Parfum de Luxe,0.5511,0.8889,0.0000,0.0000,https://www.fragrantica.com/perfume/DSH-Perfumes/Parfum-de-Luxe-8418.html,87870,Brocard,Lux,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Brocard/Lux-87870.html,46016,Divona,Lux,0.4650,0.7500,0.0000,0.0000,https://www.fragrantica.com/perfume/Divona/Lux-46016.html,1168,Al Rehab,Deluxe,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Al-Rehab/Deluxe-1168.html,109869,Al Rehab,Blue,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Al-Rehab/Blue-109869.html,27686,Armaf,Blue Homme,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Armaf/Blue-Homme-27686.html,19922,Demeter Fragrance,Glue,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Glue-19922.html,8630,Rasasi,Blue For Men,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Rasasi/Blue-For-Men-8630.html,13099,Adolfo Dominguez,U BLUE Men,0.4133,0.6667,0.0000,0.0000,https://www.fragrantica.com/perfume/Adolfo-Dominguez/U-BLUE-Men-13099.html
728-JES,IN BLACK,,55556,REVIEW,0.1878,11574,Byblos,In Black,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Byblos/In-Black-11574.html,5657,Avon,Chic in Black,0.8122,0.7778,1.0000,0.6667,https://www.fragrantica.com/perfume/Avon/Chic-in-Black-5657.html,4261,Creed,Love in Black,0.8122,0.7778,1.0000,0.6667,https://www.fragrantica.com/perfume/Creed/Love-in-Black-4261.html,30410,Bi es,Lady in Black,0.8122,0.7778,1.0000,0.6667,https://www.fragrantica.com/perfume/Bi-es/Lady-in-Black-30410.html,23792,Christine Darvin,Slam in Black,0.8122,0.7778,1.0000,0.6667,https://www.fragrantica.com/perfume/Christine-Darvin/Slam-in-Black-23792.html,23808,Christine Darvin,Slam in Black for men,0.8122,0.7778,1.0000,0.6667,https://www.fragrantica.com/perfume/Christine-Darvin/Slam-in-Black-for-men-23808.html,26968,Christine Lavoisier Parfums,Best Man in Black,0.8122,0.7778,1.0000,0.6667,https://www.fragrantica.com/perfume/Christine-Lavoisier-Parfums/Best-Man-in-Black-26968.html,67086,Al Haramain Perfumes,Black,0.7817,0.8333,0.5000,1.0000,https://www.fragrantica.com/perfume/Al-Haramain-Perfumes/Black-67086.html,98715,Armaf,Black,0.7817,0.8333,0.5000,1.0000,https://www.fragrantica.com/perfume/Armaf/Black-98715.html,154,Bvlgari,Black,0.7817,0.8333,0.5000,1.0000,https://www.fragrantica.com/perfume/Bvlgari/Black-154.html
736-JUI,Couture Couture,,55556,REVIEW,0.0000,729,Moschino,Couture,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Moschino/Couture-729.html,4627,Bill Blass,Couture 1,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-1-4627.html,4628,Bill Blass,Couture 3,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-3-4628.html,4629,Bill Blass,Couture 6,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-6-4629.html,4630,Bill Blass,Couture 7,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-7-4630.html,5360,Bill Blass,Couture 8,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-8-5360.html,55325,Cher,Eau de Couture,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Cher/Eau-de-Couture-55325.html,110732,Dkhoon Emirates,Couture,0.7933,0.6667,1.0000,1.0000,https://www.fragrantica.com/perfume/Dkhoon-Emirates/Couture-110732.html,23572,Versace,Couture Tuberose,0.7753,0.7586,1.0000,0.5000,https://www.fragrantica.com/perfume/Versace/Couture-Tuberose-23572.html,106862,Fragrance World,ALLURE COUTURE,0.7643,0.7407,1.0000,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/ALLURE-COUTURE-106862.html
737-JUI,Malibu,,55556,REVIEW,0.2574,134829,Celui,Eau de Malibu,1.0000,1.0000,1.0000,1.0000,https://www.fragrantica.com/perfume/Celui/Eau-de-Malibu-134829.html,112707,Rasasi,Hawas Malibu,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/Rasasi/Hawas-Malibu-112707.html,50394,Alexandria Fragrances,Malibu Beach,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Malibu-Beach-50394.html,92564,Clean,Malibu Beach,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/Clean/Malibu-Beach-92564.html,73532,DIME Beauty,Malibu Night,0.7426,0.7059,1.0000,0.5000,https://www.fragrantica.com/perfume/DIME-Beauty/Malibu-Night-73532.html,116160,Bath Body Works,Malibu Heat Mist,0.6520,0.6000,1.0000,0.3333,https://www.fragrantica.com/perfume/Bath-Body-Works/Malibu-Heat-Mist-116160.html,95444,Candie s,Candie s Malibu Crush,0.6035,0.5217,1.0000,0.3333,https://www.fragrantica.com/perfume/Candie-s/Candie-s-Malibu-Crush-95444.html,75669,Agar Aura,Malinau,0.4769,0.7692,0.0000,0.0000,https://www.fragrantica.com/perfume/Agar-Aura/Malinau-75669.html,85017,Adyan by Anfar,Mahib,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/Adyan-by-Anfar/Mahib-85017.html,131269,ARKET,Album,0.4509,0.7273,0.0000,0.0000,https://www.fragrantica.com/perfume/ARKET/Album-131269.html
738-JUI,VIVA LA JUICY,,55556,WEAK,0.0000,42507,Avon,Viva la Vita,0.6667,0.6667,0.6667,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-la-Vita-42507.html,114073,Avon,Viva La Vita Limited Edition,0.6667,0.6667,0.6667,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-La-Vita-Limited-Edition-114073.html,30418,Bi es,Viva La Vida,0.6667,0.6667,0.6667,0.6667,https://www.fragrantica.com/perfume/Bi-es/Viva-La-Vida-30418.html,114167,Avon,Viva La Vita Body Spray,0.6251,0.6400,0.6667,0.5000,https://www.fragrantica.com/perfume/Avon/Viva-La-Vita-Body-Spray-114167.html,42456,Zara,Ultra Juicy,0.5650,0.6667,0.3333,0.5000,https://www.fragrantica.com/perfume/Zara/Ultra-Juicy-42456.html,92634,Cyzone,Viva,0.5573,0.5333,0.3333,1.0000,https://www.fragrantica.com/perfume/Cyzone/Viva-92634.html,11390,DayNa Decker,Viva,0.5573,0.5333,0.3333,1.0000,https://www.fragrantica.com/perfume/DayNa-Decker/Viva-11390.html,134609,Diana Bolocco,Viva,0.5573,0.5333,0.3333,1.0000,https://www.fragrantica.com/perfume/Diana-Bolocco/Viva-134609.html,50658,Ajmal,Viva Viola,0.5237,0.6000,0.3333,0.5000,https://www.fragrantica.com/perfume/Ajmal/Viva-Viola-50658.html,63305,Charrier Parfums,Viva Paris,0.5237,0.6000,0.3333,0.5000,https://www.fragrantica.com/perfume/Charrier-Parfums/Viva-Paris-63305.html
739-JUI,Viva La Juicy Gold Couture,,55556,WEAK,0.0416,47511,Moschino,Gold Fresh Couture,0.5509,0.5789,0.4000,0.6667,https://www.fragrantica.com/perfume/Moschino/Gold-Fresh-Couture-47511.html,17126,Giorgio Armani,Armani Code Couture Edition,0.5093,0.6667,0.2000,0.3333,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Couture-Edition-17126.html,42507,Avon,Viva la Vita,0.5020,0.5000,0.4000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-la-Vita-42507.html,114073,Avon,Viva La Vita Limited Edition,0.5020,0.5000,0.4000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-La-Vita-Limited-Edition-114073.html,30418,Bi es,Viva La Vida,0.5020,0.5000,0.4000,0.6667,https://www.fragrantica.com/perfume/Bi-es/Viva-La-Vida-30418.html,729,Moschino,Couture,0.4953,0.4828,0.2000,1.0000,https://www.fragrantica.com/perfume/Moschino/Couture-729.html,4627,Bill Blass,Couture 1,0.4953,0.4828,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-1-4627.html,4628,Bill Blass,Couture 3,0.4953,0.4828,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-3-4628.html,4629,Bill Blass,Couture 6,0.4953,0.4828,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-6-4629.html,4630,Bill Blass,Couture 7,0.4953,0.4828,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-7-4630.html
740-JUI,VIVA LA JUICY LUXE PARFUM - JUICY COUTURE,,55556,WEAK,0.0329,106862,Fragrance World,ALLURE COUTURE,0.4930,0.6000,0.2000,0.5000,https://www.fragrantica.com/perfume/Fragrance-World/ALLURE-COUTURE-106862.html,42507,Avon,Viva la Vita,0.4601,0.4324,0.4000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-la-Vita-42507.html,114073,Avon,Viva La Vita Limited Edition,0.4601,0.4324,0.4000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-La-Vita-Limited-Edition-114073.html,729,Moschino,Couture,0.4513,0.4118,0.2000,1.0000,https://www.fragrantica.com/perfume/Moschino/Couture-729.html,4627,Bill Blass,Couture 1,0.4513,0.4118,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-1-4627.html,4628,Bill Blass,Couture 3,0.4513,0.4118,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-3-4628.html,4629,Bill Blass,Couture 6,0.4513,0.4118,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-6-4629.html,4630,Bill Blass,Couture 7,0.4513,0.4118,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-7-4630.html,5360,Bill Blass,Couture 8,0.4513,0.4118,0.2000,1.0000,https://www.fragrantica.com/perfume/Bill-Blass/Couture-8-5360.html,55325,Cher,Eau de Couture,0.4513,0.4118,0.2000,1.0000,https://www.fragrantica.com/perfume/Cher/Eau-de-Couture-55325.html
741-JUI,Viva La Juicy Rosé,,55556,WEAK,0.0000,29083,Maison Francis Kurkdjian,A La Rose,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/A-La-Rose-29083.html,55118,Maison Francis Kurkdjian,L eau A la Rose,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/L-eau-A-la-Rose-55118.html,61779,Maison Francis Kurkdjian,L Homme A la Rose,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/L-Homme-A-la-Rose-61779.html,96717,Zimaya,A La Rose,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Zimaya/A-La-Rose-96717.html,49985,Art of Scent Swiss Perfumes,La Rose de G,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Art-of-Scent-Swiss-Perfumes/La-Rose-de-G-49985.html,29610,Au Pays de la Fleur d Oranger,La Rose,0.6193,0.5714,0.5000,1.0000,https://www.fragrantica.com/perfume/Au-Pays-de-la-Fleur-d-Oranger/La-Rose-29610.html,104693,Fragrance World,La Nuit Rose,0.6118,0.6400,0.5000,0.6667,https://www.fragrantica.com/perfume/Fragrance-World/La-Nuit-Rose-104693.html,42507,Avon,Viva la Vita,0.5622,0.5600,0.5000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-la-Vita-42507.html,114073,Avon,Viva La Vita Limited Edition,0.5622,0.5600,0.5000,0.6667,https://www.fragrantica.com/perfume/Avon/Viva-La-Vita-Limited-Edition-114073.html,30418,Bi es,Viva La Vida,0.5622,0.5600,0.5000,0.6667,https://www.fragrantica.com/perfume/Bi-es/Viva-La-Vida-30418.html
