shobi_code,shobi_name,old_classification,old_brand_hint,old_brand_source,old_cand1_id,fallback_classification,fallback_margin,cand1_id,cand1_brand,cand1_name,cand1_score,cand1_url,cand2_id,cand2_brand,cand2_name,cand2_score,cand2_url,cand3_id,cand3_brand,cand3_name,cand3_score,cand3_url,cand4_id,cand4_brand,cand4_name,cand4_score,cand4_url,cand5_id,cand5_brand,cand5_name,cand5_score,cand5_url
130-LEL,SANTAL 26 - LE LABO,WEAK_REVIEW,Le Labo,verified_suffix,12201,GLOBAL_WEAK,0.0000,45006,Allen Shaw,Santal,0.8000,https://www.fragrantica.com/perfume/Allen-Shaw/Santal-45006.html,140562,Celio,Santal,0.8000,https://www.fragrantica.com/perfume/Celio/Santal-140562.html,56395,Ajmal,Santal,0.8000,https://www.fragrantica.com/perfume/Ajmal/Santal-56395.html,40205,L Artisan Parfumeur,Santal,0.8000,https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Santal-40205.html,12201,Le Labo,Santal 33,0.7778,https://www.fragrantica.com/perfume/Le-Labo/Santal-33-12201.html
133-MICA,YLANG IN GOLD - M,WEAK_REVIEW,,,46469,GLOBAL_WEAK,0.0000,46469,By Kilian,Woman in Gold,0.8000,https://www.fragrantica.com/perfume/By-Kilian/Woman-in-Gold-46469.html,36874,City Parfum,In Gold,0.8000,https://www.fragrantica.com/perfume/City-Parfum/In-Gold-36874.html,32693,Victoria s Secret,Angel Gold,0.6957,https://www.fragrantica.com/perfume/Victoria-s-Secret/Angel-Gold-32693.html,7315,O Boticario,Floratta in Gold,0.6897,https://www.fragrantica.com/perfume/O-Boticario/Floratta-in-Gold-7315.html,78617,Lattafa Perfumes,Najdia in Gold,0.6667,https://www.fragrantica.com/perfume/Lattafa-Perfumes/Najdia-in-Gold-78617.html
166-AZ,Sequoia Wood Eau de Parfum,WEAK_REVIEW,,,39790,GLOBAL_WEAK,0.0000,39790,Abbott New York City,Sequoia,0.6667,https://www.fragrantica.com/perfume/Abbott-New-York-City/Sequoia-39790.html,86184,The Dua Brand,Femme Wood,0.6667,https://www.fragrantica.com/perfume/The-Dua-Brand/Femme-Wood-86184.html,66174,DSQUARED2,2 Wood,0.6667,https://www.fragrantica.com/perfume/DSQUARED2/2-Wood-66174.html,90631,d grayi,Wood,0.6667,https://www.fragrantica.com/perfume/d-grayi/Wood-90631.html,13417,Bill Blass,Wood,0.6667,https://www.fragrantica.com/perfume/Bill-Blass/Wood-13417.html
171-DUP,Souvenirs De Malles Oud Oriental,WEAK_REVIEW,,,27483,GLOBAL_WEAK,0.0000,27483,Al Musbah,Oud Oriental,0.6667,https://www.fragrantica.com/perfume/Al-Musbah/Oud-Oriental-27483.html,61628,Alexandria Fragrances,Oriental Oud,0.6667,https://www.fragrantica.com/perfume/Alexandria-Fragrances/Oriental-Oud-61628.html,127633,Arabian Oud,Oriental Oud,0.6667,https://www.fragrantica.com/perfume/Arabian-Oud/Oriental-Oud-127633.html,119772,Al Ambra,Oriental Oud,0.6667,https://www.fragrantica.com/perfume/Al-Ambra/Oriental-Oud-119772.html,137619,Dar El Ward,Oriental Oud,0.6667,https://www.fragrantica.com/perfume/Dar-El-Ward/Oriental-Oud-137619.html
172-SHALM,Moroccan-musk,WEAK_REVIEW,,,21135,GLOBAL_WEAK,0.0000,20159,Al Rehab,Moroccan Rose,0.7692,https://www.fragrantica.com/perfume/Al-Rehab/Moroccan-Rose-20159.html,21135,Angela Flanders,Moroccan Rose,0.7692,https://www.fragrantica.com/perfume/Angela-Flanders/Moroccan-Rose-21135.html,20159,ALREHAB PERFUMES,Moroccan Rose,0.7692,https://www.fragrantica.com/perfume/ALREHAB-PERFUMES/Moroccan-Rose-20159.html,113688,Azari Parfumery,Moroccan Rose,0.7692,https://www.fragrantica.com/perfume/Azari-Parfumery/Moroccan-Rose-113688.html,37615,Bohdidharma,Moroccan Mint,0.7692,https://www.fragrantica.com/perfume/Bohdidharma/Moroccan-Mint-37615.html
222-DIP,AMBRE,NO_CANDIDATE,Diptyque,verified_suffix,14214,GLOBAL_WEAK,0.0000,41433,Ex Nihilo,Ambre,1.0000,https://www.fragrantica.com/perfume/Ex-Nihilo/Ambre-41433.html,11107,Charrier Parfums,Ambre,1.0000,https://www.fragrantica.com/perfume/Charrier-Parfums/Ambre-11107.html,797,Baldessarini,Ambre,1.0000,https://www.fragrantica.com/perfume/Baldessarini/Ambre-797.html,21958,Bastide Aix en Provence,Ambre,1.0000,https://www.fragrantica.com/perfume/Bastide-Aix-en-Provence/Ambre-21958.html,135714,Dyrose,Ambre 9,1.0000,https://www.fragrantica.com/perfume/Dyrose/Ambre-9-135714.html
223-DIP,BAIES,NO_CANDIDATE,Diptyque,verified_suffix,96739,GLOBAL_WEAK,0.0000,24169,Candora,Baies Roses,0.6667,https://www.fragrantica.com/perfume/Candora/Baies-Roses-24169.html,8457,Acorelle,Baies Sauvages,0.6667,https://www.fragrantica.com/perfume/Acorelle/Baies-Sauvages-8457.html,48879,L Artisan Parfumeur,Champ de Baies,0.6667,https://www.fragrantica.com/perfume/L-Artisan-Parfumeur/Champ-de-Baies-48879.html,13791,Darphin,Baies Sauvages,0.6667,https://www.fragrantica.com/perfume/Darphin/Baies-Sauvages-13791.html,81446,Durance en Provence,Eau de Parfum Baies Exquises,0.6667,https://www.fragrantica.com/perfume/Durance-en-Provence/Eau-de-Parfum-Baies-Exquises-81446.html
228-DIP,FEUILLE DE LAVANDE,WEAK_REVIEW,Diptyque,verified_suffix,24917,GLOBAL_WEAK,0.0000,24917,Diptyque,Eau de Lavande,0.8125,https://www.fragrantica.com/perfume/Diptyque/Eau-de-Lavande-24917.html,122528,Dzintars,Eau de Lavande,0.8125,https://www.fragrantica.com/perfume/Dzintars/Eau-de-Lavande-122528.html,113898,Christian Louboutin,Fetiche Lavande,0.7273,https://www.fragrantica.com/perfume/Christian-Louboutin/Fetiche-Lavande-113898.html,13277,Serge Lutens,Encens et Lavande,0.6857,https://www.fragrantica.com/perfume/Serge-Lutens/Encens-et-Lavande-13277.html,57025,Domaine Prive Parfums,Lavande,0.6667,https://www.fragrantica.com/perfume/Domaine-Prive-Parfums/Lavande-57025.html
230-DIP,OPOPANAX,WEAK_REVIEW,Diptyque,verified_suffix,3959,GLOBAL_ALTERNATIVE,0.8000,3222,Prada,No8 Opopanax,0.8000,https://www.fragrantica.com/perfume/Prada/No8-Opopanax-3222.html,,,,,,,,,,,,,,,,,,,,
233-ESCE,Molecule 02,WEAK_REVIEW,,,75615,GLOBAL_WEAK,0.0333,75615,BLAK,Molecule B 01,0.8333,https://www.fragrantica.com/perfume/BLAK/Molecule-B-01-75615.html,75616,BLAK,Molecule Ziemia B 02,0.8000,https://www.fragrantica.com/perfume/BLAK/Molecule-Ziemia-B-02-75616.html,99691,Angeline,X Molecule,0.7619,https://www.fragrantica.com/perfume/Angeline/X-Molecule-99691.html,86787,The Dua Brand,Orchid Molecule 7 0,0.6667,https://www.fragrantica.com/perfume/The-Dua-Brand/Orchid-Molecule-7-0-86787.html,86763,The Dua Brand,Ginger Molecule 1 0,0.6667,https://www.fragrantica.com/perfume/The-Dua-Brand/Ginger-Molecule-1-0-86763.html
235-HOLL,SOCAL,WEAK_REVIEW,,,70794,GLOBAL_WEAK,0.6667,70794,Abercrombie Fitch,SoCal Sunset,0.6667,https://www.fragrantica.com/perfume/Abercrombie-Fitch/SoCal-Sunset-70794.html,,,,,,,,,,,,,,,,,,,,
236-IND,ZUM FRANKINCENSE & MYRRH,WEAK_REVIEW,,,6425,GLOBAL_WEAK,0.0000,6425,Czech Speake,Frankincense and Myrrh Cologne,0.8000,https://www.fragrantica.com/perfume/Czech-Speake/Frankincense-and-Myrrh-Cologne-6425.html,72255,Czech Speake,Frankincense Myrrh Eau de Parfum,0.8000,https://www.fragrantica.com/perfume/Czech-Speake/Frankincense-Myrrh-Eau-de-Parfum-72255.html,30758,Demeter Fragrance,Frankincense,0.7059,https://www.fragrantica.com/perfume/Demeter-Fragrance/Frankincense-30758.html,125887,Ahmed Soliman,Frankincense,0.7059,https://www.fragrantica.com/perfume/Ahmed-Soliman/Frankincense-125887.html,60306,Atelier Segall Barutti,Myrrhe Frankincense,0.6829,https://www.fragrantica.com/perfume/Atelier-Segall-Barutti/Myrrhe-Frankincense-60306.html
254-JOM,GARDENIA - JO MALONE,WEAK_REVIEW,Jo Malone London,verified_suffix,2289,GLOBAL_WEAK,0.0000,140437,AlBidaa,Gardenia,1.0000,https://www.fragrantica.com/perfume/AlBidaa/Gardenia-140437.html,67297,Amerigo,Gardenia,1.0000,https://www.fragrantica.com/perfume/Amerigo/Gardenia-67297.html,16154,Roja Dove,Gardenia,1.0000,https://www.fragrantica.com/perfume/Roja-Dove/Gardenia-16154.html,936,Chanel,Gardenia,1.0000,https://www.fragrantica.com/perfume/Chanel/Gardenia-936.html,17898,Demeter Fragrance,Gardenia,1.0000,https://www.fragrantica.com/perfume/Demeter-Fragrance/Gardenia-17898.html
257-JOM,GREEN ORANGE & CORIANDER - JO MALONE,WEAK_REVIEW,Jo Malone London,verified_suffix,35882,GLOBAL_WEAK,0.0167,134561,biblioteka aromatov,Red Orange Blood Orange,0.6667,https://www.fragrantica.com/perfume/biblioteka-aromatov/Red-Orange-Blood-Orange-134561.html,35882,Jo Malone London,Lavender Coriander,0.6500,https://www.fragrantica.com/perfume/Jo-Malone-London/Lavender-Coriander-35882.html,19892,Demeter Fragrance,Orange Rim Cleaner,0.6500,https://www.fragrantica.com/perfume/Demeter-Fragrance/Orange-Rim-Cleaner-19892.html,,,,,,,,,,
258-JOM,GREEN TOMATO LEAF - JO MALONE,WEAK_REVIEW,Jo Malone London,verified_suffix,11489,GLOBAL_ALTERNATIVE,0.0534,14919,Demeter Fragrance,Green Tomato,0.8276,https://www.fragrantica.com/perfume/Demeter-Fragrance/Green-Tomato-14919.html,140555,Dilis Parfum,10 Tomato Leaf,0.7742,https://www.fragrantica.com/perfume/Dilis-Parfum/10-Tomato-Leaf-140555.html,116062,Damask Haus,Green Tea,0.6923,https://www.fragrantica.com/perfume/Damask-Haus/Green-Tea-116062.html,40331,Amygdala,Green Tea,0.6923,https://www.fragrantica.com/perfume/Amygdala/Green-Tea-40331.html,117009,Damask Haus,Green Tea,0.6923,https://www.fragrantica.com/perfume/Damask-Haus/Green-Tea-117009.html
261-JOM,INCENSE & EMBERS - JO MALONE,WEAK_REVIEW,Jo Malone London,verified_suffix,29737,GLOBAL_WEAK,0.0179,83818,Atelier Rebul,Incense Vetiver,0.7586,https://www.fragrantica.com/perfume/Atelier-Rebul/Incense-Vetiver-83818.html,100482,Maison Alhambra,Incense Ebony,0.7407,https://www.fragrantica.com/perfume/Maison-Alhambra/Incense-Ebony-100482.html,96260,D ORSAY,Incense Crush,0.7407,https://www.fragrantica.com/perfume/D-ORSAY/Incense-Crush-96260.html,13514,Compagnie de Provence,Incense Lavender,0.7333,https://www.fragrantica.com/perfume/Compagnie-de-Provence/Incense-Lavender-13514.html,29737,Jo Malone London,Incense Cedrat,0.7143,https://www.fragrantica.com/perfume/Jo-Malone-London/Incense-Cedrat-29737.html
279-JOM,PINK VETIVER - JO MALONE,WEAK_REVIEW,Jo Malone London,verified_suffix,2291,GLOBAL_WEAK,0.0174,50226,Banana Republic,Linen Vetiver,0.8000,https://www.fragrantica.com/perfume/Banana-Republic/Linen-Vetiver-50226.html,50788,Essential Parfums,Mon Vetiver,0.7826,https://www.fragrantica.com/perfume/Essential-Parfums/Mon-Vetiver-50788.html,96837,Maison Alhambra,Pink Velvet,0.7826,https://www.fragrantica.com/perfume/Maison-Alhambra/Pink-Velvet-96837.html,9015,Anthousa,Fig Vetiver,0.7826,https://www.fragrantica.com/perfume/Anthousa/Fig-Vetiver-9015.html,86325,The Dua Brand,King s Vetiver,0.7692,https://www.fragrantica.com/perfume/The-Dua-Brand/King-s-Vetiver-86325.html
282-JOM,POMELO - JO MALONE,NO_CANDIDATE,Jo Malone London,verified_suffix,14135,GLOBAL_WEAK,0.0000,56174,Amberfig,Pomelo,1.0000,https://www.fragrantica.com/perfume/Amberfig/Pomelo-56174.html,131270,ARKET,Pomelo,1.0000,https://www.fragrantica.com/perfume/ARKET/Pomelo-131270.html,120011,Butterfly Thai Perfume,Pomelo,1.0000,https://www.fragrantica.com/perfume/Butterfly-Thai-Perfume/Pomelo-120011.html,20775,Arte Profumi,Pomelo,1.0000,https://www.fragrantica.com/perfume/Arte-Profumi/Pomelo-20775.html,45520,Comptoir Sud Pacifique,Pomelo Fizz,0.7059,https://www.fragrantica.com/perfume/Comptoir-Sud-Pacifique/Pomelo-Fizz-45520.html
289-JOM,SWEET ALMON & MACARRON - JO MALONE,WEAK_REVIEW,Jo Malone London,verified_suffix,5031,GLOBAL_WEAK,0.0702,65744,Bath Body Works,Sweet Almond Honey,0.7368,https://www.fragrantica.com/perfume/Bath-Body-Works/Sweet-Almond-Honey-65744.html,5031,Jo Malone London,Sweet Lime Cedar,0.6667,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lime-Cedar-5031.html,109849,Bath Body Works,Sweet on Paris,0.6471,https://www.fragrantica.com/perfume/Bath-Body-Works/Sweet-on-Paris-109849.html,11490,Jo Malone London,Sweet Lemon,0.6452,https://www.fragrantica.com/perfume/Jo-Malone-London/Sweet-Lemon-11490.html,14326,Donna Karan,DKNY Sweet Delicious Pink Macaron,0.6415,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Sweet-Delicious-Pink-Macaron-14326.html
304-KIE,ORIGINAL MUSK,WEAK_REVIEW,,,25286,GLOBAL_WEAK,0.0000,25286,Ava Luxe,Oriental Musk,0.8462,https://www.fragrantica.com/perfume/Ava-Luxe/Oriental-Musk-25286.html,110666,Al Ghaliyah,Oriental Musk,0.8462,https://www.fragrantica.com/perfume/Al-Ghaliyah/Oriental-Musk-110666.html,103653,Cupio,Original Sin,0.8000,https://www.fragrantica.com/perfume/Cupio/Original-Sin-103653.html,17324,Montale,Original Aoud,0.7692,https://www.fragrantica.com/perfume/Montale/Original-Aoud-17324.html,13291,Bronnley,Original,0.7619,https://www.fragrantica.com/perfume/Bronnley/Original-13291.html
307-LOC,PEONY - L' OCCITANE,NO_CANDIDATE,L Occitane en Provence,name_tail,87134,GLOBAL_WEAK,0.0000,43349,Amygdala,Peony,1.0000,https://www.fragrantica.com/perfume/Amygdala/Peony-43349.html,49900,Blue Scents,Peony,1.0000,https://www.fragrantica.com/perfume/Blue-Scents/Peony-49900.html,25395,DSH Perfumes,Peony,1.0000,https://www.fragrantica.com/perfume/DSH-Perfumes/Peony-25395.html,39993,Avon,Peony,1.0000,https://www.fragrantica.com/perfume/Avon/Peony-39993.html,73795,Zara,Peony,1.0000,https://www.fragrantica.com/perfume/Zara/Peony-73795.html
308-LOC,CITRUS VERBENA - L' OCCITANE,NO_CANDIDATE,L Occitane en Provence,name_tail,,GLOBAL_WEAK,0.0143,85919,The Dua Brand,Citrange Verbena,0.8000,https://www.fragrantica.com/perfume/The-Dua-Brand/Citrange-Verbena-85919.html,61925,BDK Parfums,Citrus Riviera,0.7857,https://www.fragrantica.com/perfume/BDK-Parfums/Citrus-Riviera-61925.html,85932,The Dua Brand,Citrus River,0.7692,https://www.fragrantica.com/perfume/The-Dua-Brand/Citrus-River-85932.html,80775,The Dua Brand,Citrus Cedre,0.7692,https://www.fragrantica.com/perfume/The-Dua-Brand/Citrus-Cedre-80775.html,116426,Dossier,Citrus Tea,0.7500,https://www.fragrantica.com/perfume/Dossier/Citrus-Tea-116426.html
309-LOC,MAGNOLIA & MURE - L' OCCITANE,NO_CANDIDATE,L Occitane en Provence,name_tail,87134,GLOBAL_WEAK,0.0186,78277,Angelique Paris,Magnolia Musk,0.8462,https://www.fragrantica.com/perfume/Angelique-Paris/Magnolia-Musk-78277.html,136947,Christian Provenzano Parfums,Magnolia Mystere,0.8276,https://www.fragrantica.com/perfume/Christian-Provenzano-Parfums/Magnolia-Mystere-136947.html,54193,Lancome,Magnolia Rosae,0.8148,https://www.fragrantica.com/perfume/Lancome/Magnolia-Rosae-54193.html,24513,Bottega Verde,Magnolia Nera,0.7692,https://www.fragrantica.com/perfume/Bottega-Verde/Magnolia-Nera-24513.html,73899,Granado,Magnolia,0.7619,https://www.fragrantica.com/perfume/Granado/Magnolia-73899.html
310-MIL,FEUILLES DE TABAC,WEAK_REVIEW,,,69465,GLOBAL_WEAK,0.0000,69465,Cherigan,Fleurs de Tabac,0.8125,https://www.fragrantica.com/perfume/Cherigan/Fleurs-de-Tabac-69465.html,41670,Cherigan,Fleurs de Tabac,0.8125,https://www.fragrantica.com/perfume/Cherigan/Fleurs-de-Tabac-41670.html,70364,Attar Al Has,Fleur De Tabac,0.7742,https://www.fragrantica.com/perfume/Attar-Al-Has/Fleur-De-Tabac-70364.html,34786,Adopt Parfums,Feuilles de Fraisier,0.7027,https://www.fragrantica.com/perfume/Adopt-Parfums/Feuilles-de-Fraisier-34786.html,8384,DSH Perfumes,Feuilles Leaves,0.6875,https://www.fragrantica.com/perfume/DSH-Perfumes/Feuilles-Leaves-8384.html
311-MOL,amber cocoon-mol,WEAK_REVIEW,,,19573,GLOBAL_WEAK,0.0200,19573,Abdes Salaam Attars Perfumes,Amber Chocolate,0.7097,https://www.fragrantica.com/perfume/Abdes-Salaam-Attars-Perfumes/Amber-Chocolate-19573.html,54485,Bortnikoff,Amber Cologne,0.6897,https://www.fragrantica.com/perfume/Bortnikoff/Amber-Cologne-54485.html,61756,Ajmal,Amber Wood Noir,0.6452,https://www.fragrantica.com/perfume/Ajmal/Amber-Wood-Noir-61756.html,86744,The Dua Brand,Amber Potion,0.6429,https://www.fragrantica.com/perfume/The-Dua-Brand/Amber-Potion-86744.html,105089,Fragrance World,Amber Neroli,0.6429,https://www.fragrantica.com/perfume/Fragrance-World/Amber-Neroli-105089.html
312-MOL,black pepper-molΞυλώδες Πικάντικο,WEAK_REVIEW,,,114140,GLOBAL_WEAK,0.0000,114140,Areej,Black Pepper,0.9600,https://www.fragrantica.com/perfume/Areej/Black-Pepper-114140.html,8863,Demeter Fragrance,Black Pepper,0.9600,https://www.fragrantica.com/perfume/Demeter-Fragrance/Black-Pepper-8863.html,85839,The Dua Brand,Black Pepper Vanilla,0.7778,https://www.fragrantica.com/perfume/The-Dua-Brand/Black-Pepper-Vanilla-85839.html,93667,Al Hunaidi,Black Oud Pepper,0.7500,https://www.fragrantica.com/perfume/Al-Hunaidi/Black-Oud-Pepper-93667.html,127533,Arabian Oud,Black Pearl,0.7407,https://www.fragrantica.com/perfume/Arabian-Oud/Black-Pearl-127533.html
313-MOL,thai vert-mol,WEAK_REVIEW,,,23446,GLOBAL_WEAK,0.6667,23446,Adopt Parfums,The Vert,0.6667,https://www.fragrantica.com/perfume/Adopt-Parfums/The-Vert-23446.html,,,,,,,,,,,,,,,,,,,,
325-PECK,BLACK OAK & CEDAR - PECKSNIFF'S,WEAK_REVIEW,,,9459,GLOBAL_WEAK,0.0000,9459,Dana,Black Lace,0.7200,https://www.fragrantica.com/perfume/Dana/Black-Lace-9459.html,83871,Zara,Black Dart,0.7200,https://www.fragrantica.com/perfume/Zara/Black-Dart-83871.html,34553,Antonio Visconti,Black Tear,0.7200,https://www.fragrantica.com/perfume/Antonio-Visconti/Black-Tear-34553.html,95808,Tom Ford,Black Lacquer,0.7143,https://www.fragrantica.com/perfume/Tom-Ford/Black-Lacquer-95808.html,36128,Clash,Black Earth,0.6923,https://www.fragrantica.com/perfume/Clash/Black-Earth-36128.html
326-PECK,CALM - PECKSNIFF'S,WEAK_REVIEW,,,49242,GLOBAL_WEAK,0.0000,77737,Avon,Calm,1.0000,https://www.fragrantica.com/perfume/Avon/Calm-77737.html,49242,Belsans,Calm,1.0000,https://www.fragrantica.com/perfume/Belsans/Calm-49242.html,74513,Victoria s Secret,Calm,1.0000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Calm-74513.html,52444,Zara,Calm Lake,0.6667,https://www.fragrantica.com/perfume/Zara/Calm-Lake-52444.html,114700,Victoria s Secret,Calm Water,0.6667,https://www.fragrantica.com/perfume/Victoria-s-Secret/Calm-Water-114700.html
330-PG,ORIENTAL BLOSSOM,WEAK_REVIEW,,,111936,GLOBAL_WEAK,0.0000,111936,CULT,Floral Blossom,0.8000,https://www.fragrantica.com/perfume/CULT/Floral-Blossom-111936.html,115113,Victoria s Secret,Santal Blossom,0.8000,https://www.fragrantica.com/perfume/Victoria-s-Secret/Santal-Blossom-115113.html,137829,Ard Al Zaafaran,Eternal Blossom,0.7742,https://www.fragrantica.com/perfume/Ard-Al-Zaafaran/Eternal-Blossom-137829.html,86438,The Dua Brand,Opulent Blossom,0.7742,https://www.fragrantica.com/perfume/The-Dua-Brand/Opulent-Blossom-86438.html,67014,Amjad,Oriental Wood,0.7586,https://www.fragrantica.com/perfume/Amjad/Oriental-Wood-67014.html
331-PG,CRYSTAL WATER & WATER LILY,WEAK_REVIEW,,,16577,GLOBAL_WEAK,0.0000,16577,Zara,Textures Water Lily,0.6667,https://www.fragrantica.com/perfume/Zara/Textures-Water-Lily-16577.html,102228,Acca Kappa,Jasmine Water Lily,0.6667,https://www.fragrantica.com/perfume/Acca-Kappa/Jasmine-Water-Lily-102228.html,122458,Victoria s Secret,Jasmine Water Lily,0.6667,https://www.fragrantica.com/perfume/Victoria-s-Secret/Jasmine-Water-Lily-122458.html,129372,Captivating Essences,Water Lily Fig,0.6667,https://www.fragrantica.com/perfume/Captivating-Essences/Water-Lily-Fig-129372.html,91504,Bath Body Works,Water Lily Springs,0.6667,https://www.fragrantica.com/perfume/Bath-Body-Works/Water-Lily-Springs-91504.html
334-SHI,SHIRLEY MAY,WEAK_REVIEW,,,45433,GLOBAL_WEAK,0.6667,45433,Crop,V May,0.6667,https://www.fragrantica.com/perfume/Crop/V-May-45433.html,,,,,,,,,,,,,,,,,,,,
335-THCO,CASHMERE BLANC - THE WHITE COMPANY,WEAK_REVIEW,,,99295,GLOBAL_WEAK,0.0276,99295,Bey Parfum,Cachemire Blanc,0.8276,https://www.fragrantica.com/perfume/Bey-Parfum/Cachemire-Blanc-99295.html,49175,Compagnie Royale Des Indes Orientales,Cedre Blanc,0.8000,https://www.fragrantica.com/perfume/Compagnie-Royale-Des-Indes-Orientales/Cedre-Blanc-49175.html,24781,Creed,Cedre Blanc,0.8000,https://www.fragrantica.com/perfume/Creed/Cedre-Blanc-24781.html,134864,Aphorismes by Dominique Ropion,Cashmere Clash,0.7857,https://www.fragrantica.com/perfume/Aphorismes-by-Dominique-Ropion/Cashmere-Clash-134864.html,87372,Algorithmic Perfumery,Cashmere Tea,0.7692,https://www.fragrantica.com/perfume/Algorithmic-Perfumery/Cashmere-Tea-87372.html
336-THCO,NARCISSUS NOIR - THE WHITE COMPANY,WEAK_REVIEW,,,53072,GLOBAL_WEAK,0.0000,53072,Caron,Narcisse Noir,0.8889,https://www.fragrantica.com/perfume/Caron/Narcisse-Noir-53072.html,52230,Caron,Narcisse Noir,0.8889,https://www.fragrantica.com/perfume/Caron/Narcisse-Noir-52230.html,23229,CB I Hate Perfume,Narcissus,0.7826,https://www.fragrantica.com/perfume/CB-I-Hate-Perfume/Narcissus-23229.html,58547,Aaron Terence Hughes,Narcissus,0.7826,https://www.fragrantica.com/perfume/Aaron-Terence-Hughes/Narcissus-58547.html,125900,Ahmed Soliman,Narcissus,0.7826,https://www.fragrantica.com/perfume/Ahmed-Soliman/Narcissus-125900.html
337-TIFF,Tiffany  Co Sheer,WEAK_REVIEW,,,69385,GLOBAL_WEAK,0.0230,69385,Britney Spears,Fantasy Sheer,0.6897,https://www.fragrantica.com/perfume/Britney-Spears/Fantasy-Sheer-69385.html,1046,Giorgio Armani,Armani Code Sheer,0.6667,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Sheer-1046.html,,,,,,,,,,,,,,,
379-YAN,CLEAN COTTON - YANKEE CANDLES,WEAK_REVIEW,,,3024,GLOBAL_WEAK,0.0450,3024,Clean,Clean Warm Cotton,0.8276,https://www.fragrantica.com/perfume/Clean/Clean-Warm-Cotton-3024.html,23032,Clean,Cool Cotton,0.7826,https://www.fragrantica.com/perfume/Clean/Cool-Cotton-23032.html,135568,Atelier Faye,Blue Cotton,0.7826,https://www.fragrantica.com/perfume/Atelier-Faye/Blue-Cotton-135568.html,49990,Dofta,Cool Cotton,0.7826,https://www.fragrantica.com/perfume/Dofta/Cool-Cotton-49990.html,111327,Deraah Private,Velvet Cotton,0.7200,https://www.fragrantica.com/perfume/Deraah-Private/Velvet-Cotton-111327.html
380-YAN,FALL FESTIVAL - YANKEE CANDLES,WEAK_REVIEW,,,116047,GLOBAL_WEAK,0.0529,116047,Damask Haus,Apple Festival,0.8148,https://www.fragrantica.com/perfume/Damask-Haus/Apple-Festival-116047.html,38783,Bourbon French Parfums,Festival,0.7619,https://www.fragrantica.com/perfume/Bourbon-French-Parfums/Festival-38783.html,26755,Alan Bray,Festival,0.7619,https://www.fragrantica.com/perfume/Alan-Bray/Festival-26755.html,74094,Zara,Candy Festival,0.7407,https://www.fragrantica.com/perfume/Zara/Candy-Festival-74094.html,1289,Yves Saint Laurent,Cinema Festival,0.7143,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Cinema-Festival-1289.html
381-YAN,FRESH CUT ROSES - YANKEE CANDLES,WEAK_REVIEW,,,32393,GLOBAL_WEAK,0.0760,32393,Moschino,Fresh Couture,0.7857,https://www.fragrantica.com/perfume/Moschino/Fresh-Couture-32393.html,77748,Bath Body Works,Fresh Cut Lilacs,0.7097,https://www.fragrantica.com/perfume/Bath-Body-Works/Fresh-Cut-Lilacs-77748.html,126376,Victoria s Secret,Fresh Clean Frosted,0.7059,https://www.fragrantica.com/perfume/Victoria-s-Secret/Fresh-Clean-Frosted-126376.html,40169,Avon,Roses Roses,0.6923,https://www.fragrantica.com/perfume/Avon/Roses-Roses-40169.html,95806,AXE,Skateboard Fresh Roses,0.6667,https://www.fragrantica.com/perfume/AXE/Skateboard-Fresh-Roses-95806.html
382-YAN,POMEGRANATE CIDER - YANKEE CANDLES,WEAK_REVIEW,,,5581,GLOBAL_GOOD,0.0485,5581,Jo Malone London,Pomegranate Noir,0.8485,https://www.fragrantica.com/perfume/Jo-Malone-London/Pomegranate-Noir-5581.html,62050,Blue Scents,Pomegranate Violet,0.8000,https://www.fragrantica.com/perfume/Blue-Scents/Pomegranate-Violet-62050.html,49901,Blue Scents,Pomegranate,0.7857,https://www.fragrantica.com/perfume/Blue-Scents/Pomegranate-49901.html,15601,Demeter Fragrance,Pomegranate,0.7857,https://www.fragrantica.com/perfume/Demeter-Fragrance/Pomegranate-15601.html,87734,Arabian Wind,Pomegranate,0.7857,https://www.fragrantica.com/perfume/Arabian-Wind/Pomegranate-87734.html
383-YAN,WEDDING DAY - YANKEE,NO_CANDIDATE,Daddy Yankee,name_tail,5056,GLOBAL_ALTERNATIVE,0.1077,132743,Body Fantasies,Wedding Day Fantasy,0.8000,https://www.fragrantica.com/perfume/Body-Fantasies/Wedding-Day-Fantasy-132743.html,49712,Aqaba,The Wedding Red,0.6923,https://www.fragrantica.com/perfume/Aqaba/The-Wedding-Red-49712.html,103403,Bujairami,G DAY,0.6667,https://www.fragrantica.com/perfume/Bujairami/G-DAY-103403.html,97598,Rasasi,Day,0.6667,https://www.fragrantica.com/perfume/Rasasi/Day-97598.html,49711,Aqaba,The Wedding Black,0.6429,https://www.fragrantica.com/perfume/Aqaba/The-Wedding-Black-49711.html
